Name,FileName,ExportName,UnlockLevel,ReputationUnlockLevel,GoodReward,GoodAmount,FreeAmount,Probability,ForbidFreeBox,DiamondPrice,RandomNumberMax,TileWidth,TileHeight,OpenSound,LockedSound,Mode,Type,Icon,RewardHUDExportName,MapGameQuestReward,QuestNotification
DISABLED_Box101,sc/common.sc,mystery_box_silver,35,,MoreXP_lv4,1,,,,10,16,2,2,TreasureBox,TreasureBoxLocked,home,2,icon_mysterybox_silver,SilverMysteryBox,TRUE,
DISABLED_Box102,sc/common.sc,mystery_box_gold,1,,Bolt,4,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box103,sc/common.sc,mystery_box_gold,1,,Plank,4,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box104,sc/common.sc,mystery_box_gold,1,,Duct Tape,4,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box105,sc/common.sc,mystery_box_gold,1,,Nail,4,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box106,sc/common.sc,mystery_box_gold,1,,Screw,4,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box107,sc/common.sc,mystery_box_gold,1,,Wood Panel,4,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box108,sc/common.sc,mystery_box_gold,12,,Land Deed,4,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box109,sc/common.sc,mystery_box_gold,12,,Mallet,4,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box110,sc/common.sc,mystery_box_gold,12,,Marker Stake,4,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
Box111_free,sc/common.sc,mystery_box_gold,1,,FreeDiamonds,25,5,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,FALSE,
DISABLED_Box112,sc/common.sc,mystery_box_gold,1,,Bolt,5,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box113,sc/common.sc,mystery_box_gold,1,,Plank,5,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box114,sc/common.sc,mystery_box_gold,1,,Duct Tape,5,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box115,sc/common.sc,mystery_box_gold,1,,Nail,5,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box116,sc/common.sc,mystery_box_gold,1,,Screw,5,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box117,sc/common.sc,mystery_box_gold,1,,Wood Panel,5,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box118,sc/common.sc,mystery_box_gold,35,,FreeErnest_lv5,2,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box119,sc/common.sc,mystery_box_gold,35,,FreeRose_lv5,2,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box120,sc/common.sc,mystery_box_gold,35,,FreeTom_lv5,2,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box121,sc/common.sc,mystery_box_gold,35,,MoreXP_lv5,2,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
DISABLED_Box122,sc/common.sc,mystery_box_gold,25,,Expansion Key,1,,,,20,16,2,2,TreasureBox,TreasureBoxLocked,home,3,icon_mysterybox_gold,GoldMysteryBox,TRUE,
TownCrate1_free,sc/common.sc,mystery_crate_01,,3,FreeDiamonds,8,5,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,FALSE,
DISABLED_TownCrate2,sc/common.sc,mystery_crate_01,,3,Demolition Charge,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate3,sc/common.sc,mystery_crate_01,,3,Dynamite,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate4,sc/common.sc,mystery_crate_01,,3,Axe,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate5,sc/common.sc,mystery_crate_01,,3,Saw,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate6,sc/common.sc,mystery_crate_01,,3,Shovel,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate7,sc/common.sc,mystery_crate_01,,3,Pickaxe,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate8,sc/common.sc,mystery_crate_01,,3,Bolt,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate9,sc/common.sc,mystery_crate_01,,3,Plank,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate10,sc/common.sc,mystery_crate_01,,3,Duct Tape,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate11,sc/common.sc,mystery_crate_01,,3,Nail,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate12,sc/common.sc,mystery_crate_01,,3,Screw,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate13,sc/common.sc,mystery_crate_01,,3,Wood Panel,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate14,sc/common.sc,mystery_crate_01,,3,Voucher,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate15,sc/common.sc,mystery_crate_01,,3,Hammer,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate16,sc/common.sc,mystery_crate_01,,3,Hand Drill,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate17,sc/common.sc,mystery_crate_01,,3,Paint Bucket,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate18,sc/common.sc,mystery_crate_01,,3,Stone Block,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate19,sc/common.sc,mystery_crate_01,,3,Brick,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate20,sc/common.sc,mystery_crate_01,,3,Tar Bucket,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate21_maps,sc/common.sc,mystery_crate_01,,3,Map Piece,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate21,sc/common.sc,mystery_crate_01,35,3,FasterBoats_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate22,sc/common.sc,mystery_crate_01,35,3,FasterCrops1_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate23,sc/common.sc,mystery_crate_01,35,3,FasterCrops2_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate24,sc/common.sc,mystery_crate_01,35,3,FasterCrops3_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate25,sc/common.sc,mystery_crate_01,35,3,FasterCrops4_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate26,sc/common.sc,mystery_crate_01,35,3,FasterTom_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate27,sc/common.sc,mystery_crate_01,35,3,FasterBuildings1_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate28,sc/common.sc,mystery_crate_01,35,3,FasterBuildings2_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate29,sc/common.sc,mystery_crate_01,35,3,FasterBuildings3_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate30,sc/common.sc,mystery_crate_01,35,3,FasterBuildings4_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate31,sc/common.sc,mystery_crate_01,35,3,FasterTrees_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate32,sc/common.sc,mystery_crate_01,35,3,FasterBushes_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate33,sc/common.sc,mystery_crate_01,35,3,FreeTom_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate34,sc/common.sc,mystery_crate_01,35,3,FreeRose_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate35,sc/common.sc,mystery_crate_01,35,3,FreeErnest_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate36,sc/common.sc,mystery_crate_01,35,3,EasierBoats_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate37,sc/common.sc,mystery_crate_01,,3,Puzzle Piece 1,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate38,sc/common.sc,mystery_crate_01,35,3,MoreXP_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate39,sc/common.sc,mystery_crate_01,35,3,FasterBaitMaker_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate40,sc/common.sc,mystery_crate_01,35,3,FasterNetMaker_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate41,sc/common.sc,mystery_crate_01,35,3,FasterFishingSpots_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate42,sc/common.sc,mystery_crate_01,44,3,FasterLobsters_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate43,sc/common.sc,mystery_crate_01,50,3,FasterDucks_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate44,sc/common.sc,mystery_crate_01,35,3,FasterTownBuildings1_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate45,sc/common.sc,mystery_crate_01,35,11,FasterTownBuildings2_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate46,sc/common.sc,mystery_crate_01,35,4,FasterPersonalTrain_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate47,sc/common.sc,mystery_crate_01,35,3,MoreCash_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DISABLED_TownCrate48,sc/common.sc,mystery_crate_01,35,3,HeavierFish_lv2,1,,,,5,16,2,2,TreasureBox,TreasureBoxLocked,train,1,icon_mystery_crate_town,TownMysteryBox,TRUE,
DailyTaskBox2,sc/common.sc,mystery_box_silver,1,,Bolt,1,,360,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,11,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox3,sc/common.sc,mystery_box_silver,1,,Plank,1,,360,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,11,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox4,sc/common.sc,mystery_box_silver,1,,Duct Tape,1,,360,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,11,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox5,sc/common.sc,mystery_box_silver,1,,Nail,1,,360,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,11,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox6,sc/common.sc,mystery_box_silver,1,,Screw,1,,360,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,11,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox7,sc/common.sc,mystery_box_silver,1,,Wood Panel,1,,360,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,11,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox8,sc/common.sc,mystery_box_silver,20,,Voucher1,5,,1350,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,11,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox9,sc/common.sc,mystery_box_silver,20,,Voucher2,3,,810,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,11,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox10,sc/common.sc,mystery_box_silver,20,,Voucher3,2,,720,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,11,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox11,sc/common.sc,mystery_box_silver,20,,Voucher4,1,,450,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,11,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox12,sc/common.sc,mystery_box_silver,20,,Voucher5,1,,450,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,11,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox13,sc/common.sc,mystery_box_silver,6,,Demolition Charge,1,,450,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,11,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox14,sc/common.sc,mystery_box_silver,6,,Axe,1,,450,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,11,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox15,sc/common.sc,mystery_box_silver,6,,Saw,1,,450,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,11,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox16,sc/common.sc,mystery_box_gold,1,,FreeDiamonds,5,5,240,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,FALSE,
DailyTaskBox18,sc/common.sc,mystery_box_gold,35,,EasierBoats_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox19,sc/common.sc,mystery_box_gold,35,,EasierBoats_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox20,sc/common.sc,mystery_box_gold,35,,FasterBaitMaker_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox21,sc/common.sc,mystery_box_gold,35,,FasterBaitMaker_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox22,sc/common.sc,mystery_box_gold,35,,FasterBoats_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox23,sc/common.sc,mystery_box_gold,35,,FasterBoats_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox24,sc/common.sc,mystery_box_gold,35,,FasterBuildings1_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox25,sc/common.sc,mystery_box_gold,35,,FasterBuildings1_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox26,sc/common.sc,mystery_box_gold,35,,FasterBuildings2_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox27,sc/common.sc,mystery_box_gold,35,,FasterBuildings2_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox28,sc/common.sc,mystery_box_gold,35,,FasterBuildings3_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox29,sc/common.sc,mystery_box_gold,35,,FasterBuildings3_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox30,sc/common.sc,mystery_box_gold,35,,FasterBuildings4_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox31,sc/common.sc,mystery_box_gold,35,,FasterBuildings4_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox32,sc/common.sc,mystery_box_gold,44,,FasterBushes_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox33,sc/common.sc,mystery_box_gold,35,,FasterBushes_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox34,sc/common.sc,mystery_box_gold,35,,FasterCrops1_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox35,sc/common.sc,mystery_box_gold,50,,FasterCrops1_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox36,sc/common.sc,mystery_box_gold,35,,FasterCrops2_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox37,sc/common.sc,mystery_box_gold,35,,FasterCrops2_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox38,sc/common.sc,mystery_box_gold,35,,FasterCrops3_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox39,sc/common.sc,mystery_box_gold,35,,FasterCrops3_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox40,sc/common.sc,mystery_box_gold,35,,FasterCrops4_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox41,sc/common.sc,mystery_box_gold,35,,FasterCrops4_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox42,sc/common.sc,mystery_box_gold,35,,FasterDucks_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox43,sc/common.sc,mystery_box_gold,35,,FasterDucks_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox44,sc/common.sc,mystery_box_gold,35,,FasterFishingSpots_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox45,sc/common.sc,mystery_box_gold,35,,FasterFishingSpots_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox46,sc/common.sc,mystery_box_gold,35,,FasterLobsters_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox47,sc/common.sc,mystery_box_gold,35,,FasterLobsters_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox48,sc/common.sc,mystery_box_gold,35,,FasterNetMaker_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox49,sc/common.sc,mystery_box_gold,35,,FasterNetMaker_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox50,sc/common.sc,mystery_box_gold,35,,FasterTom_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox51,sc/common.sc,mystery_box_gold,35,,FasterTom_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox52,sc/common.sc,mystery_box_gold,35,,FasterTrees_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox53,sc/common.sc,mystery_box_gold,35,,FasterTrees_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox54,sc/common.sc,mystery_box_gold,44,,FreeErnest_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox55,sc/common.sc,mystery_box_gold,35,,FreeErnest_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox56,sc/common.sc,mystery_box_gold,35,,FreeRose_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox57,sc/common.sc,mystery_box_gold,35,,FreeRose_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox58,sc/common.sc,mystery_box_gold,35,,FreeTom_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox59,sc/common.sc,mystery_box_gold,50,,FreeTom_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox60,sc/common.sc,mystery_box_gold,35,,HeavierFish_lv1,1,,72,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
DailyTaskBox61,sc/common.sc,mystery_box_gold,35,,HeavierFish_lv2,1,,36,,3,16,2,2,TreasureBox,TreasureBoxLocked,dailytask,12,icon_mysterybox_bronze,BronzeMysteryBox,TRUE,
