Name,Type,FileName,ExportName,GiftIconExportName,GoodRewards,GoodIconSlotExportName,GoodAmounts,Probabilities,DiamondThreshold,Price,PriceData,TileWidth,TileHeight,OpenSound,TitleTID,TextTID,Text2TID,Text3TID,OpenGiftMessageTID,UnlockLevel,RepUnlockLevel,WalkGiftAnim,RewardHUDExportName
HolidayGift20_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Voucher4,Prize2,3,1,,180,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,20,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift21_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,MoreCash_lv3,Prize2,1,1,,12,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift22_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,MoreXP_lv3,Prize2,1,1,,15,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift23_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FasterTom_lv3,Prize2,1,1,,12,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift24_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FreeTom_lv2,Prize2,1,1,,30,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift1_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Santa’s gifts,Prize2,1,1,,200,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift2_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Ornament tower,Prize2,1,1,,1000,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift3_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Tree market,Prize2,1,1,,1000,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift4_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Puzzle Piece 1,Prize2,1,1,,300,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,3,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift5_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Puzzle Piece 1,Prize2,1,1,,300,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,3,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift6_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Puzzle Piece 1,Prize2,1,1,,300,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,3,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift7_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Expansion Key,Prize2,1,1,,300,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,25,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift8_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Expansion Key,Prize2,1,1,,300,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,25,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift9_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Expansion Key,Prize2,1,1,,300,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,25,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift10_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Blueprint,Prize2,1,1,,300,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,71,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift11_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Blueprint,Prize2,1,1,,300,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,71,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift12_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Blueprint,Prize2,1,1,,300,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,71,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift13_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FreeCash,Prize2,10000,1,,25,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift14_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Plank,Prize2,5,1,,150,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift15_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Nail,Prize2,5,1,,150,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift16_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Bolt,Prize2,5,1,,150,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift17_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Screw,Prize2,5,1,,150,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift18_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Duct Tape,Prize2,5,1,,150,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift19_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Wood Panel,Prize2,5,1,,150,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift20_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Land Deed,Prize2,5,1,,225,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,22,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift21_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Mallet,Prize2,5,1,,225,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,22,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift22_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Marker Stake,Prize2,5,1,,225,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,22,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift23_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Dynamite,Prize2,8,1,,36,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift24_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Demolition Charge,Prize2,8,1,,84,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift25_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Axe,Prize2,8,1,,48,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift26_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Saw,Prize2,8,1,,60,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift27_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Shovel,Prize2,8,1,,120,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift28_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Pickaxe,Prize2,8,1,,144,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift29_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,MoreCash_lv4,Prize2,1,1,,20,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift30_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,MoreXP_lv4,Prize2,1,1,,24,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift31_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FasterBuildings4_lv4,Prize2,1,1,,23,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,51,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift32_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FasterBuildings1_lv4,Prize2,1,1,,23,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift33_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FasterBuildings2_lv4,Prize2,1,1,,23,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift34_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FasterBuildings3_lv4,Prize2,1,1,,23,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift35_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Hammer,Prize2,3,1,,72,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,2,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift36_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Hand Drill,Prize2,3,1,,72,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,2,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift37_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Paint Bucket,Prize2,3,1,,72,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,2,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift38_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Stone Block,Prize2,3,1,,72,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,2,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift39_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Brick,Prize2,3,1,,72,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,2,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift40_week3,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Tar Bucket,Prize2,3,1,,72,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,2,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift1_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Puzzle Piece 1,Prize2,1,1,,400,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,3,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift2_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Puzzle Piece 1,Prize2,1,1,,400,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,3,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift3_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Puzzle Piece 1,Prize2,1,1,,400,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,3,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift4_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Expansion Key,Prize2,2,1,,800,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,25,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift5_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Expansion Key,Prize2,2,1,,800,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,25,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift6_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Blueprint,Prize2,1,1,,400,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,71,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift7_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Blueprint,Prize2,1,1,,400,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,71,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift8_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Voucher5,Prize2,1,1,,400,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,20,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift9_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Voucher5,Prize2,1,1,,400,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,20,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift10_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Voucher5,Prize2,1,1,,400,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,20,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift11_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FreeCash,Prize2,20000,1,,45,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift12_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FreeCash,Prize2,25000,1,,50,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift13_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Plank,Prize2,5,1,,200,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift14_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Nail,Prize2,5,1,,200,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift15_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Bolt,Prize2,5,1,,200,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift16_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Screw,Prize2,5,1,,200,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift17_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Duct Tape,Prize2,5,1,,200,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift18_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Wood Panel,Prize2,5,1,,200,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift19_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Land Deed,Prize2,5,1,,300,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,22,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift20_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Mallet,Prize2,5,1,,300,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,22,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift21_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Marker Stake,Prize2,5,1,,300,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,22,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift22_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Voucher1,Prize2,30,1,,540,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,20,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift23_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Voucher2,Prize2,20,1,,720,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,20,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift24_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Voucher3,Prize2,10,1,,600,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,20,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift25_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Voucher4,Prize2,6,1,,576,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,20,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift26_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,MiningMoreOres_lv5,Prize2,1,1,,34,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift27_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,MoreCash_lv5,Prize2,1,1,,32,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift28_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,MoreXP_lv5,Prize2,1,1,,40,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift29_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FasterTom_lv5,Prize2,1,1,,38,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
