Level,RepToNextLevel,GoodReward,GoodAmount,MinGoodsInPassengerService,MaxGoodsInPassengerService,PassengerServiceMinValue,PassengerServiceMaxValue,PassengerServiceMinCount,PassengerServiceMaxCount,PassengerAnimalViewChance,TID,FeatureTID,FeaturePNGURL
806,81455,FreeDiamonds,5,1,3,51,112,2,3,10,,,
807,81466,FreeDiamonds,5,1,3,51,112,2,3,10,,,
808,81477,FreeDiamonds,5,1,3,51,112,2,3,10,,,
809,81488,FreeDiamonds,5,1,3,51,112,2,3,10,,,
810,81499,FreeDiamonds,15,1,3,51,112,2,3,10,,,
811,81510,FreeDiamonds,5,1,3,51,112,2,3,10,,,
812,81521,FreeDiamonds,5,1,3,51,112,2,3,10,,,
813,81532,FreeDiamonds,5,1,3,51,112,2,3,10,,,
814,81543,FreeDiamonds,5,1,3,51,112,2,3,10,,,
815,81554,FreeDiamonds,10,1,3,51,112,2,3,10,,,
816,81565,FreeDiamonds,5,1,3,51,112,2,3,10,,,
817,81576,FreeDiamonds,5,1,3,51,112,2,3,10,,,
818,81587,FreeDiamonds,5,1,3,51,112,2,3,10,,,
819,81598,FreeDiamonds,5,1,3,51,112,2,3,10,,,
820,81609,FreeDiamonds,15,1,3,51,112,2,3,10,,,
821,81620,FreeDiamonds,5,1,3,51,112,2,3,10,,,
822,81631,FreeDiamonds,5,1,3,51,112,2,3,10,,,
823,81642,FreeDiamonds,5,1,3,51,112,2,3,10,,,
824,81653,FreeDiamonds,5,1,3,51,112,2,3,10,,,
825,81664,FreeDiamonds,10,1,3,51,112,2,3,10,,,
826,81675,FreeDiamonds,5,1,3,51,112,2,3,10,,,
827,81686,FreeDiamonds,5,1,3,51,112,2,3,10,,,
828,81697,FreeDiamonds,5,1,3,51,112,2,3,10,,,
829,81708,FreeDiamonds,5,1,3,51,112,2,3,10,,,
830,81719,FreeDiamonds,15,1,3,51,112,2,3,10,,,
831,81730,FreeDiamonds,5,1,3,51,112,2,3,10,,,
832,81741,FreeDiamonds,5,1,3,51,112,2,3,10,,,
833,81752,FreeDiamonds,5,1,3,51,112,2,3,10,,,
834,81763,FreeDiamonds,5,1,3,51,112,2,3,10,,,
835,81774,FreeDiamonds,10,1,3,51,112,2,3,10,,,
836,81785,FreeDiamonds,5,1,3,51,112,2,3,10,,,
837,81796,FreeDiamonds,5,1,3,51,112,2,3,10,,,
838,81807,FreeDiamonds,5,1,3,51,112,2,3,10,,,
839,81818,FreeDiamonds,5,1,3,51,112,2,3,10,,,
840,81829,FreeDiamonds,15,1,3,51,112,2,3,10,,,
841,81840,FreeDiamonds,5,1,3,51,112,2,3,10,,,
842,81851,FreeDiamonds,5,1,3,51,112,2,3,10,,,
843,81862,FreeDiamonds,5,1,3,51,112,2,3,10,,,
844,81873,FreeDiamonds,5,1,3,51,112,2,3,10,,,
845,81884,FreeDiamonds,10,1,3,51,112,2,3,10,,,
846,81895,FreeDiamonds,5,1,3,51,112,2,3,10,,,
847,81906,FreeDiamonds,5,1,3,51,112,2,3,10,,,
848,81917,FreeDiamonds,5,1,3,51,112,2,3,10,,,
849,81928,FreeDiamonds,5,1,3,51,112,2,3,10,,,
850,81939,FreeDiamonds,15,1,3,51,112,2,3,10,,,
851,81950,FreeDiamonds,5,1,3,51,112,2,3,10,,,
852,81961,FreeDiamonds,5,1,3,51,112,2,3,10,,,
853,81972,FreeDiamonds,5,1,3,51,112,2,3,10,,,
854,81983,FreeDiamonds,5,1,3,51,112,2,3,10,,,
855,81994,FreeDiamonds,10,1,3,51,112,2,3,10,,,
856,82005,FreeDiamonds,5,1,3,51,112,2,3,10,,,
857,82016,FreeDiamonds,5,1,3,51,112,2,3,10,,,
858,82027,FreeDiamonds,5,1,3,51,112,2,3,10,,,
859,82038,FreeDiamonds,5,1,3,51,112,2,3,10,,,
860,82049,FreeDiamonds,15,1,3,51,112,2,3,10,,,
861,82060,FreeDiamonds,5,1,3,51,112,2,3,10,,,
862,82071,FreeDiamonds,5,1,3,51,112,2,3,10,,,
863,82082,FreeDiamonds,5,1,3,51,112,2,3,10,,,
864,82093,FreeDiamonds,5,1,3,51,112,2,3,10,,,
865,82104,FreeDiamonds,10,1,3,51,112,2,3,10,,,
866,82115,FreeDiamonds,5,1,3,51,112,2,3,10,,,
867,82126,FreeDiamonds,5,1,3,51,112,2,3,10,,,
868,82137,FreeDiamonds,5,1,3,51,112,2,3,10,,,
869,82148,FreeDiamonds,5,1,3,51,112,2,3,10,,,
870,82159,FreeDiamonds,15,1,3,51,112,2,3,10,,,
871,82170,FreeDiamonds,5,1,3,51,112,2,3,10,,,
872,82181,FreeDiamonds,5,1,3,51,112,2,3,10,,,
873,82192,FreeDiamonds,5,1,3,51,112,2,3,10,,,
874,82203,FreeDiamonds,5,1,3,51,112,2,3,10,,,
875,82214,FreeDiamonds,10,1,3,51,112,2,3,10,,,
876,82225,FreeDiamonds,5,1,3,51,112,2,3,10,,,
877,82236,FreeDiamonds,5,1,3,51,112,2,3,10,,,
878,82247,FreeDiamonds,5,1,3,51,112,2,3,10,,,
879,82258,FreeDiamonds,5,1,3,51,112,2,3,10,,,
880,82269,FreeDiamonds,15,1,3,51,112,2,3,10,,,
881,82280,FreeDiamonds,5,1,3,51,112,2,3,10,,,
882,82291,FreeDiamonds,5,1,3,51,112,2,3,10,,,
883,82302,FreeDiamonds,5,1,3,51,112,2,3,10,,,
884,82313,FreeDiamonds,5,1,3,51,112,2,3,10,,,
885,82324,FreeDiamonds,10,1,3,51,112,2,3,10,,,
886,82335,FreeDiamonds,5,1,3,51,112,2,3,10,,,
887,82346,FreeDiamonds,5,1,3,51,112,2,3,10,,,
888,82357,FreeDiamonds,5,1,3,51,112,2,3,10,,,
889,82368,FreeDiamonds,5,1,3,51,112,2,3,10,,,
890,82379,FreeDiamonds,15,1,3,51,112,2,3,10,,,
891,82390,FreeDiamonds,5,1,3,51,112,2,3,10,,,
892,82401,FreeDiamonds,5,1,3,51,112,2,3,10,,,
893,82412,FreeDiamonds,5,1,3,51,112,2,3,10,,,
894,82423,FreeDiamonds,5,1,3,51,112,2,3,10,,,
895,82434,FreeDiamonds,10,1,3,51,112,2,3,10,,,
896,82445,FreeDiamonds,5,1,3,51,112,2,3,10,,,
897,82456,FreeDiamonds,5,1,3,51,112,2,3,10,,,
898,82467,FreeDiamonds,5,1,3,51,112,2,3,10,,,
899,82478,FreeDiamonds,5,1,3,51,112,2,3,10,,,
900,82489,FreeDiamonds,15,1,3,51,112,2,3,10,,,
901,82500,FreeDiamonds,5,1,3,51,112,2,3,10,,,
902,82511,FreeDiamonds,5,1,3,51,112,2,3,10,,,
903,82522,FreeDiamonds,5,1,3,51,112,2,3,10,,,
904,82533,FreeDiamonds,5,1,3,51,112,2,3,10,,,
905,82544,FreeDiamonds,10,1,3,51,112,2,3,10,,,
906,82555,FreeDiamonds,5,1,3,51,112,2,3,10,,,
907,82566,FreeDiamonds,5,1,3,51,112,2,3,10,,,
908,82577,FreeDiamonds,5,1,3,51,112,2,3,10,,,
909,82588,FreeDiamonds,5,1,3,51,112,2,3,10,,,
910,82599,FreeDiamonds,15,1,3,51,112,2,3,10,,,
911,82610,FreeDiamonds,5,1,3,51,112,2,3,10,,,
912,82621,FreeDiamonds,5,1,3,51,112,2,3,10,,,
913,82632,FreeDiamonds,5,1,3,51,112,2,3,10,,,
914,82643,FreeDiamonds,5,1,3,51,112,2,3,10,,,
915,82654,FreeDiamonds,10,1,3,51,112,2,3,10,,,
916,82665,FreeDiamonds,5,1,3,51,112,2,3,10,,,
917,82676,FreeDiamonds,5,1,3,51,112,2,3,10,,,
918,82687,FreeDiamonds,5,1,3,51,112,2,3,10,,,
919,82698,FreeDiamonds,5,1,3,51,112,2,3,10,,,
920,82709,FreeDiamonds,15,1,3,51,112,2,3,10,,,
921,82720,FreeDiamonds,5,1,3,51,112,2,3,10,,,
922,82731,FreeDiamonds,5,1,3,51,112,2,3,10,,,
923,82742,FreeDiamonds,5,1,3,51,112,2,3,10,,,
924,82753,FreeDiamonds,5,1,3,51,112,2,3,10,,,
925,82764,FreeDiamonds,10,1,3,51,112,2,3,10,,,
926,82775,FreeDiamonds,5,1,3,51,112,2,3,10,,,
927,82786,FreeDiamonds,5,1,3,51,112,2,3,10,,,
928,82797,FreeDiamonds,5,1,3,51,112,2,3,10,,,
929,82808,FreeDiamonds,5,1,3,51,112,2,3,10,,,
930,82819,FreeDiamonds,15,1,3,51,112,2,3,10,,,
931,82830,FreeDiamonds,5,1,3,51,112,2,3,10,,,
932,82841,FreeDiamonds,5,1,3,51,112,2,3,10,,,
933,82852,FreeDiamonds,5,1,3,51,112,2,3,10,,,
934,82863,FreeDiamonds,5,1,3,51,112,2,3,10,,,
935,82874,FreeDiamonds,10,1,3,51,112,2,3,10,,,
936,82885,FreeDiamonds,5,1,3,51,112,2,3,10,,,
937,82896,FreeDiamonds,5,1,3,51,112,2,3,10,,,
938,82907,FreeDiamonds,5,1,3,51,112,2,3,10,,,
939,82918,FreeDiamonds,5,1,3,51,112,2,3,10,,,
940,82929,FreeDiamonds,15,1,3,51,112,2,3,10,,,
941,82940,FreeDiamonds,5,1,3,51,112,2,3,10,,,
942,82951,FreeDiamonds,5,1,3,51,112,2,3,10,,,
943,82962,FreeDiamonds,5,1,3,51,112,2,3,10,,,
944,82973,FreeDiamonds,5,1,3,51,112,2,3,10,,,
945,82984,FreeDiamonds,10,1,3,51,112,2,3,10,,,
946,82995,FreeDiamonds,5,1,3,51,112,2,3,10,,,
947,83006,FreeDiamonds,5,1,3,51,112,2,3,10,,,
948,83017,FreeDiamonds,5,1,3,51,112,2,3,10,,,
949,83028,FreeDiamonds,5,1,3,51,112,2,3,10,,,
950,83039,FreeDiamonds,15,1,3,51,112,2,3,10,,,
951,83050,FreeDiamonds,5,1,3,51,112,2,3,10,,,
952,83061,FreeDiamonds,5,1,3,51,112,2,3,10,,,
953,83072,FreeDiamonds,5,1,3,51,112,2,3,10,,,
954,83083,FreeDiamonds,5,1,3,51,112,2,3,10,,,
955,83094,FreeDiamonds,10,1,3,51,112,2,3,10,,,
956,83105,FreeDiamonds,5,1,3,51,112,2,3,10,,,
957,83116,FreeDiamonds,5,1,3,51,112,2,3,10,,,
958,83127,FreeDiamonds,5,1,3,51,112,2,3,10,,,
959,83138,FreeDiamonds,5,1,3,51,112,2,3,10,,,
960,83149,FreeDiamonds,15,1,3,51,112,2,3,10,,,
961,83160,FreeDiamonds,5,1,3,51,112,2,3,10,,,
962,83171,FreeDiamonds,5,1,3,51,112,2,3,10,,,
963,83182,FreeDiamonds,5,1,3,51,112,2,3,10,,,
964,83193,FreeDiamonds,5,1,3,51,112,2,3,10,,,
965,83204,FreeDiamonds,10,1,3,51,112,2,3,10,,,
966,83215,FreeDiamonds,5,1,3,51,112,2,3,10,,,
967,83226,FreeDiamonds,5,1,3,51,112,2,3,10,,,
968,83237,FreeDiamonds,5,1,3,51,112,2,3,10,,,
969,83248,FreeDiamonds,5,1,3,51,112,2,3,10,,,
970,83259,FreeDiamonds,15,1,3,51,112,2,3,10,,,
971,83270,FreeDiamonds,5,1,3,51,112,2,3,10,,,
972,83281,FreeDiamonds,5,1,3,51,112,2,3,10,,,
973,83292,FreeDiamonds,5,1,3,51,112,2,3,10,,,
974,83303,FreeDiamonds,5,1,3,51,112,2,3,10,,,
975,83314,FreeDiamonds,10,1,3,51,112,2,3,10,,,
976,83325,FreeDiamonds,5,1,3,51,112,2,3,10,,,
977,83336,FreeDiamonds,5,1,3,51,112,2,3,10,,,
978,83347,FreeDiamonds,5,1,3,51,112,2,3,10,,,
979,83358,FreeDiamonds,5,1,3,51,112,2,3,10,,,
980,83369,FreeDiamonds,15,1,3,51,112,2,3,10,,,
981,83380,FreeDiamonds,5,1,3,51,112,2,3,10,,,
982,83391,FreeDiamonds,5,1,3,51,112,2,3,10,,,
983,83402,FreeDiamonds,5,1,3,51,112,2,3,10,,,
984,83413,FreeDiamonds,5,1,3,51,112,2,3,10,,,
985,83424,FreeDiamonds,10,1,3,51,112,2,3,10,,,
986,83435,FreeDiamonds,5,1,3,51,112,2,3,10,,,
987,83446,FreeDiamonds,5,1,3,51,112,2,3,10,,,
988,83457,FreeDiamonds,5,1,3,51,112,2,3,10,,,
989,83468,FreeDiamonds,5,1,3,51,112,2,3,10,,,
990,83479,FreeDiamonds,15,1,3,51,112,2,3,10,,,
991,83490,FreeDiamonds,5,1,3,51,112,2,3,10,,,
992,83501,FreeDiamonds,5,1,3,51,112,2,3,10,,,
993,83512,FreeDiamonds,5,1,3,51,112,2,3,10,,,
994,83523,FreeDiamonds,5,1,3,51,112,2,3,10,,,
995,83534,FreeDiamonds,10,1,3,51,112,2,3,10,,,
996,83545,FreeDiamonds,5,1,3,51,112,2,3,10,,,
997,83556,FreeDiamonds,5,1,3,51,112,2,3,10,,,
998,83567,FreeDiamonds,5,1,3,51,112,2,3,10,,,
999,83578,FreeDiamonds,5,1,3,51,112,2,3,10,,,
1000,83589,FreeDiamonds,15,1,3,51,112,2,3,10,,,
