Name,ShopIconFileName,ShopIconExportName,ShopIconAnimScale,ShopIconClipped,UnlockLevel,RepUnlockLevel,ShopOrder,FileName,ExportName,ExportNameMirror,TileWidth,TileHeight,Price,DiamondPrice,DiscountPercentage,Vouchers,VoucherCount,PriceIncrease,DoPriceIncreaseEveryNObject,ShopDescriptionTID,TID,BuySound,AttractsButterflies,BirdsLand,SpawnsBirds,SpawnsFrogs,TapSound,CanBuy,SpinWheelPrize,BuyExp,Theme,TagSpecial,TagNature,TagDeco,TagSanctuary,TagStatue,HideFromLevelUpScreen,SanctuaryAnimal,PerceivedValue,UseCase,Passable
Gift tree,,,,,1,0,,sc/decos02_seasonal.sc,gift_tree,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GIFT_TREE,,,,,,TapDecorationGeneric,,,,Christmas,TRUE,,,,TRUE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Party balloons,,,,,1,0,,sc/decos02_seasonal.sc,party_balloons,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PARTYBALLOONS,,,,,,TapDecorationGeneric,,,,NewYear,TRUE,,,,TRUE,,,,,
Party music,,,,,1,0,,sc/decos02_seasonal.sc,party_music,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PARTYMUSIC,,,,,,TapDecorationGeneric,,,,NewYear,TRUE,,,,TRUE,,,,,
Party statue,,,,,1,0,,sc/decos02_seasonal.sc,party_statue,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PARTYSTATUE,,,,,,TapDecorationGeneric,,,,NewYear,TRUE,,,,TRUE,,,,,
Party pot,,,,,1,0,,sc/decos02_seasonal.sc,party_pot,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PARTYPOT,,,,,,TapDecorationGeneric,,,,NewYear,TRUE,,,,TRUE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunar swing,,,,,1,0,,sc/decos06_farmpass.sc,fp_lunarswing,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LUNAR_SWING,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FPE,
Lovely trampoline,,,110,,1,0,,sc/decos06_farmpass.sc,fp_lovelytrampoline,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LOVELY_TRAMPOLINE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FPE,
Cherry blossom,,,,,1,0,,sc/decos06_farmpass.sc,fp_cherryblossom,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CHERRY_BLOSSOM,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FPE,
Chick surprise,,,90,,1,0,,sc/decos06_farmpass.sc,fp_chicksurprise,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CHICK_SURPRISE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FPE,
Pilot training,,,,,1,0,,sc/decos06_farmpass.sc,fp_pilottraining,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PILOT_TRAINING,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FPE,
Butterfly oasis,,,,,1,0,,sc/decos06_farmpass.sc,fp_butterflyhabitat,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BUTTERFLY_OASIS,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FPE,
Seed spitting,,,,,1,0,,sc/decos06_farmpass.sc,fp_seedspitting,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SEED_SPITTING,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FPE,
Tourist attraction,,,,,1,0,,sc/decos06_farmpass.sc,fp_touristattraction,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_TOURIST_ATTRACTION,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FPE,
Knitter chicks,,,,,1,0,,sc/decos06_farmpass.sc,fp_knitterchick,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_KNITTER_CHICKS,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FPE,
Halloween costume,,,,,1,0,,sc/decos06_farmpass.sc,fp_halloweencostumes,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_HALLOWEEN_COSTUME,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FPE,
Snow deer,,,,,1,0,,sc/decos06_farmpass.sc,fp_snowdeer,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SNOW_DEER,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FPE,
Wrapping papers,,,,,1,0,,sc/decos06_farmpass.sc,fp_wrappingpapers,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WRAPPING_PAPERS,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,FPE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunny scroll,,,,,1,0,,sc/decos02_seasonal.sc,bunnyscroll,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BUNNY_SCROLL,,,,,,TapDecorationGeneric,,,,ChineseNewYear,TRUE,,,,TRUE,,,,,
Bunny guardians,,,,,1,0,,sc/decos02_seasonal.sc,bunnyguardians,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BUNNY_GUARDIANS,,,,,,TapDecorationGeneric,,,,ChineseNewYear,TRUE,,,,TRUE,,,,,
Sky lantern pond,,,120,,1,0,,sc/decos02_seasonal.sc,bunnylantern,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SKY_LANTERN,,,,,,TapDecorationGeneric,,,,ChineseNewYear,TRUE,,,,TRUE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easter planter,,,,,1,0,,sc/decos02_seasonal.sc,easter_planter,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_EASTER_PLANTER,,,,,,TapDecorationGeneric,,,,Easter,TRUE,,,,TRUE,,,,,
Easter arch,,,,,1,0,,sc/decos02_seasonal.sc,easter_arch,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_EASTER_ARCH,,,,,,TapDecorationGeneric,,,,Easter,TRUE,,,,TRUE,,,,,
Easter balloon,,,,,1,0,,sc/decos02_seasonal.sc,easter_bunnyballoon,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_EASTER_BALLOON,,,,,,TapDecorationGeneric,,,,Easter,TRUE,,,,TRUE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valley Peru,,,,,1,0,,sc/decos07_valley.sc,valley_peru,,1,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_PERUSTATUE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley Portugal,,,,,1,0,,sc/decos07_valley.sc,valley_portugal,,1,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_PORTUGALSTATUE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley Thailand,,,,,1,0,,sc/decos07_valley.sc,valley_thailand,,1,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_THAILANDSTATUE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley Alaska,,,,,1,0,,sc/decos07_valley.sc,valley_alaska,,2,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_ALASKASTATUE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley Iceland,,,,,1,0,,sc/decos07_valley.sc,valley_iceland,,2,2,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_ICELANDSTATUE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley Marocco,,,,,1,0,,sc/decos07_valley.sc,valley_morocco,,2,2,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_MAROCCOSTATUE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley Switzerland,,,,,1,0,,sc/decos07_valley.sc,valley_switzerland,,2,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_SWITZERLANDSTATUE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley Indonesia,,,,,1,0,,sc/decos07_valley.sc,valley_indonesia,,2,2,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_INDONESIASTATUE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley Ukraine,,,,,1,0,,sc/decos07_valley.sc,valley_ukraine,,1,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_UKRAINESTATUE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley Turkey,,,,,1,0,,sc/decos07_valley.sc,valley_turkey,,1,2,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_TURKEYSTATUE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley Romania,,,,TRUE,1,0,,sc/decos07_valley.sc,valley_romania,,1,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_ROMANIASTATUE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
Valley Finland,,,,,1,0,,sc/decos07_valley.sc,valley_finland,,1,1,,999,,,,,,TID_DECO_BOARDGAME_DESCRIPTION,TID_DECO_FINLANDSTATUE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Valley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venetian gnome,,,,,1,0,,sc/decos02_seasonal.sc,venetian_gnome,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_VENETIAN_GNOME,,,,,,TapDecorationGeneric,,,,Valentines,TRUE,,,,TRUE,,,,Seasonal,
Venetian bridge,,,110,,1,0,,sc/decos02_seasonal.sc,venetian_bridge,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_VENETIAN_BRIDGE,,,,,,TapDecorationGeneric,,,,Valentines,TRUE,,,,TRUE,,,,Seasonal,
Venetian ride,,,120,,1,0,,sc/decos02_seasonal.sc,venetian_ride,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_VENETIAN_RIDE,,,,,,TapDecorationGeneric,,,,Valentines,TRUE,,,,TRUE,,,,Seasonal,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulrush,,,,,1,0,,sc/decos02_seasonal.sc,bulrush,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BULRUSH,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Lawn mover,,,,,1,0,,sc/decos02_seasonal.sc,lawn_mover,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LAWN_MOVER,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Poppy field,,,,,1,0,,sc/decos02_seasonal.sc,poppy_field,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_POPPY_FIELD,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crescent tent,,,110,,1,0,,sc/decos02_seasonal.sc,crescent_tent,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CRESCENT_TENT,,,,,,TapDecorationGeneric,,,,Ramadan,TRUE,,,,TRUE,,,,Seasonal,
Crescent swing,,,110,,1,0,,sc/decos02_seasonal.sc,crescent_swing,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CRESCENT_SWING,,,,,,TapDecorationGeneric,,,,Ramadan,TRUE,,,,TRUE,,,,Seasonal,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figureskater gnome,,,,,1,0,,sc/decos03_features.sc,figureskater_gnome,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FIGURESKATER_GNOME,,,,,,TapDecorationGeneric,,,,Christmas,TRUE,,,,TRUE,,,,Seasonal,
Curling rink,,,110,,1,0,,sc/decos03_features.sc,curling_rink,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CURLING_RINK,,,,,,TapDecorationGeneric,,,,Christmas,TRUE,,,,TRUE,,,,Seasonal,
Olympic metalists,,,,,1,0,,sc/decos03_features.sc,olympic_metalists,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_OLYMPIC_METALISTS,,,,,,TapDecorationGeneric,,,,Christmas,TRUE,,,,TRUE,,,,Seasonal,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ornament tower,,,,,1,0,,sc/decos03_features.sc,ornament_tower,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ORNAMENT_TOWER,,,,,,TapDecorationGeneric,,,,Christmas,TRUE,,,,TRUE,,,,Seasonal,
Santa’s gifts,,,,,1,0,,sc/decos03_features.sc,santas_gifts,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SANTAS_GIFTS,,,,,,TapDecorationGeneric,,,,Christmas,TRUE,,,,TRUE,,,,Seasonal,
Tree market,,,,,1,0,,sc/decos03_features.sc,tree_market,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_TREE_MARKET,,,,,,TapDecorationGeneric,,,,Christmas,TRUE,,,,TRUE,,,,Seasonal,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venetian masks,,,110,,1,0,,sc/decos02_seasonal.sc,venetian_masks,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_VENETIAN_MASKS,,,,,,TapDecorationGeneric,,,,Valentines,TRUE,,,,TRUE,,,,Seasonal,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow lights,,,,,1,0,,sc/decos02_seasonal.sc,rainbow_candles,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_RAINBOW_LIGHTS,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Rainbow umbrellas,,,,,1,0,,sc/decos02_seasonal.sc,rainbow_umbrellas,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_RAINBOW_UMBRELLAS,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Rainbow tent,,,,,1,0,,sc/decos02_seasonal.sc,rainbow_tent,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_RAINBOW_TENT,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese lantern flower,,,,,1,0,,sc/decos03_features.sc,chinese_lantern_flower,,1,1,4500,,,,,500,1,TID_SANCTUARYDECO_DESC,TID_DECO_CHINESE_LANTERN_FLOWERS,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,Meerkat1,,,
Grassy rock,,,,,1,0,,sc/decos03_features.sc,grassy_rocks,,2,1,,,,Voucher1,5,,,TID_SANCTUARYDECO_DESC,TID_DECO_GRASSY_ROCK,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,Meerkat2,,,
,,,,,,,,,,,,,,,,Voucher3,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crafts corner,,,110,,1,0,,sc/decos03_features.sc,crafts_corner,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CRAFTS_CORNER,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Expansion,
Ruins,,,,,1,0,,sc/decos03_features.sc,ruins,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_RUINS,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Expansion,
Weeping willow,,,,,1,0,,sc/decos03_features.sc,weeping_willow,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WEEPING_WILLOW,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Expansion,
Weeping cherry,,,,,1,0,,sc/decos03_features.sc,weeping_cherry,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WEEPING_CHERRY,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Expansion,
Blue spruce m,,,,,1,0,,sc/decos03_features.sc,blue_spruce,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BLUE_SPRUCE2,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Expansion,
Angel trumpet,,,,,1,0,,sc/decos03_features.sc,angel_trumpet,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ANGEL_TRUMPET,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Expansion,
Blue spruce s,,,90,,1,0,,sc/decos03_features.sc,blue_spruce2,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BLUE_SPRUCE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Expansion,
Blue spruce l,,,,,1,0,,sc/decos03_features.sc,blue_spruce3,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BLUE_SPRUCE3,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Expansion,
Small weeping willow,,,90,,1,0,,sc/decos03_features.sc,weeping_willow_small,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WEEPING_WILLOW_SMALL,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Expansion,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jockeys corner,,,,,1,0,,sc/decos03_features.sc,jockeys_corner,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_JOCKEYS_CORNER,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Derby,
Starting gates,,,,,1,0,,sc/decos03_features.sc,starting_gate,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_STARTING_GATES,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Derby,
Race winner,,,,,1,0,,sc/decos03_features.sc,race_winner,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_RACE_WINNER,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Derby,
Spectators stand,,,,,1,0,,sc/decos03_features.sc,spectators_stand,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SPECTATORS_STAND,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Derby,
Horsecare area,,,,,1,0,,sc/decos03_features.sc,horsecare_area,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_HORSECARE_AREA,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Derby,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Park bench,,,,,1,0,,sc/decos02_seasonal.sc,park_bench,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PARK_BENCH,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Park fountain,,,120,,1,0,,sc/decos02_seasonal.sc,park_fountain,,3,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PARK_FOUNTAIN,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird watchtower,,,,,1,0,,sc/decos02_seasonal.sc,bird_watchtower,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BIRD_WATCHTOWER,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Yard swing,,,,,1,0,,sc/decos02_seasonal.sc,yard_swing,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_YARD_SWING,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Root cellar,,,,,1,0,,sc/decos02_seasonal.sc,root_cellar,,3,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ROOT_CELLAR,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Awarded roses,,,,,1,0,,sc/decos01_generic.sc,awarded_roses,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_AWARDED_ROSES,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Trellis garden,,,,,1,0,,sc/decos01_generic.sc,trellis_garden,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_TRELLIS_GARDEN,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Cloth rack,,,,,1,0,,sc/decos03_features.sc,drying_rack,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CLOTHES_DRYER,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Festive stage,,,,,1,0,,sc/decos03_features.sc,festive_stage,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FESTIVE_STAGE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Spring bench,,,120,,1,0,,sc/decos02_seasonal.sc,spring_bench,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SPRING_BENCH,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Duck pond,,,110,,1,0,,sc/decos02_seasonal.sc,duck_pond,,4,4,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_DUCK_POND,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropical paperlantern,,,,,1,0,,sc/decos02_seasonal.sc,tropical_paperlantern,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_TROPICAL_PAPERLANTERN,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Tropical flamingo,,,,,1,0,,sc/decos02_seasonal.sc,tropical_flamingo,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_TROPICAL_FLAMINGO,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Tropical bench,,,110,,1,0,,sc/decos02_seasonal.sc,tropical_bench,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_TROPICAL_BENCH,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Tropical stand,,,,,1,0,,sc/decos02_seasonal.sc,tropical_stand,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_TROPICAL_STAND,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Tropical picnic,,,,,1,0,,sc/decos02_seasonal.sc,tropical_picnic,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_TROPICAL_PICNIC,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flying goat,,,110,,1,0,,sc/decos02_seasonal.sc,flying_goat,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FLYING_GOAT,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Hit or miss,,,115,,1,0,,sc/decos02_seasonal.sc,hit_or_miss1,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_POPPING_BALLOONS,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Balloon popping,,,115,,1,0,,sc/decos02_seasonal.sc,hit_or_miss2,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_HIT_OR_MISS,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
Fitting room,,,,,1,0,,sc/decos02_seasonal.sc,changing_room,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FITTING_ROOM,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunny surprise,,,,,1,0,,sc/decos02_seasonal.sc,bunny_surprise,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BUNNY_SURPRISE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Events,
Bunny springer,,,90,,1,0,,sc/decos02_seasonal.sc,bunny_springer,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BUNNY_SPRINGER,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Events,
Carved bunny,,,,,1,0,,sc/decos02_seasonal.sc,carved_bunny,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CARVED_BUNNY,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Events,
Easter egg hunt,,,,,1,0,,sc/decos02_seasonal.sc,easteregg_hunt,,3,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_EGG_HUNT,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Events,
Bunny bouncy,,,120,,1,0,,sc/decos02_seasonal.sc,bunny_bouncy,,3,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BUNNY_BOUNCY,,,,,,TapDecorationGeneric,,,,,TRUE,,,,TRUE,,,,Events,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
