Name,ExportName,CurrencyInUSD,Diamonds,TID,Enabled,TLOPackage,RED,ChronosPackage,SpecialPackage,SCIDStore,PremiumPass,DecoReward,DecoAmount,BigButton,BoosterRandomAmount,BoosterRandomMinStars,Booster5StarAmount,StarterPackage,StarterPackageReward,Comment,ExtraDiamonds,FirstTimeOffer,DontShowInShop
com.supercell.soil.bundle_8499,icon_diamonds_trunk,8499,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_8799,icon_diamonds_trunk,8799,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_8999,icon_diamonds_trunk,8999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_9299,icon_diamonds_trunk,9299,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_9499,icon_diamonds_trunk,9499,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_9799,icon_diamonds_trunk,9799,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_9999,icon_diamonds_trunk,9999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_10499,icon_diamonds_trunk,10499,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_10999,icon_diamonds_trunk,10999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_11499,icon_diamonds_trunk,11499,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_11999,icon_diamonds_trunk,11999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_12499,icon_diamonds_trunk,12499,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_12999,icon_diamonds_trunk,12999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_13499,icon_diamonds_trunk,13499,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_13999,icon_diamonds_trunk,13999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_14499,icon_diamonds_trunk,14499,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_14999,icon_diamonds_trunk,14999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_15999,icon_diamonds_trunk,15999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_16999,icon_diamonds_trunk,16999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_17999,icon_diamonds_trunk,17999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_18999,icon_diamonds_trunk,18999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_19999,icon_diamonds_trunk,19999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_20999,icon_diamonds_trunk,20999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_21999,icon_diamonds_trunk,21999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_22999,icon_diamonds_trunk,22999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.bundle_23999,icon_diamonds_trunk,23999,0,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.farmpass_149,icon_diamonds_chest,149,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass_249,icon_diamonds_chest,249,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass_349,icon_diamonds_chest,349,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass_449,icon_diamonds_chest,449,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass_549,icon_diamonds_chest,549,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass_649,icon_diamonds_chest,649,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpassbundle_all_899,icon_diamonds_chest,899,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpassbundle_all_849,icon_diamonds_chest,849,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpassbundle_all_799,icon_diamonds_chest,799,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpassbundle_all_699,icon_diamonds_chest,699,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpassbundle_all_599,icon_diamonds_chest,599,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpassbundle_all_499,icon_diamonds_chest,499,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpassbundle_all_399,icon_diamonds_chest,399,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpassbundle2_3_399,icon_diamonds_chest,349,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpassbundle2_3_299,icon_diamonds_chest,299,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpassbundle2_3_199,icon_diamonds_chest,199,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass3_199,icon_diamonds_chest,199,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass3_249,icon_diamonds_chest,249,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass3_349,icon_diamonds_chest,349,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass2_299,icon_diamonds_chest,299,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass2_199,icon_diamonds_chest,199,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass2_149,icon_diamonds_chest,149,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass2_099,icon_diamonds_chest,99,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.diamondpackage1_t90,icon_diamonds_pile,179,50,TID_DIAMOND_PACK_1,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage2_t90,icon_diamonds_bag,449,130,TID_DIAMOND_PACK_2,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage3_t90,icon_diamonds_sack,899,275,TID_DIAMOND_PACK_3,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage4_t90,icon_diamonds_box,1799,570,TID_DIAMOND_PACK_4,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage5_t90,icon_diamonds_chest,3599,1500,TID_DIAMOND_PACK_5,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage6_t90,icon_diamonds_trunk,8999,4000,TID_DIAMOND_PACK_6,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage1_t80,icon_diamonds_pile,159,50,TID_DIAMOND_PACK_1,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage2_t80,icon_diamonds_bag,399,130,TID_DIAMOND_PACK_2,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage3_t80,icon_diamonds_sack,799,275,TID_DIAMOND_PACK_3,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage4_t80,icon_diamonds_box,1599,570,TID_DIAMOND_PACK_4,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage5_t80,icon_diamonds_chest,3199,1500,TID_DIAMOND_PACK_5,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage6_t80,icon_diamonds_trunk,7999,4000,TID_DIAMOND_PACK_6,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage1_t70,icon_diamonds_pile,139,50,TID_DIAMOND_PACK_1,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage2_t70,icon_diamonds_bag,349,130,TID_DIAMOND_PACK_2,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage3_t70,icon_diamonds_sack,699,275,TID_DIAMOND_PACK_3,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage4_t70,icon_diamonds_box,1399,570,TID_DIAMOND_PACK_4,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage5_t70,icon_diamonds_chest,2799,1500,TID_DIAMOND_PACK_5,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage6_t70,icon_diamonds_trunk,6999,4000,TID_DIAMOND_PACK_6,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage1_t60,icon_diamonds_pile,119,50,TID_DIAMOND_PACK_1,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage2_t60,icon_diamonds_bag,299,130,TID_DIAMOND_PACK_2,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage3_t60,icon_diamonds_sack,599,275,TID_DIAMOND_PACK_3,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage4_t60,icon_diamonds_box,1199,570,TID_DIAMOND_PACK_4,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage5_t60,icon_diamonds_chest,2399,1500,TID_DIAMOND_PACK_5,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage6_t60,icon_diamonds_trunk,5999,4000,TID_DIAMOND_PACK_6,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage1_t50,icon_diamonds_pile,99,50,TID_DIAMOND_PACK_1,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage2_t50,icon_diamonds_bag,249,130,TID_DIAMOND_PACK_2,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage3_t50,icon_diamonds_sack,499,275,TID_DIAMOND_PACK_3,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage4_t50,icon_diamonds_box,999,570,TID_DIAMOND_PACK_4,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage5_t50,icon_diamonds_chest,1999,1500,TID_DIAMOND_PACK_5,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage6_t50,icon_diamonds_trunk,4999,4000,TID_DIAMOND_PACK_6,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage1_t40,icon_diamonds_pile,79,50,TID_DIAMOND_PACK_1,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage2_t40,icon_diamonds_bag,199,130,TID_DIAMOND_PACK_2,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage3_t40,icon_diamonds_sack,399,275,TID_DIAMOND_PACK_3,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage4_t40,icon_diamonds_box,799,570,TID_DIAMOND_PACK_4,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage5_t40,icon_diamonds_chest,1599,1500,TID_DIAMOND_PACK_5,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage6_t40,icon_diamonds_trunk,3999,4000,TID_DIAMOND_PACK_6,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage1_t30,icon_diamonds_pile,59,50,TID_DIAMOND_PACK_1,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage2_t30,icon_diamonds_bag,149,130,TID_DIAMOND_PACK_2,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage3_t30,icon_diamonds_sack,299,275,TID_DIAMOND_PACK_3,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage4_t30,icon_diamonds_box,599,570,TID_DIAMOND_PACK_4,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage5_t30,icon_diamonds_chest,1199,1500,TID_DIAMOND_PACK_5,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage6_t30,icon_diamonds_trunk,2999,4000,TID_DIAMOND_PACK_6,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage1_t110,icon_diamonds_pile,219,50,TID_DIAMOND_PACK_1,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage2_t110,icon_diamonds_bag,549,130,TID_DIAMOND_PACK_2,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage3_t110,icon_diamonds_sack,1099,275,TID_DIAMOND_PACK_3,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage4_t110,icon_diamonds_box,2199,570,TID_DIAMOND_PACK_4,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage5_t110,icon_diamonds_chest,4399,1500,TID_DIAMOND_PACK_5,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage6_t110,icon_diamonds_trunk,10999,4000,TID_DIAMOND_PACK_6,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage1_t120,icon_diamonds_pile,239,50,TID_DIAMOND_PACK_1,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage2_t120,icon_diamonds_bag,599,130,TID_DIAMOND_PACK_2,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage3_t120,icon_diamonds_sack,1199,275,TID_DIAMOND_PACK_3,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage4_t120,icon_diamonds_box,2399,570,TID_DIAMOND_PACK_4,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage5_t120,icon_diamonds_chest,4799,1500,TID_DIAMOND_PACK_5,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.diamondpackage6_t120,icon_diamonds_trunk,11999,4000,TID_DIAMOND_PACK_6,True,,,,,,,,,,,,,,,,,,True
com.supercell.soil.farmpassbundle2_3_549,icon_diamonds_chest,549,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,TRUE
com.supercell.soil.farmpassbundle2_3_449,icon_diamonds_chest,449,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,TRUE
com.supercell.soil.farmpass3_269,icon_diamonds_chest,269,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass3_229,icon_diamonds_chest,229,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass3_169,icon_diamonds_chest,169,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass3_139,icon_diamonds_chest,139,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass3_99,icon_diamonds_chest,99,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass2_349,icon_diamonds_chest,349,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass2_249,icon_diamonds_chest,249,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass2_129,icon_diamonds_chest,129,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.farmpass2_449,icon_diamonds_chest,129,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
