Name,TaskType,SubTaskType,TID,DescriptionTID,IconTooltipTID,ExportName,SubTaskIcon,MinRequiredQuantity,MaxRequiredQuantity,Deprecated,MinXPLevelForSpawn,SpawnProbabilityWeightLeague1,SpawnProbabilityWeightLeague2,SpawnProbabilityWeightLeague3,SpawnProbabilityWeightLeague4,SpawnProbabilityWeightLeague5,MinEventTimeMinLeftForSpawn,TaskParam1,TaskParam2,TaskParam3,MinRewardNeighborhoodPoints,MaxRewardNeighborhoodPoints,MinTaskDurationMin,MaxTaskDurationMin,CooldownIntervalSeconds,AdminCooldownIntervalSeconds,InstantCompleteCooldown,MinRepLevelForSpawn,TaskTags
,,,,,,,,,,,,,,,,,,CollectGoodHardHot Dog,,,590,590,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHot Dog,,,600,600,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHot Dog,,,610,610,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHot Dog,,,620,620,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHot Dog,,,630,630,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHot Dog,,,640,640,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHot Dog,,,650,650,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHot Dog,,,660,660,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHot Dog,,,670,670,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHot Dog,,,680,680,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHot Dog,,,690,690,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHot Dog,,,700,700,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHot Dog,,,710,710,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardHot Dog,,,720,720,,,,,,,
HotPotatoTask_OrangeTea_EVENT_ONLY,HotPotato,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,320,320,4320,4320,1800,1800,5,,HotPotato;CollectGood;HotPotatoEventNoLimit
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,350,350,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,375,375,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,400,400,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,425,425,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,450,450,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,475,475,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,500,500,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,510,510,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,520,520,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,530,530,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,540,540,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,550,550,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,560,560,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,570,570,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,580,580,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,590,590,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,600,600,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,610,610,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,620,620,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,630,630,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,640,640,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,650,650,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,660,660,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,670,670,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,680,680,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,690,690,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,700,700,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,710,710,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardOrange Tea,,,720,720,,,,,,,
HotPotatoTask_LobsterSkewer_EVENT_ONLY,HotPotato,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,320,320,4320,4320,1800,1800,5,,HotPotato;CollectGood;HotPotatoEventNoLimit
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,350,350,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,375,375,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,400,400,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,425,425,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,450,450,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,475,475,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,500,500,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,510,510,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,520,520,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,530,530,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,540,540,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,550,550,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,560,560,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,570,570,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,580,580,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,590,590,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,600,600,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,610,610,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,620,620,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,630,630,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,640,640,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,650,650,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,660,660,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,670,670,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,680,680,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,690,690,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,700,700,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,710,710,,,,,,,
,,,,,,,,,,,,,,,,,,CollectGoodHardLobster Skewer,,,720,720,,,,,,,
HotPotatoTask_ComboOrders_EVENT_ONLY,HotPotato,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,320,320,4320,4320,1800,1800,5,,HotPotato;Combo;HotPotatoEventNoLimit
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,350,350,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,375,375,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,400,400,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,425,425,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,450,450,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,475,475,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,500,500,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,510,510,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,520,520,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,530,530,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,540,540,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,550,550,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,560,560,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,570,570,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,580,580,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,590,590,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,600,600,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,610,610,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,620,620,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,630,630,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,640,640,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,650,650,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,660,660,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,670,670,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,680,680,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,690,690,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,700,700,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,710,710,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Orders_320,,,720,720,,,,,,,
HotPotatoTask_ComboPicnic_EVENT_ONLY,HotPotato,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,320,320,4320,4320,1800,1800,5,,HotPotato;Combo;HotPotatoEventNoLimit
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,350,350,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,375,375,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,400,400,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,425,425,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,450,450,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,475,475,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,500,500,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,510,510,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,520,520,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,530,530,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,540,540,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,550,550,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,560,560,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,570,570,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,580,580,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,590,590,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,600,600,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,610,610,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,620,620,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,630,630,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,640,640,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,650,650,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,660,660,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,670,670,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,680,680,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,690,690,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,700,700,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,710,710,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Picnic_320,,,720,720,,,,,,,
HotPotatoTask_ComboBuddies_EVENT_ONLY,HotPotato,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,320,320,4320,4320,1800,1800,5,,HotPotato;Combo;HotPotatoEventNoLimit
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,350,350,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,375,375,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,400,400,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,425,425,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,450,450,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,475,475,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,500,500,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,510,510,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,520,520,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,530,530,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,540,540,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,550,550,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,560,560,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,570,570,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,580,580,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,590,590,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,600,600,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,610,610,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,620,620,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,630,630,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,640,640,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,650,650,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,660,660,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,670,670,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,680,680,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,690,690,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,700,700,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,710,710,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Buddies_320,,,720,720,,,,,,,
HotPotatoTask_ComboAngler_EVENT_ONLY,HotPotato,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,320,320,4320,4320,1800,1800,5,,HotPotato;Combo;HotPotatoEventNoLimit
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,350,350,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,375,375,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,400,400,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,425,425,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,450,450,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,475,475,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,500,500,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,510,510,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,520,520,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,530,530,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,540,540,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,550,550,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,560,560,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,570,570,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,580,580,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,590,590,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,600,600,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,610,610,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,620,620,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,630,630,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,640,640,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,650,650,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,660,660,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,670,670,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,680,680,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,690,690,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,700,700,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,710,710,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Angler_320,,,720,720,,,,,,,
HotPotatoTask_ComboBrunch_EVENT_ONLY,HotPotato,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,320,320,4320,4320,1800,1800,5,,HotPotato;Combo;HotPotatoEventNoLimit
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,350,350,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,375,375,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,400,400,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,425,425,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,450,450,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,475,475,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,500,500,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,510,510,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,520,520,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,530,530,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,540,540,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,550,550,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,560,560,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,570,570,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,580,580,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,590,590,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,600,600,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,610,610,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,620,620,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,630,630,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,640,640,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,650,650,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,660,660,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,670,670,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,680,680,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,690,690,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,700,700,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,710,710,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Brunch_320,,,720,720,,,,,,,
HotPotatoTask_ComboChilly_EVENT_ONLY,HotPotato,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,320,320,4320,4320,1800,1800,5,,HotPotato;Combo;HotPotatoEventNoLimit
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,350,350,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,375,375,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,400,400,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,425,425,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,450,450,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,475,475,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,500,500,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,510,510,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,520,520,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,530,530,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,540,540,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,550,550,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,560,560,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,570,570,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,580,580,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,590,590,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,600,600,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,610,610,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,620,620,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,630,630,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,640,640,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,650,650,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,660,660,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,670,670,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,680,680,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,690,690,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,700,700,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,710,710,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Chilly_320,,,720,720,,,,,,,
HotPotatoTask_ComboWarm_EVENT_ONLY,HotPotato,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,320,320,4320,4320,1800,1800,5,,HotPotato;Combo;HotPotatoEventNoLimit
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,350,350,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,375,375,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,400,400,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,425,425,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,450,450,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,475,475,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,500,500,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,510,510,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,520,520,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,530,530,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,540,540,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,550,550,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,560,560,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,570,570,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,580,580,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,590,590,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,600,600,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,610,610,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,620,620,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,630,630,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,640,640,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,650,650,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,660,660,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,670,670,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,680,680,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,690,690,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,700,700,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,710,710,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Warm_320,,,720,720,,,,,,,
HotPotatoTask_ComboSpa_EVENT_ONLY,HotPotato,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,320,320,4320,4320,1800,1800,5,,HotPotato;Combo;HotPotatoEventNoLimit
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,350,350,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,375,375,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,400,400,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,425,425,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,450,450,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,475,475,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,500,500,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,510,510,,,,,,,
,,,,,,,,,,,,,,,,,,ComboTask_Spa_320,,,520,520,,,,,,,
