Name,FileNames,MinVolume,MaxVolume,MinPitch,MaxPitch,FileNameLite,MinVolumeLite,MaxVolumeLite,FadeOutRadius,MaxVolumeRadius,IsMusic
UnwrappedBuildingsCardFlipSuccess,audio/sfx/ogg/wrapped/unwrapped_buildings_cardflip_success_01.ogg,65,65,100,100,,,,,,
,audio/sfx/ogg/wrapped/unwrapped_buildings_cardflip_success_02.ogg,65,65,100,100,,,,,,
UnwrappedBuildingsCardFlipSuccessFinal,audio/sfx/ogg/wrapped/unwrapped_buildings_cardflip_successfinal.ogg,65,65,100,100,,,,,,
UnwrappedBuildingsCardFlipWrong,audio/sfx/ogg/wrapped/unwrapped_buildings_cardflip_wrong_01.ogg,65,65,90,110,,,,,,
UnwrappedCardWipe,audio/sfx/ogg/wrapped/unwrapped_card_wipe.ogg,65,65,90,110,,,,,,
UnwrappedScarecrowCreak,audio/sfx/ogg/wrapped/unwrapped_scarecrow_creak_01.ogg,65,65,90,110,,,,,,
,audio/sfx/ogg/wrapped/unwrapped_scarecrow_creak_02.ogg,65,65,90,110,,,,,,
,audio/sfx/ogg/wrapped/unwrapped_scarecrow_creak_03.ogg,65,65,90,110,,,,,,
UnwrappedDecoratingPinata,audio/sfx/ogg/wrapped/unwrapped_decorating_pinata.ogg,65,65,90,110,,,,,,
UnwrappedDecoratingTabPull,audio/sfx/ogg/wrapped/unwrapped_decorating_tabpull.ogg,65,65,100,100,,,,,,
UnwrappedDerbyRevealHorse1,audio/sfx/ogg/wrapped/unwrapped_derbiesleague_revealhorse_01.ogg,65,65,100,100,,,,,,
UnwrappedDerbyRevealHorse2,audio/sfx/ogg/wrapped/unwrapped_derbiesleague_revealhorse_02.ogg,65,65,100,100,,,,,,
UnwrappedFriendsGoatBleat,audio/sfx/ogg/wrapped/unwrapped_friends_goat_01.ogg,65,65,90,110,,,,,,
,audio/sfx/ogg/wrapped/unwrapped_friends_goat_02.ogg,65,65,90,110,,,,,,
UnwrappedFriendsGoatBellSwing,audio/sfx/ogg/wrapped/unwrapped_friends_goat_bell_01.ogg,65,65,90,110,,,,,,
,audio/sfx/ogg/wrapped/unwrapped_friends_goat_bell_02.ogg,65,65,90,110,,,,,,
UnwrappedFriendsLabel1,audio/sfx/ogg/wrapped/unwrapped_labelreveal_label_01.ogg,65,65,100,100,,,,,,
UnwrappedFriendsLabel2,audio/sfx/ogg/wrapped/unwrapped_labelreveal_label_02.ogg,65,65,100,100,,,,,,
UnwrappedFriendsLabel3,audio/sfx/ogg/wrapped/unwrapped_labelreveal_label_03.ogg,65,65,100,100,,,,,,
UnwrappedFriendsLabel4,audio/sfx/ogg/wrapped/unwrapped_labelreveal_label_04.ogg,65,65,100,100,,,,,,
UnwrappedYearsTabLeft,audio/sfx/ogg/wrapped/unwrapped_yearsplayed_tabpull_01.ogg,65,65,90,110,,,,,,
UnwrappedYearsTabMiddle,audio/sfx/ogg/wrapped/unwrapped_yearsplayed_tabpull_02.ogg,65,65,90,110,,,,,,
UnwrappedYearsTabRight,audio/sfx/ogg/wrapped/unwrapped_yearsplayed_tabpull_03.ogg,65,65,90,110,,,,,,
UnwrappedYouAreAmbitious,audio/sfx/ogg/wrapped/unwrapped_youarea_ambitious.ogg,65,65,90,110,,,,,,
UnwrappedYouAreDevoted,audio/sfx/ogg/wrapped/unwrapped_youarea_devoted.ogg,65,65,90,110,,,,,,
UnwrappedYouAreHarmonious,audio/sfx/ogg/wrapped/unwrapped_youarea_harmonious.ogg,65,65,90,110,,,,,,
UnwrappedYouAreLifelong,audio/sfx/ogg/wrapped/unwrapped_youarea_lifelong.ogg,65,65,90,110,,,,,,
UnwrappedYouAreNew,audio/sfx/ogg/wrapped/unwrapped_youarea_new.ogg,65,65,90,110,,,,,,
UnwrappedYouAreOldFriend,audio/sfx/ogg/wrapped/unwrapped_youarea_oldfriend.ogg,65,65,90,110,,,,,,
UnwrappedYouAreRelaxed,audio/sfx/ogg/wrapped/unwrapped_youarea_relaxed.ogg,65,65,90,110,,,,,,
UnwrappedYouAreStylist,audio/sfx/ogg/wrapped/unwrapped_youarea_stylist.ogg,65,65,90,110,,,,,,
UnwrappedCropCarrotTap,audio/sfx/ogg/wrapped/unwrapped_crops_carrot_up_01.ogg,65,65,90,110,,,,,,
,audio/sfx/ogg/wrapped/unwrapped_crops_carrot_up_02.ogg,65,65,90,110,,,,,,
UnwrappedCropCornTap,audio/sfx/ogg/wrapped/unwrapped_crops_corn_up_01.ogg,65,65,90,110,,,,,,
,audio/sfx/ogg/wrapped/unwrapped_crops_corn_up_02.ogg,65,65,90,110,,,,,,
UnwrappedCropLavendarTap,audio/sfx/ogg/wrapped/unwrapped_crops_lavendar_up_01.ogg,65,65,90,110,,,,,,
,audio/sfx/ogg/wrapped/unwrapped_crops_lavendar_up_02.ogg,65,65,90,110,,,,,,
UnwrappedCropAnyFall,audio/sfx/ogg/wrapped/unwrapped_crops_fall_01.ogg,65,65,90,110,,,,,,
,audio/sfx/ogg/wrapped/unwrapped_crops_fall_02.ogg,65,65,90,110,,,,,,
,audio/sfx/ogg/wrapped/unwrapped_crops_fall_03.ogg,65,65,90,110,,,,,,
UnwrappedEnvelopeAppear,audio/sfx/ogg/wrapped/unwrapped_envelope_appear.ogg,65,65,100,100,,,,,,
UnwrappedEnvelopeOpen,audio/sfx/ogg/wrapped/unwrapped_envelope_open.ogg,65,65,100,100,,,,,,
CapybaraIdle,audio/sfx/ogg/capybara_idle01.ogg,22,30,98,104,,,,1,10,
,audio/sfx/ogg/capybara_idle02.ogg,22,30,98,104,,,,1,10,
,audio/sfx/ogg/capybara_idle03.ogg,22,30,98,104,,,,1,10,
,audio/sfx/ogg/capybara_idle04.ogg,22,30,98,104,,,,1,10,
CapybaraTap,audio/sfx/ogg/capybara_tap.ogg,25,25,96,104,,,,2,10,
UnwrappedCandleSpinner,audio/sfx/ogg/wrapped/unwrapped_candle_spinner.ogg,65,65,100,100,,,,,,
UnwrappedTickerScroll,audio/sfx/ogg/wrapped/unwrapped_ticker_scroll.ogg,35,35,100,100,,,,,,
