Name,BillingPackage,Tier
,com.supercell.soil.diamondpackage2_t70,70
,com.supercell.soil.diamondpackage2_t60,60
,com.supercell.soil.diamondpackage2_t50,50
,com.supercell.soil.diamondpackage2_t40,40
,com.supercell.soil.diamondpackage2_t30,30
DiamondPack3,com.supercell.soil.diamondpackage3_t120,130
,com.supercell.soil.diamondpackage3_t120,120
,com.supercell.soil.diamondpackage3_t110,110
,com.supercell.soil.diamondpackage3,100
,com.supercell.soil.diamondpackage3_t90,90
,com.supercell.soil.diamondpackage3_t80,80
,com.supercell.soil.diamondpackage3_t70,70
,com.supercell.soil.diamondpackage3_t60,60
,com.supercell.soil.diamondpackage3_t50,50
,com.supercell.soil.diamondpackage3_t40,40
,com.supercell.soil.diamondpackage3_t30,30
DiamondPack4,com.supercell.soil.diamondpackage4_t120,130
,com.supercell.soil.diamondpackage4_t120,120
,com.supercell.soil.diamondpackage4_t110,110
,com.supercell.soil.diamondpackage4,100
,com.supercell.soil.diamondpackage4_t90,90
,com.supercell.soil.diamondpackage4_t80,80
,com.supercell.soil.diamondpackage4_t70,70
,com.supercell.soil.diamondpackage4_t60,60
,com.supercell.soil.diamondpackage4_t50,50
,com.supercell.soil.diamondpackage4_t40,40
,com.supercell.soil.diamondpackage4_t30,30
DiamondPack5,com.supercell.soil.diamondpackage5_t120,130
,com.supercell.soil.diamondpackage5_t120,120
,com.supercell.soil.diamondpackage5_t110,110
,com.supercell.soil.diamondpackage5,100
,com.supercell.soil.diamondpackage5_t90,90
,com.supercell.soil.diamondpackage5_t80,80
,com.supercell.soil.diamondpackage5_t70,70
,com.supercell.soil.diamondpackage5_t60,60
,com.supercell.soil.diamondpackage5_t50,50
,com.supercell.soil.diamondpackage5_t40,40
,com.supercell.soil.diamondpackage5_t30,30
DiamondPack6,com.supercell.soil.diamondpackage6_t120,130
,com.supercell.soil.diamondpackage6_t120,120
,com.supercell.soil.diamondpackage6_t110,110
,com.supercell.soil.diamondpackage6,100
,com.supercell.soil.diamondpackage6_t90,90
,com.supercell.soil.diamondpackage6_t80,80
,com.supercell.soil.diamondpackage6_t70,70
,com.supercell.soil.diamondpackage6_t60,60
,com.supercell.soil.diamondpackage6_t50,50
,com.supercell.soil.diamondpackage6_t40,40
,com.supercell.soil.diamondpackage6_t30,30
CashPack1,com.supercell.soil.cashpackage1_t120,130
,com.supercell.soil.cashpackage1_t120,120
,com.supercell.soil.cashpackage1_t110,110
,com.supercell.soil.cashpackage1,100
,com.supercell.soil.cashpackage1_t90,90
,com.supercell.soil.cashpackage1_t80,80
,com.supercell.soil.cashpackage1_t70,70
,com.supercell.soil.cashpackage1_t60,60
,com.supercell.soil.cashpackage1_t50,50
,com.supercell.soil.cashpackage1_t40,40
,com.supercell.soil.cashpackage1_t30,30
CashPack2,com.supercell.soil.cashpackage2_t120,130
,com.supercell.soil.cashpackage2_t120,120
,com.supercell.soil.cashpackage2_t110,110
,com.supercell.soil.cashpackage2,100
,com.supercell.soil.cashpackage2_t90,90
,com.supercell.soil.cashpackage2_t80,80
,com.supercell.soil.cashpackage2_t70,70
,com.supercell.soil.cashpackage2_t60,60
,com.supercell.soil.cashpackage2_t50,50
,com.supercell.soil.cashpackage2_t40,40
,com.supercell.soil.cashpackage2_t30,30
CashPack3,com.supercell.soil.cashpackage3_t120,130
,com.supercell.soil.cashpackage3_t120,120
,com.supercell.soil.cashpackage3_t110,110
,com.supercell.soil.cashpackage3,100
,com.supercell.soil.cashpackage3_t90,90
,com.supercell.soil.cashpackage3_t80,80
,com.supercell.soil.cashpackage3_t70,70
,com.supercell.soil.cashpackage3_t60,60
,com.supercell.soil.cashpackage3_t50,50
,com.supercell.soil.cashpackage3_t40,40
,com.supercell.soil.cashpackage3_t30,30
CashPack4,com.supercell.soil.cashpackage4_t120,130
,com.supercell.soil.cashpackage4_t120,120
,com.supercell.soil.cashpackage4_t110,110
,com.supercell.soil.cashpackage4,100
,com.supercell.soil.cashpackage4_t90,90
,com.supercell.soil.cashpackage4_t80,80
,com.supercell.soil.cashpackage4_t70,70
,com.supercell.soil.cashpackage4_t60,60
,com.supercell.soil.cashpackage4_t50,50
,com.supercell.soil.cashpackage4_t40,40
,com.supercell.soil.cashpackage4_t30,30
CashPack5,com.supercell.soil.cashpackage5_t120,130
,com.supercell.soil.cashpackage5_t120,120
,com.supercell.soil.cashpackage5_t110,110
,com.supercell.soil.cashpackage5,100
,com.supercell.soil.cashpackage5_t90,90
,com.supercell.soil.cashpackage5_t80,80
,com.supercell.soil.cashpackage5_t70,70
,com.supercell.soil.cashpackage5_t60,60
,com.supercell.soil.cashpackage5_t50,50
,com.supercell.soil.cashpackage5_t40,40
,com.supercell.soil.cashpackage5_t30,30
CashPack6,com.supercell.soil.cashpackage6_t120,130
,com.supercell.soil.cashpackage6_t120,120
,com.supercell.soil.cashpackage6_t110,110
,com.supercell.soil.cashpackage6,100
,com.supercell.soil.cashpackage6_t90,90
,com.supercell.soil.cashpackage6_t80,80
,com.supercell.soil.cashpackage6_t70,70
,com.supercell.soil.cashpackage6_t60,60
,com.supercell.soil.cashpackage6_t50,50
,com.supercell.soil.cashpackage6_t40,40
,com.supercell.soil.cashpackage6_t30,30
