TID,CH
TID_BASE_ORIGINAL_GREENBRIGHT,橄榄色木板
TID_BASE_BUNTING_RED,红色彩旗
TID_BASE_BUNTING_PINK,粉色彩旗
TID_BASE_BUNTING_YELLOWNBLUE,鲜亮彩旗
TID_BASE_BUNTING_BLUE,蓝色彩旗
TID_BASE_TILES02_CHECK_ORANGE,橙色格纹
TID_BASE_TILES02_CHECK_BROWN,棕色格纹
TID_BASE_TILES02_CHECK_DARKBLUE,海军蓝格纹
TID_BASE_TILES02_CHECK_BLUENWHITE,蓝色格纹
TID_BASE_TILES02_CHECK_GREENNGREEN,绿色格纹
TID_BASE_WOODNSTRAW_YELLOW,黄色稻草
TID_BASE_WOODNSTRAW_DARK,枯黄稻草
TID_BASE_WOODNSTRAW_GREEN,新鲜稻草
TID_BASE_TILES03_STONES_ORIGINAL,石板砖
TID_BASE_TILES01_PLAIN_PURPLE,魔力红地砖
TID_BASE_TILES01_PLAIN_WHITE,白色地砖
TID_BASE_TILES01_PLAIN_MOODYBLUE,蓝色地砖
TID_BASE_TILES01_PLAIN_KINDAGREEN,橄榄色地砖
TID_BASE_SANCTUARY,花草清香
TID_CRATES_ORIGINAL,经典原木
TID_CRATES_STRIPED_ORANGE,橙色条纹
TID_CRATES_STRIPED_BLUE,蓝色条纹
TID_CRATES_STRIPED_GREEN,绿色条纹
TID_CRATES_STRIPED_PINKWHITE,粉色条纹
TID_CRATES_RAINBOW,彩虹色
TID_CRATES_WOOD03_LOGS_BROWN,棕色木板
TID_CRATES_WOOD03_LOGS_PINK,粉色木板
TID_CRATES_WOOD03_LOGS_BLUE,蓝色木板
TID_CRATES_WOOD04_FENCE_WHITE,白色栅栏
TID_CRATES_WOOD04_FENCE_OLDGREEN,绿色栅栏
TID_CRATES_WOOD04_FENCE_PURPLE,紫色栅栏
TID_CRATES_WOOD04_FENCE_LIGHTBROWN,棕色栅栏
TID_CRATES_CHUNKYPLASTIC_RED,红色加厚
TID_CRATES_CHUNKYPLASTIC_BLUEP,蓝色加厚
TID_CRATES_CHUNKYPLASTIC_BRIGHT,亮色加厚
TID_CRATES_CHUNKYPLASTIC_OLDGREEN,绿色加厚
TID_CRATES_CHUNKYPLASTIC_BARBIE,粉色加厚
TID_CRATES_CHUNKYPLASTIC_WHITE,棕色加厚
TID_CRATES_CHUNKYPLASTIC_GARDEN,双色加厚
TID_CRATES_CHUNKYPLASTIC_BLUE,白色加厚
TID_CRATES_BUNTING_YELLOW,黄色围布
TID_CRATES_BUNTING_PINK,粉色围布
TID_CRATES_BUNTING_GREEN,绿色围布
TID_CRATES_BUNTING_BLUE,蓝色围布
TID_CRATES_WOOD05_TARP_YELLOW,黄色边框
TID_CRATES_WOOD05_TARP_SALMON,橙色边框
TID_CRATES_WOOD05_TARP_GREEN,绿色边框
TID_CRATES_WOOD05_TARP_VINTAGE,淡雅边框
TID_CRATES_WOOD05_TARP_OLIVE,橄榄色边框
TID_CRATES_ORIGINAL_GREEN,绿色原木
TID_CRATES_ORIGINAL_BLUEDARK,深色原木
TID_CRATES_ORIGINAL_PURPLE,紫色原木
TID_MARQUEES_ORIGINAL_PINKYELLOW,明亮条纹
TID_MARQUEES_ORIGINAL_BLUEYELLOW,黄色条纹
TID_MARQUEES_ORIGINAL_ORANGEWHITE,橙色条纹
TID_MARQUEES_ORIGINAL_PURPLEBLUE,深色条纹
TID_MARQUEES_ORIGINAL_GREENS,绿色条纹
TID_MARQUEES_ORIGINAL_REDWHITE,经典条纹
TID_MARQUEES_RAINBOW,彩虹条纹
TID_MARQUEES_RAINBOW02,深色彩条纹
TID_MARQUEES_STRAW_YELLOW,黄色稻草
TID_MARQUEES_STRAW1_PINK,粉色稻草
TID_MARQUEES_STRAW1_GREEN,枯黄稻草
TID_MARQUEES_STRAW1_DARK,新鲜稻草
TID_MARQUEES_TILES_BLACK,黑色光滑瓦面
TID_MARQUEES_TILES01_PURPLE,紫色光滑瓦面
TID_MARQUEES_TILES01_KINDARED,红色光滑瓦面
TID_MARQUEES_TILES01_GREEN,绿色光滑瓦面
TID_MARQUEES_TILES01_BLUE,蓝色光滑瓦面
TID_MARQUEES_UMBRELLA01_RED,红色遮阳伞
TID_MARQUEES_UMBRELLA01_BLUE,蓝色遮阳伞
TID_MARQUEES_UMBRELLA01_GREEN,绿色遮阳伞
TID_MARQUEES_UMBRELLA01_BLUPLE,紫色遮阳伞
TID_MARQUEES_UMBRELLA01_BRIGHT,亮色遮阳伞
TID_MARQUEES_UMBRELLA01_YELLOW,黄色遮阳伞
TID_MARQUEES_UMBRELLA01_BARBIE,粉色遮阳伞
TID_MARQUEES_WOOD02_PLANKS_KINDARED,红色木板
TID_MARQUEES_WOOD02_PLANKS_GREEN,绿色木板
TID_MARQUEES_WOOD02_PLANKS_SPOOKY_PURPLE,紫色木板
TID_MARQUEES_WOOD02_PLANKS_BLACK,黑色木板
TID_MARQUEES_WOOD02_PLANKS_BLUE,蓝色木板
TID_MARQUEES_WOOD02_PLANKS_BROWN,棕色木板
TID_MARQUEES_WOOD02_PLANKS_LIGHT_BROWN,浅色木板
TID_MARQUEES_WOOD01_PLANKS_DARK,深色板材
TID_MARQUEES_WOOD01_BROWN,板材
TID_MARQUEES_SANCTUARY_YELLOW,黄色帆布
TID_MARQUEES_SANCTUARY_PINK,粉色帆布
TID_MARQUEES_SANCTUARY_VINTAGE,淡雅帆布
TID_MARQUEES_SANCTUARY_OLIVE,橄榄色帆布
TID_MARQUEES_BUNTING_RED,红色彩旗
TID_MARQUEES_BUNTING_PINK,粉色彩旗
TID_MARQUEES_BUNTING_YELLOWBLUE,黄色彩旗
TID_MARQUEES_BUNTING_BLUE,蓝色彩旗
TID_FEATURE_BUILDER,装修工人
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CONTACT_PS,联系玩家支持
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CANCEL,取消
TID_ERROR_POP_UP_BANNED_BUTTON_CANCEL,取消
TID_STYLE_GUIDE_SETNAME_ROADSIDE1,欢乐节庆风
TID_STYLE_GUIDE_SETNAME_ROADSIDE2,经典原木风
TID_STYLE_GUIDE_SETNAME_ROADSIDE3,绚丽七彩风
TID_STYLE_GUIDE_SETNAME_ROADSIDE4,淡雅风
TID_STYLE_GUIDE_SETNAME_ROADSIDE5,集市风
TID_FRUIT_TREE_HUD_HELP_ALREADY_REQUESTED,帮助请求已发布，快请好友来帮忙复活您的果树或灌木丛吧！
TID_CUSTOMIZE_TITLE_VISITING,装修样式
TID_TOWNHALL_SETTINGS_TITLE,设置
TID_TOWNHALL_SORTING_SETTINGS_ALL_TAB,\q全部\q选项卡排序
TID_TOWNHALL_SORTING_SETTINGS_IDLE_TAB,\q空闲\q选项卡排序
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TAB,\q服务中\q选项卡排序
TID_TOWNHALL_SORTING_SETTINGS_READY_TAB,\q服务完成\q选项卡排序
TID_TOWNHALL_SORTING_SETTINGS_WAITING_TAB,\q等待中\q选项卡排序
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TIME_LEFT,按剩余服务时间
TID_TOWNHALL_SORTING_SETTINGS_NUMBER_OF_BUILDINGS_LEFT,按等待前往的服务设施数量
TID_TOWNHALL_SORTING_SETTINGS_BUILDING_TYPE,按服务设施类型
TID_TOWNHALL_SORTING_SETTINGS_PASSENGER_TYPE,按游客身份
TID_FLOATER_COMPLETE_TASK_AND_CLAIM_REWARDS_AFTER_DERBY,您至少需要完成一个德比任务才能在德比竞赛结束后领取奖励！
TID_DERBY_REWARDS_BUTTON_DISMISS,好的
TID_DERBY_OVER_REWARDS_KEYS_TEXT_COMPLETE_MORE_TASKS,至少需要完成一个德比任务才能领取德比奖励！
TID_DERBY_OVER_TEXT_PRIZE_COMPLETE_MORE_TASKS,您的社区名列前三甲！您的社区成员圆满完成德比任务并获得了丰厚的奖励。在下一次德比竞赛中至少完成一个德比任务，才有机会领取前三名的奖励！
TID_DERBY_OVER_BUTTON_COMPLETE_MORE_TASKS,好的
TID_TACKLE_BOX_FULL_DESCRIPTION_AT_HOME_FARM,钓具箱已满！前往钓鱼区升级钓具箱，增加它的容量。
TID_TACKLE_BOX_FULL_BUTTON,好的
TID_NEIGHBORHOOD_EDIT_TAGS,编辑社区个性标签
TID_NHSEARCH_TAGCOUNT,已选个性标签数：<SELECTED>/<MAX>
TID_NHSEARCH_EDIT_TAGS_BUTTON_ADD,确定
TID_NHRECOMMENDED_TITLE,加入社区
TID_NHRECOMMENDED_INFO1,和其他农场主聊天、交易物品，一起参加德比竞赛！
TID_NHRECOMMENDED_DESC,最有意思的玩法！
TID_NHEDIT_TITLEMOTTO,描述：
TID_NHEDIT_MOTODESC,只会出现在社区简介界面和推荐界面
TID_NHEDIT_TITLEDESC,其他信息：
TID_NHEDIT_DESCDESC,只会出现在社区简介界面
TID_NHEDIT_TAGTITLE,社区个性标签：
TID_NH_TAGCLOUD_TITLE,选择个性标签
TID_NH_TAGCLOUD_DESC,添加个性标签，让社区搜索更加快捷！
TID_NHSEARCH_MEMBERS,成员
TID_NAME_YOUR_PET,为宠物取名
TID_NAME_YOUR_PET_FAILED,名称无效！
TID_NHPAGE_TITLE_DESC,其他信息：
TID_NHSEARCH_JOINTYPE,社区类型
TID_NHSEARCH_LANGUAGE,聊天语言
TID_NHSEARCH_DERBYLEAGUE,德比联赛
TID_NHSEARCH_TAGS,社区个性标签
TID_ADVANCED_SEARCH,高级选项
TID_NH_INFO_MEMBERS,成员
TID_NH_INFO_TYPE,加入类型
TID_NH_INFO_REQUIRED_LEVEL,最低等级要求
TID_NH_INFO_LANGUAGE,语言
TID_NH_INFO_DERBYLOG,德比竞赛日志
TID_NH_INFO_DERBYLEAGUE,德比联赛
TID_POPUPCATALOG_BUYBACK_TITLE,装修<PART>？
TID_POPUPCATALOG_BUYBACK_DESC,<NAME>
TID_POPUPCATALOG_BUYBACK_BUTTON_BUILD_AGAIN,再次装修
TID_CATALOG_BUYBACK,再次装修
TID_FLOATER_STICKER_BOOK_ITEM_ALREADY_INSTALLED,<PARAM>已装修该样式！
TID_FLOATER_BUILDER_ARRIVES_IN,离装修工人到达还有：<TIME>
TID_LEAGUE_ANY,不限
TID_LANGUAGE_ANY,不限
TID_JOINTYPE_ANY,不限
TID_NEIGHBORHOOD_TAB_INFO,简介
TID_NEIGHBORHOOD_TAB_SEARCH,搜索
TID_NEIGHBORHOOD_TAB_CREATE,创建
TID_NEIGHBORHOOD_TAB_TROPHIES,奖杯
TID_NEIGHBORHOOD_TAB_MEMBERS,成员
TID_NEIGHBORHOOD_TAB_RECOMMENDED,推荐
TID_NHSEARCH_PROMPT,使用社区名称或个性标签搜索
TID_NHTAG_CHATTY,爱聊天
TID_NHTAG_QUIET,爱清静
TID_NHTAG_INTERNATIONAL,国际化
TID_NHTAG_DERBYFOCUSED,专攻德比
TID_NHTAG_DERBYCASUAL,休闲德比
TID_NHTAG_DERBY320,德比：限320
TID_NHTAG_LOVESTOWN,小镇玩家
TID_NHTAG_HELPERS,互帮互助
TID_NHTAG_TRADERS,交易物品
TID_ACCOUNT_DELETION_WARNING_TEXT,您已请求删除该账号，您可以在<TIME>内取消该请求。
TID_NEIGHBORHOOD_SEARCH_ADVANCED_OPTIONS_INFO,在高级选项中按语言、德比联赛或个性标签搜索
TID_JOINTYPE_ONLY_JOINABLE,只显示我能加入的社区
TID_NHTAG_DERBYANY,德比：不限任务类型
TID_NHTAG_FUN,休闲娱乐
TID_NHTAG_ACTIVE,活跃
TID_NHTAG_COMPETITIVE,竞争型
TID_MINT,薄荷
TID_WATERMELON,西瓜
TID_BELLPEPPER,甜椒
TID_PLUMTREE,西梅树
TID_PLUM,西梅
TID_PRODUCT_VEGGIEDIPS,时蔬拼盘
TID_PRODUCT_MINTICECREAM,薄荷冰淇淋
TID_PRODUCT_PEPPERSOUP,甜椒汤
TID_PRODUCT_MINTTEA,薄荷冰茶
TID_PRODUCT_WATERMELONLEMONADE,西瓜汁
TID_PRODUCT_PLUMJAM,西梅酱
TID_PRODUCT_PLUMSMOOTHIE,西梅沙冰
TID_NEIGHBORHOOD_PROFANITIES_IN_MOTTO,无效文本！
TID_DECO_AXESTUMP,斧子木桩
TID_DECO_WITCHCAT,魔法猫雕像
TID_DECO_PRODUCECRATES,蔬果箱
TID_DECO_RAKE,落叶耙
TID_DECO_LEAFPILE,落叶堆
TID_DECO_MUSHROOMPATH,蘑菇小路
TID_DECO_BEACHSIGN,沙滩指示牌
TID_DECO_COOLER,冷藏箱
TID_DECO_FISHFLOATIE,小鱼游泳圈
TID_DECO_SANDPATH,沙滩小路
TID_DECO_SURFBOARDFENCE,冲浪板栅栏
TID_DECO_PINWHEEL,折纸风车
TID_DECO_DECOH,H字母装饰柱
TID_DECO_DECOA,A字母装饰柱
TID_DECO_DECOY,Y字母装饰柱
TID_DECO_DECOD,D字母装饰柱
TID_DERBY_BLOSSOM_TASK_TITLE,鲜花任务
TID_DERBY_BLOSSOM_TASK_DESC,当您完成任务后，该任务会重新出现在任务板上，其他成员再次完成该任务可获得更多积分！
TID_ADD_MORE_NH_MEMBERS_DETAILS,赶快邀请其他玩家加入社区吧！记得更新您社区的个性标签，方便其他玩家找到您的社区！
TID_ADD_NH_MEMBERS_PROMPT,社区成员越多，欢乐越多！
TID_NHINFO_TAGTITLE,社区个性标签：
TID_HELPSHIFT_REQUIRES_OPTIONAL_UPDATE,如需联系玩家支持团队，请先更新《卡通农场》
TID_CATALOG_BUYBACK_INSTALLED,目前已装修
TID_PLUM_TREE_FB_HELP_TEXT,我的西梅树急需浇水，你能帮下忙吗？
TID_PRODUCT_PLUM_DESCRIPTION,从西梅树上收集
TID_TREE_PLUMTREE_DESCRIPTION,收集三次
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_ALREADY_PICKED_ONCE,您已经领取过该任务，提醒其他社区成员去完成它吧！
TID_CUSTOMIZE_BTN_STYLE_INFO_TOOLTIP,该样式属于某种装修风格的一部分，查看风格图册了解更多详情！
TID_NH_INFO_TYPE_SHORT,类型
TID_BOOSTER_MORE_CASH,获取额外金币加速器
TID_BOOSTER_DESCRIPTION_MORE_CASH,在接下来的<TIME>小时内，通过农场访客、卡车订单、航运订单和小镇游客获得的金币增加<NUMBER>%
TID_BOOSTER_HEAVIER_FISH,增加钓鱼重量加速器
TID_BOOSTER_DESCRIPTION_HEAVIER_FISH,在接下来的<TIME>小时内，用鱼饵钓到的鱼重量增加<NUMBER>%
TID_BOOSTER_MINING_MORE_ORES,增加矿石开采量加速器
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_MULTIPLE,在接下来的<TIME>分钟内，每个采矿工具每次可多开采<NUMBER>份矿石
TID_CALENDAR_EVENT_PEOPLE_SPECIAL_REQUEST_TITLE,旧货大清仓！
TID_CALENDAR_EVENT_PEOPLE_ORDER_SPECIAL_REQUEST_TEXT,是时候重新装扮您的农场啦！活动期间，农场访客会向您求购装饰物。不妨将您不需要的装饰物放回商店，等待访客前来购买！
TID_NOTIFICATIONS_SETTINGS_LIVE_SHOP_OFFERS,商店通知
TID_NEIGHBORHOOD_DERBY,社区德比
TID_NEIGHBORHOOD_ONLINE_MEMBER_COUNT,在线成员人数：<ONLINE>/<MAX>
TID_VISITOR_HELP_RECEIVED_FROM_FRIEND,<PARAM>为您提供了小镇游客所需产品！
TID_VISITOR_HELP_RECEIVED_FROM_ANONYMOUS,有人为您提供了小镇游客所需产品！
TID_STREAM_EVENT_VISITOR_HELP_REQUESTED,我的小镇需要帮助！
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_SINGLE,在接下来的<TIME>分钟内，每个采矿工具每次可多开采<NUMBER>份矿石
TID_BODY_RUSTY_YELLOW,铁锈黄
TID_BODY_RUSTY_RED,铁锈红
TID_BODY_RUSTY_BLUE,铁锈蓝
TID_BODY_RUSTY_PINK,铁锈粉
TID_CANNOT_OPEN_CALENDAR_EVENT_GIFT_BOX,就快好了，<NUMBER>天后再回来打开这个礼物吧！
TID_CALENDAR_EVENT_GIFT_BOX_ALREADY_OPENED,您已打开过这个礼物盒！
TID_STYLE_GUIDE_SETNAME_HOUSE6,梦幻可爱风
TID_STYLE_GUIDE_SETNAME_HOUSE7,渔人之乐
TID_STYLE_GUIDE_SETNAME_TRUCK6,旧日时光
TID_STYLE_GUIDE_SETNAME_TRUCK7,红色经典
TID_STYLE_GUIDE_SETNAME_ROADSIDE6,清凉夏日风
TID_STYLE_GUIDE_SETNAME_ROADSIDE7,蓝色海洋风
TID_STREAM_EVENT_TRUCK_ORDER_HELP_REQUESTED,我的卡车订单需要帮助！
TID_TRUCK_ORDER_HELP_RECEIVED_FROM_FRIEND,<PARAM>为您提供了卡车订单所需产品！
TID_TRUCK_ORDER_HELP_RECEIVED_FROM_ANONYMOUS,有人为您提供了卡车订单所需产品！
TID_ORDER_TABLE_WAITING_TEXT_REQUEST_HELP,该农场主暂时不需要您帮助完成此订单
TID_TRUCK_ORDER_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,加入社区以提供额外帮助！
TID_TRUCK_ORDER_EXTRA_HELP_INVITE_NEIGHBORHOOD,邀请<PARAM>加入您的社区以提供额外的卡车订单帮助！
TID_TRUCK_ORDER_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,加入该农场主的社区即可为其提供额外帮助！
TID_VISITOR_HELP_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,加入社区以提供额外帮助！
TID_VISITOR_HELP_EXTRA_HELP_INVITE_NEIGHBORHOOD,邀请<PARAM>加入您的社区以提供额外的小镇游客帮助！
TID_VISITOR_HELP_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,加入该农场主的社区即可为其提供额外帮助！
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,好的
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,额外帮助
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,加入社区以获得额外的小镇游客求助机会！
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,好的
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,额外帮助
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,加入社区以获得额外的卡车订单求助机会！
TID_DECO_GNOMEELF,圣诞地精
TID_DECO_GNOMEFIREFIGHTER,消防员地精
TID_DECO_GNOMEANGLER,垂钓地精
TID_DECO_GNOMEFLOWER,鲜花地精
TID_DECO_GNOMEMUSICIAN,音乐家地精
TID_DECO_GNOMEPAINTER,画家地精
TID_DECO_GNOMEPOLICE,警察地精
TID_DECO_GNOMESKI,滑雪地精
TID_DECO_SLOPE,滑雪坡
TID_DECO_ICYFISHPOND,冰钓池塘
TID_DECO_GINGERTRAIN,姜饼小火车
TID_DECO_ICESHEEP,绵羊冰雕
TID_TRUCK_ORDER_REWARDS_SENT_TO_FRIEND,卡车订单奖励已送给帮助您的<PARAM>！
TID_TRUCK_ORDER_REWARDS_SENT_TO_ANONYMOUS,卡车订单奖励已送给帮助您的农场主！
TID_SETTINGS_NEW_FACEBOOK,要保存您的农场进度并在多台设备上玩游戏，请登录Facebook。
TID_SETTINGS_NEW_SUPERCELLID,要保存您的农场进度并在多台设备上玩游戏，请登录Supercell ID。
TID_SETTINGS_NEW_GOOGLEPLAY,要保存您的农场进度并在多台设备上玩游戏，请登录Google Play。
TID_SETTINGS_NEW_FB_SCID,要保存您的农场进度并在多台设备上玩游戏，请登录Supercell ID或Facebook。
TID_SETTINGS_NEW_FB_GP,要保存您的农场进度并在多台设备上玩游戏，请登录Google Play或Facebook。
TID_SETTINGS_NEW_SCID_GP,要保存您的农场进度并在多台设备上玩游戏，请登录Google Play或Supercell ID。
TID_SETTINGS_NEW_FB_SCID_GP,要保存您的农场进度并在多台设备上玩游戏，请登录Google Play、Supercell ID或Facebook。
TID_HELP_REQUEST_LIMIT_REACHED,明天您可以继续请求帮助！
TID_FARM_LIKED_SHORT,已为该农场点赞！
TID_FARM_ALREADY_LIKED_SHORT,已赞过！
TID_VISITOR_HELP_REWARDS_SENT_TO_FRIEND,小镇游客奖励已送给帮助您的<PARAM>！
TID_VISITOR_HELP_REWARDS_SENT_TO_ANONYMOUS,小镇游客奖励已送给帮助您的农场主！
TID_TRUCK_HELP_FAILED_LEVEL_REQUIREMENTS,达到<LEVEL>级后可解锁<ITEM>！
TID_BUY_DIAMONDS_UPCOMING_OFFER_TIMER,<TIME>后推出
TID_CUCUMBER,黄瓜
TID_PINEAPPLE,菠萝
TID_EGGPLANT,茄子
TID_BROCCOLI,西兰花
TID_PINEAPPLE_CAKE,菠萝蛋糕
TID_PRODUCT_EGGPLANT_PARMESAN,帕尔玛奶酪茄子
TID_GRILLED_EGGPLANT,烤茄子
TID_PINEAPPLE_JUICE,菠萝汁
TID_PRODUCT_BROCCOLISOUP,西兰花浓汤
TID_PRODUCT_CUCUMBERSANDWICH,黄瓜三明治
TID_PRODUCT_CUCUMBERSMOOTHIE,黄瓜沙冰
TID_PRODUCT_BROCCOLIMAC,西兰花意面
TID_FEATURE_POPUP_TIMER,离结束还有<TIME>
TID_FEATURE_POPUP_PREPARATION_TIMER,离开始还有<TIME>
TID_FEATURE_POPUP_EVENT_FINISHED,活动已结束！
TID_DEFAULT_NEIGHBORHOOD_NAME,我的社区
TID_DECO_BEACHTOYS,海滩玩具
TID_DECO_SCUBAGEAR,潜水三件套
TID_DECO_BASKETBALLHOOP,篮球架
TID_DECO_GOALPOST,足球门
TID_DECO_MAPLEBONSAI,枫树盆景
TID_DECO_PINEBONSAI,松树盆景
TID_DECO_COLUMNPOT,立柱式盆栽
TID_DECO_LARGEPOT,大型陶器盆栽
TID_DECO_RUSTICPOT,粗陶盆栽
TID_DECO_BIGDRUM,红色大鼓
TID_DECO_GONG,大铜锣
TID_DECO_PIGSTATUE,金猪雕像
TID_DECO_FIREWORKSCART,烟花小推车
TID_DECO_STARRYARCH,星星拱门
TID_DECO_PIANO,钢琴
TID_DECO_LOVELYBRIDGE,可爱风小桥
TID_DECO_LOVELYBENCH,可爱风长椅
TID_DECO_REDFENCE,中国风栅栏
TID_DECO_STARFENCE,星星栅栏
TID_BARN_OFFER_TITLE,立即升级货仓！
TID_BARN_OFFER_FLIP_TEXT,立即增加<FREE_AFTER_AMOUNT>个单位货仓容量！\n\n<CONTENTS>
TID_BARN_OFFER_FLIP_TEXT2,超值特惠！不要错过这个立即升级货仓的大好机会哦！
TID_OFFER_PURCHASABLE_ONCE,该特惠礼包只能购买一次。
TID_OFFER_VALUES_TITLE,价值：
TID_SILO_OFFER_TITLE,立即升级粮仓！
TID_SILO_OFFER_FLIP_TEXT,立即增加<FREE_AFTER_AMOUNT>个单位粮仓容量！\n\n<CONTENTS>
TID_SILO_OFFER_FLIP_TEXT2,超值特惠！不要错过这个立即升级粮仓的大好机会哦！
TID_BOOSTER_OFFER_TITLE,加速器特惠礼包
TID_BOOSTER_OFFER_FLIP_TEXT,<CONTENTS>
TID_OFFER_BOOSTER_FREE_STORAGE_TEXT,礼包中的加速器不会占用您的加速器库存容量。
TID_BOOSTER_OFFER_RANDOM_ENTRY,- 随机获得<AMOUNT>个不低于<STARS>星的加速器！
TID_BOOSTER_OFFER_RANDOM5STARS_ENTRY,- 随机获得<AMOUNT>个5星加速器！
TID_BUNDLE_OFFER_TITLE,组合特惠
TID_BUNDLE_OFFER_FLIP_TEXT,<CONTENTS>
TID_OFFER_CONTENTS_TITLE,该特惠礼包将包含：
TID_OFFER_CONTENTS_ENTRY,- <AMOUNT>个<NAME>
TID_OFFER_CONTENTS_BOOSTER_ENTRY,- <AMOUNT>个<NAME>（<STARS>星）
TID_PERCENTAGE_OFFERS,<NUMBER>%
TID_MYSTERY_BOX_TYPE_BRONZE,普通神秘盒
TID_MYSTERY_BOX_TYPE_SILVER,大型神秘盒
TID_MYSTERY_BOX_TYPE_GOLD,巨型神秘盒
TID_OFFER_ENDING_SOON,即将结束
TID_NEW,新
TID_FREE,免费
TID_OFFER_BOOSTER_FASTER_PRODUCTION1,- <AMOUNT>个<NAME>：爆米花烤锅、馅饼烤炉、织布机（<STARS>星）
TID_OFFER_BOOSTER_FASTER_PRODUCTION2,- <AMOUNT>个<NAME>：缝纫机、蛋糕烤炉、果汁机（<STARS>星）
TID_OFFER_BOOSTER_FASTER_PRODUCTION3,- <AMOUNT>个<NAME>：冰淇淋机、果酱机、鲜汤小馆（<STARS>星）
TID_OFFER_BOOSTER_FASTER_PRODUCTION4,- <AMOUNT>个<NAME>：蜡烛制造机、糖果机、沙拉吧（<STARS>星）
TID_OFFER_BOOSTER_FASTER_CROPS1,- <AMOUNT>个<NAME>：大豆、甘蔗、木蓝（<STARS>星）
TID_OFFER_BOOSTER_FASTER_CROPS2,- <AMOUNT>个<NAME>：南瓜、辣椒、棉花（<STARS>星）
TID_OFFER_BOOSTER_FASTER_CROPS3,- <AMOUNT>个<NAME>：西红柿、草莓、土豆（<STARS>星）
TID_OFFER_BOOSTER_FASTER_CROPS4,- <AMOUNT>个<NAME>：洋葱、水稻、生菜（<STARS>星）
TID_DERBY_TASK_HARVEST_GRAPES_DESCRIPTION,收获<NUMBER>块葡萄地
TID_DERBY_TASK_HARVEST_MINT_DESCRIPTION,收获<NUMBER>块薄荷地
TID_DERBY_TASK_HARVEST_EGGPLANT_DESCRIPTION,收获<NUMBER>块茄子地
TID_DERBY_TASK_HARVEST_WATERMELON_DESCRIPTION,收获<NUMBER>块西瓜地
TID_DERBY_TASK_HARVEST_PINEAPPLE_DESCRIPTION,收获<NUMBER>块菠萝地
TID_DERBY_TASK_HARVEST_SUNFLOWER_DESCRIPTION,收获<NUMBER>块向日葵地
TID_DERBY_TASK_HARVEST_ONION_DESCRIPTION,收获<NUMBER>块洋葱地
TID_DERBY_TASK_HARVEST_CUCUMBER_DESCRIPTION,收获<NUMBER>块黄瓜地
TID_DERBY_TASK_HARVEST_BELLPEPPER_DESCRIPTION,收获<NUMBER>块甜椒地
TID_DERBY_TASK_HARVEST_TEALEAVES_DESCRIPTION,收获<NUMBER>块茶叶地
TID_DERBY_TASK_HARVEST_PEONY_DESCRIPTION,收获<NUMBER>块牡丹花地
TID_DERBY_TASK_HARVEST_BROCCOLI_DESCRIPTION,收获<NUMBER>块西兰花地
TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS1,- <AMOUNT>个<NAME>：影院、餐厅、酒店（<STARS>星）
TID_OFFER_BOOSTER_FASTER_TOWN_BUILDINGS2,- <AMOUNT>个<NAME>：水疗会所、海滩咖啡馆、礼品店（<STARS>星）
TID_MAP_GAME_NOT_ENOUGH_MOVEMENT_POINTS,燃料不足！
TID_MAP_GAME_TASK_DUMP_TITLE,订单请求！
TID_MAP_GAME_TASK_DUMP_DESCRIPTION,该建筑需要<AMOUNT>x <NAME>。
TID_MAP_GAME_TASK_DUMP_AVAILABLE_TIME,<TIME>后过期
TID_MAP_GAME_TASK_DUMP_COOLDOWN_TIME,<TIME>后刷新请求
TID_MAPGAME_BLUE_COIN,蓝币
TID_MAPGAME_RED_COIN,红币
TID_MAPGAME_GREEN_COIN,绿币
TID_MAPGAME_CHICKEN_COIN,母鸡
TID_MAPGAME_BLUE_COIN_DESCRIPTION,可在山谷兑换物品。
TID_MAPGAME_RED_COIN_DESCRIPTION,可在山谷兑换物品。
TID_MAPGAME_GREEN_COIN_DESCRIPTION,可在山谷兑换物品。
TID_MAPGAME_CHICKEN_COIN_DESCRIPTION,收集母鸡以解锁\n山谷商店专属区。
