TID,FI
TID_EVENT_FASTER_PRODUCTION_NOTIFICATION,"Rajoitetun ajan voimassa oleva tapahtuma alkoi juuri. Käy katsomassa, mitkä rakennuksesi tuottavat tuotteitaan nopeammin!"
TID_EVENT_FASTER_CROP_BONANZA_TITLE,Vikkelien viljelyskasvien rieha!
TID_EVENT_FASTER_CROP_BONANZA_TEXT,"Oho, onpas mahtava sää hoitaa farmia! Tämän tapahtuman ajan kaikki viljelyskasvit kasvavat 20 % nopeammin. Kipin kapin kylvämään!"
TID_EVENT_FASTER_CROP_BONANZA_NOTIFICATION,Rajoitetun ajan voimassa oleva satotapahtuma alkoi juuri. Kaikki viljelyskasvit kasvavat nyt nopeammin!
TID_EVENT_FASTER_CROPS_TITLE,Vikkelät viljelyskasvit!
TID_EVENT_FASTER_CROPS_TEXT,"Oho, onpas mahtava sää hoitaa farmia! Tämän tapahtuman ajan 3 sattumanvaraista viljelyskasvia kasvavat 50 % nopeammin. Katso tapahtuman julisteesta, mitkä viljelyskasvit ovat kyseessä, ja suuntaa pellolle!"
TID_EVENT_FASTER_CROPS_NOTIFICATION,"Rajoitetun ajan voimassa oleva satotapahtuma alkoi juuri. Käy katsomassa, mitkä viljelyskasvit tuottavat satoa nopeammin!"
TID_EVENT_MORE_CROP_BONANZA_TITLE,Viljelyskasvikarkelot!
TID_EVENT_MORE_CROP_BONANZA_TEXT,"Oho, onpas upea sää hoitaa farmia! Tämän tapahtuman ajan kaikista viljelyskasveista saa nyt satoa korjattaessa kolme kasvia kahden sijaan. Suuntaa siis kylvöhommiin!"
TID_EVENT_MORE_CROP_BONANZA_NOTIFICATION,Rajoitetun ajan voimassa oleva tapahtuma alkoi juuri. Kaikki viljelyskasvit tuottavat nyt satoa nopeammin!
TID_EVENT_MORE_CROPS_TITLE,Lisää viljelyskasveja!
TID_EVENT_MORE_CROPS_TEXT,"Oho, onpas mahtava sää hoitaa farmia! Tämän tapahtuman ajan kolmesta sattumanvaraisesta viljelyskasvista saa nyt satoa korjattaessa kolme kasvia kahden sijaan. Katso tapahtuman julisteesta, mitkä viljelyskasvit ovat kyseessä ja suuntaa pellolle!"
TID_EVENT_MORE_CROPS_NOTIFICATION,"Rajoitetun ajan voimassa oleva tapahtuma alkoi juuri. Käy katsomassa, mitkä viljelyskasvit tuottavat satoa nopeammin!"
TID_EVENT_LAND_EXPANSION_TOWNIE_TITLE,Avokätiset kyläilijät!
TID_EVENT_LAND_EXPANSION_TOWNIE_TEXT,"Kyläsi turistikausi on huipussaan! Tämän tapahtuman ajan vierailijat, jotka käyvät 2-3 rakennuksessa, lahjoittavat sinulle vierailunsa päätteeksi laajennusesineitä.\n\nTämä koskee vain vierailijoita, jotka saapuvat kylääsi tapahtuman alettua: Tarkista, että heidän nimensä on kirjoitettu violetein kirjaimin. Menehän tuottamaan upeita tuotteita, niin vierailijat ilahtuvat!"
TID_EVENT_LAND_EXPANSION_TOWNIE_NOTIFICATION,Rajoitetun ajan voimassa oleva kylätapahtuma alkoi juuri!
TID_EVENT_VOUCHER_TOWNIE_TITLE,Avokätiset kyläilijät!
TID_EVENT_VOUCHER_TOWNIE_TEXT,"Kyläsi turistikausi on huipussaan! Tämän tapahtuman ajan vierailijat, jotka käyvät 2-3 rakennuksessa, lahjoittavat sinulle vierailunsa päätteeksi sattumanvaraisia kuponkeja.\n\nTämä koskee vain vierailijoita, jotka saapuvat kylääsi tapahtuman alettua: Tarkista, että heidän nimensä on kirjoitettu violetein kirjaimin. Menehän tuottamaan upeita tuotteita, niin vierailijat ilahtuvat!"
TID_EVENT_VOUCHER_TOWNIE_NOTIFICATION,Rajoitetun ajan voimassa oleva kylätapahtuma alkoi juuri!
TID_EVENT_BARN_SILO_TOWNIE_TITLE,Avokätiset kyläilijät!
TID_EVENT_BARN_SILO_TOWNIE_TEXT,"Kyläsi turistikausi on huipussaan! Tämän tapahtuman ajan vierailijat, jotka käyvät 2-3 rakennuksessa, lahjoittavat sinulle vierailunsa päätteeksi ladon ja viljavaraston päivitysesineitä.\n\nTämä koskee vain vierailijoita, jotka saapuvat kylääsi tapahtuman alettua: Tarkista, että heidän nimensä on kirjoitettu violetein kirjaimin. Menehän tuottamaan upeita tuotteita, niin vierailijat ilahtuvat!"
TID_EVENT_BARN_SILO_TOWNIE_NOTIFICATION,Rajoitetun ajan voimassa oleva kylätapahtuma alkoi juuri!
TID_EVENT_NEW_YEAR2018_TITLE,Uudenvuoden tapahtuma!
TID_EVENT_NEW_YEAR2018_TEXT,"Oho, vuosi 2018 alkaa pian! Kaikki valmistelevat jo uudenvuoden juhlia, ja tavararekkatilauksia suorastaan satelee! Laitetaan siis hihat heilumaan! Jos sinulla käy tuuri, saatat jopa nähdä ilotulituksia kalastusalueella.\n\nTäytä niin monta tavararekkatilausta kuin ehdit ennen ajan loppumista! Saat upeita palkintoja, kun saavutat henkilökohtaisen tavoitteesi. Tuloksesi vaikuttaa myös yhteisötavoitteeseen. Kun saavutatte yhteisen tavoitteen muiden ympäri maailmaa asuvien farmarien kanssa, saatte kaikki palkinnon."
TID_EVENT_NEW_YEAR2018_NOTIFICATION,Uudenvuoden juhlat ovat alkaneet! Voita upeita palkintoja!
TID_EVENT_CHRISTMAS2017_TITLE,Joulupukin apulaiset
TID_EVENT_CHRISTMAS2017_TEXT,"Upea joulusesonki on taas alkanut, ja on aika luoda joulumieltä auttamalla muita farmareita!\n\nVirvoita puita ja pensaita sekä täytä laatikoita toisten farmareiden laivoilla niin paljon kuin suinkin ehdit ennen tapahtuman päättymistä! Saat upeita palkintoja, kun saavutat henkilökohtaisen tavoitteesi. Tuloksesi vaikuttaa myös yhteisötavoitteeseen. Kun saavutatte yhteisen tavoitteen muiden ympäri maailmaa asuvien farmareiden kanssa, saatte kaikki palkinnon."
TID_EVENT_CHRISTMAS2017_NOTIFICATION,"Käy tutustumassa juhlapyhien tapahtumaan, josta saa upeita palkintoja!"
TID_HALLOWEEN_OFFER1,Halloween-tarjous 1
TID_HALLOWEEN_OFFER2,Halloween-tarjous 2
TID_HALLOWEEN_OFFER3,Halloween-tarjous 3
TID_WELCOME_BACK_OFFER,Paluutarjous
TID_FALL_OFFER1,Syksytarjous 1
TID_FALL_OFFER2,Syksytarjous 2
TID_FALL_OFFER3,Syksytarjous 3
TID_HOLIDAY_OFFER1,Joulutarjous 1
TID_HOLIDAY_OFFER2,Joulutarjous 2
TID_HOLIDAY_OFFER3,Joulutarjous 3
TID_EASTER_OFFER1,Pääsiäistarjous 1
TID_EASTER_OFFER2,Pääsiäistarjous 2
TID_EASTER_OFFER3,Pääsiäistarjous 3
TID_SUMMER_OFFER1,Kesätarjous 1
TID_SUMMER_OFFER2,Kesätarjous 2
TID_SUMMER_OFFER3,Kesätarjous 3
TID_TOWN_HALL_TAB_LEAVING,Poistumassa
TID_SANCTUARY_BOOK_LOCKED_FIRSTBABY_DESCRIPTION,"Avautuu, kun molemmat saman lajin aikuiset ovat valmiit."
TID_SANCTUARY_BOOK_LOCKED_SECONDBABY_DESCRIPTION,"Avautuu, kun ensimmäinen saman lajin poikanen on valmis."
TID_DECO_CATTREE,Raapimispuu
TID_DERBY_RACETRACK_TROPHY_UNREACHABLE_TOOLTIP,Tämän hevosenkengän saavuttamiseen tarvitaan useampia kisapelaajia!
TID_CUSTOMIZE_TITLE,Muokkaa farmiasi
TID_CUSTOMIZE_DESCRIPTION,Voin muokata monia juttuja! Tässä on tämänhetkinen valikoimani ja palveluhinnastoni.
TID_CUSTOMIZE_TIMEPRETEXT,Rakentajan poistumiseen
TID_CUSTOMIZE_AREYOUSURE,Oletko varma?
TID_CUSTOMIZE_CONFIRMLINE1,Maggie asentaa alla näytetyt osat:
TID_CUSTOMIZE_CONFIRMLINE2,Tätä muutosta ei voi perua.
TID_CUSTOMIZE_SOLDOUTTITLE,Asennettu
TID_CUSTOMIZE_SOLDOUTTEXT,Nauti uudesta ilmeestä!
TID_SUPERCELL_ID_LOGIN_BUTTON,Kirjaudu sisään Supercell ID:llä
TID_SUPERCELL_ID_NEW_GAME_BUTTON,Pelaa ilman Supercell ID:tä
TID_CUSTOMIZE_BTNREFRESH,Hae uusi
TID_CUSTOMIZE_BTNCATALOG,Kuvasto
TID_CUSTOMIZE_BTNBUILD,Rakenna
TID_CUSTOMIZE_BTNCANCEL,Peruuta
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_TITLE,Ladataanko farmi?
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_TEXT,Farmisi <NAME> tasolla <LEVEL> on löytynyt! Lataa se kirjautumalla sisään Supercell ID:lläsi.
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_NO,Peruuta
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_YES,Selvä
TID_RENOVATOR_INFO_TITLE_1,Tutustu rakentaja Maggieen!
TID_RENOVATOR_INFO_TITLE_2,Rakentajan palveluiden käyttäminen
TID_RENOVATOR_INFO_TITLE_3,Kuvastokirjat
TID_RENOVATOR_INFO_TITLE_4,Kuvastokirjat
TID_RENOVATOR_INFO_TITLE_5,Sivu 5
TID_RENOVATOR_INFO_TITLE_6,Sivu 6
TID_RENOVATOR_INFO_TITLE_7,Sivu 7
TID_RENOVATOR_INFO_TEXT_1,"Maggie voi muokata rekkaasi, farmitaloasi ja tienvarsikojuasi."
TID_RENOVATOR_INFO_TEXT_2,Hän tuo joka viikko uusia vaihtoehtoja nähtäväksesi. Voit myös katsoa lisävaihtoehtoja maksamalla timanteilla.
TID_RENOVATOR_INFO_TEXT_3,"Näytetyt summat ovat rakentajan palveluiden hinnat. Joudut aina maksamaan hänen palveluistaan, vaikka hän asentaisi osan, joka sinulla oli jo ennestään, sillä maksat hänen tekemästään työstä."
TID_RENOVATOR_INFO_TEXT_4,"Muistathan, että asennusta ei voi perua. Jos haluat muuttaa asennusta, sinun täytyy valita toinen osa ja maksaa palvelun hinta sen asentamisesta."
TID_RENOVATOR_INFO_TEXT_5,Maggie antaa sinulle kaksi kuvastoa: tyylikirjan ja kokoelmakirjan. Ne ovat aika käteviä!
TID_RENOVATOR_INFO_TEXT_6,"Tyylikirjassa on esimerkkejä eri muokkaustyyleistä, joita voit kokeilla. Palaa takaisin toteutettuasi tyylin kokonaisuudessan, niin saat mahtavia palkintoja! Pystytkö toteuttamaan kaikki tyylit?"
TID_RENOVATOR_INFO_TEXT_7,"Kokoelmakirjasta näet kaikki osat, jotka olet ikinä asennuttanut, niin aikaisemmat kuin nykyisetkin. Kun Maggie tulee käymään, voit napauttaa haluamaasi osaa, niin se asennetaan uudelleen."
TID_SETTINGS_MUSIC_NEW,Musiikki
TID_SETTINGS_SOUND_EFFECTS_NEW,Äänet
TID_SETTINGS_SCID_TITLE,Supercell ID
TID_SETTINGS_FACEBOOK_TITLE,Facebook
TID_SETTINGS_FACEBOOK_FRIENDS_TITLE,Facebook-kaverit
TID_SETTINGS_GOOGLE_PLAY_TITLE,Google Play
TID_SETTINGS_SCID_CONNECTED,Yhdistetty
TID_SETTINGS_SCID_DISCONNECTED,Ei yhdistetty
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED_NEW,Yhdistetty
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED_NEW,Ei yhdistetty
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING_NEW,Yhdistetään
TID_PRODUCT_FLOWERPENDANT,Kukkariipus
TID_PRODUCT_FLORALCANDLE,Kukikas kynttilä
TID_PRODUCT_SPICYSPAGHETTI,Mausteinen pasta
TID_PRODUCT_ONIONMELT,Sipuli-juustoleipä
TID_PRODUCT_CARAMELLATTE,Toffeelatte
TID_PRODUCT_CANDYBOUQUET,Karkkikimppu
TID_PRODUCT_COCOASMOOTHIE,Suklaapirtelö
TID_PRODUCT_BIGSUSHIROLL,Iso sushirulla
TID_ADVANCE_SETTINGS_OFFERS_HEADER,Räätälöidyt tarjoukset
TID_ADVANCE_SETTINGS_OFFERS_TEXT,Salli sinulle räätälöidyt kaupan tarjoukset ja ilmoitukset.
TID_ORIGINAL_WHITE,Valkoinen alkuperäinen
TID_ORIGINAL_GRUE,Siniharmaa
TID_ORIGINAL_TEAL,Turkoosi
TID_ORIGINAL_DARK,Tumma violetti
TID_ORIGINAL_YELEEN,Oliivinvihreä
TID_ORIGINAL_BORING,Ruskea
TID_BARN_RED,Punainen lato
TID_COUNTRY_GREY,Harmaa maalaistalo
TID_COUNTRY_PINK,Pinkki maalaistalo
TID_COUNTRY_RED,Punainen maalaistalo
TID_COUNTRY_YELLOW,Keltainen maalaistalo
TID_COUNTRY_WHITE,Valkoinen maalaistalo
TID_HALFNHALF_BLUE,Kaksivärinen sininen
TID_HALFNHALF_OLD,Kaksivärinen vihreä
TID_HALFNHALF_RETIREMENT,Kaksivärinen violetti
TID_CUTE_BLUE,Sininen söpö
TID_CUTE_PASTEL_PINK,Pinkki söpö
TID_CUTE_GREEN,Vihreä söpö
TID_CUTE_GREY,Harmaa söpö
TID_CUTE_PURPLE,Violetti söpö
TID_CUTE_YELLOW,Keltainen söpö
TID_CUTE_RED,Punainen söpö
TID_GASTHOUSE,Majatalo
TID_PLANKS_YELLOW,Keltainen laudoitus
TID_PLANKS2,Turkoosi laudoitus
TID_PLANKS3,Haaleanpinkki laudoitus
TID_PLANKS4,Vihreä laudoitus
TID_PLANKS5,Punainen laudoitus
TID_RUSTIC,Rustiikkinen
TID_CABIN02_WHITE,Valkoinen mökki
TID_CABIN02_GREEN,Vihreä mökki
TID_PORCH_ORIGINAL,Alkuperäinen
TID_PORCH_COUNTRY,Maalaistyylinen
TID_PORCH_BASIC_SHEEP,Valkoinen aita
TID_PORCH_BASIC_COW,Lato
TID_PORCH_CUTE,Söpö
TID_PORCH_GUESTHOUSE,Majatalo
TID_PORCH_ORIGINAL_EXTENDED,Leveä parveke
TID_PORCH_POSH,Hienostunut
TID_PORCH_RUSTIC,Rustiikkinen
TID_PORCH_BRIDGE_DITCH1,Silta
TID_PORCH_STABLE1,Talli
TID_PORCH_BRIDGE_DITCH2,Silta ojan yli 2
TID_PORTCH_DOC,Laituri
TID_PORCH_STABLE2,Talli 2
TID_ROOF_ORIGINAL_BORING_BLACK,Musta alkuperäinen
TID_ROOF_ORIGINAL_KINDA_RED,Punainen
TID_ROOF_ORIGINAL_BLUE,Sininen
TID_ROOF_ORIGINAL_SPOOKY_PURPLE,Violetti
TID_ROOF_OPENGABLE_KINDA_RED,Punainen avoin pääty
TID_ROOF_OPENGABLE_BLUE,Sininen avoin pääty
TID_ROOF_OPENGABLE_GREEN,Vihreä avoin pääty
TID_ROOF_OPENGABLE_BLACK,Musta avoin pääty
TID_ROOF_OPENGABLE_GOLD,Kultainen avoin pääty
TID_ROOF_OPENGABLE_SPOOKY_PURPLE,Violetti avoin pääty
TID_ROOF_OPENGABLE_BROWN,Ruskea avoin pääty
TID_ROOF_OPENGABLE_PINK,Pinkki avoin pääty
TID_ROOF_ATTIC_WINDOWS_RED,Punainen ullakko
TID_ROOF_ATTIC_WINDOWS_BLUE,Sininen ullakko
TID_ROOF_ATTIC_WINDOWS_GREEN,Vihreä ullakko
TID_ROOF_ATTIC_WINDOWS_BLACK,Musta ullakko
TID_ROOF_ATTIC_WINDOWS_ORANGE,Oranssi ullakko
TID_ROOF_ATTIC_WINDOWS_PURPLE,Violetti ullakko
TID_ROOF_SPIKES_BLACK_AND_GOLD,Musta piikikäs
TID_ROOF_SPIKES_GREY_AND_CHROME,Harmaa piikikäs
TID_ROOF_SPIKES_BLUE_AND_BLACK,Sininen piikikäs
TID_ROOF_SPIKES_KINDA_RED,Punainen piikikäs
TID_ROOF_WOODEN_PLANKS_KINDA_RED,Punainen laudoitus
TID_ROOF_WOODEN_PLANKS_GREEN,Vihreä laudoitus
TID_ROOF_WOODEN_PLANKS_SPOOKY_PURPLE,Violetti lautakatto
TID_ROOF_WOODEN_PLANKS_BLACK,Musta lautakatto
TID_ROOF_WOODEN_PLANKS_BLUE,Sininen lautakatto
TID_ROOF_WOODEN_PLANKS_BROWN,Ruskea lautakatto
TID_ROOF_WOODEN_PLANKS_LIGHT_BROWN,Vaaleanruskea lautakatto
TID_ROOF_METAL_BLACK,Musta metallinen
TID_ROOF_METAL_COPPER_NEW,Kuparinen
TID_ROOF_METAL_COPPER_OLD,Vanha kuparinen
TID_ROOF_METAL_BLUE,Sininen metallinen
TID_ROOF_METAL_CHROME,Krominen
TID_ROOF_STRAW_YELLOW,Keltainen olkikatto
TID_ROOF_STRAW_DARKO,Tumma olkikatto
TID_ROOF_STRAW_GREEN,Tuore olkikatto
TID_ROOF_FLAT,Kattoterassi
TID_BODY_NUDE,Punainen alkuperäinen
TID_BODY_TAXI_YELLOW,Kirkkaankeltainen
TID_BODY_ICECREAM,Vaniljanvalkoinen
TID_BODY_GREEN,Kirkkaanvihreä
TID_BODY_BAD_ASS_BLUE,Sähkönsininen
TID_BODY_BARBIE,Kirkkaanpinkki
TID_BODY_BLACKHOLE,Musta aukko
TID_BODY_OLD_GREEN,Haaleanvihreä
TID_BODY_MAN_PURPLE,Tumma violetti
TID_BODY_HOTROD_RED,Punainen kaksivärinen
TID_BODY_HOTROD_TEAL,Turkoosi kaksivärinen
TID_BODY_HOTROD_JOKER,Kaksivärinen vihreä
TID_BODY_HOTROD_YELLOW,Keltainen kaksivärinen
TID_BODY_HOTROD_VINTAGE_BLACK,Musta kaksivärinen
TID_BODY_HOTROD_VINTAGE_WHITE,Valkoinen kaksivärinen
TID_BODY_FADE_SUNRISE,Aamun kajo
TID_BODY_FADE_DAY,Päivän kajo
TID_BODY_FADE_SUNSET,Illan kajo
TID_BODY_FADE_NIGHT,Yön kajo
TID_BODY_FASTER_STRIPES_TEAL,Turkoosi raidallinen
TID_BODY_FASTER_STRIPES_YELLOW,Keltainen raidallinen
TID_BODY_FASTER_STRIPES_SALMON,Lohenpunainen raidallinen
TID_BODY_FASTER_STRIPES_ORANGE,Oranssi raidallinen
TID_BODY_FLAMEON_PURPLE,Violetti liekeillä
TID_BODY_FLAMEON_ORANGE,Oranssi liekeillä
TID_BODY_FLAMEON_GREEN,Vihreä liekeillä
TID_TRAILER_ORIGINAL_WHITE,Puinen valkoinen
TID_TRAILER_ORIGINAL_GREEN,Vihreä alkuperäinen
TID_TRAILER_ORIGINAL_BLUE,Puinen sininen
TID_TRAILER_ORIGINAL_SEA_FOAM,Puinen vaaleanturkoosi
TID_TRAILER_ORIGINAL_BROWN,Puinen ruskea
TID_TRAILER_ORIGINAL_PURPLE,Puinen violetti
TID_TRAILER_HOTROD_RED,Punainen avolava
TID_TRAILER_HOTROD_YELLOW,Keltainen avolava
TID_TRAILER_HOTROD_GREEN,Vihreä avolava
TID_TRAILER_HOTROD_BLACK,Musta avolava
TID_TRAILER_HOTROD_MAN_PURPLE,Violetti avolava
TID_TRAILER_HOTROD_RAINBOW,Värikäs avolava
TID_TRAILER_HOTROD_ROOF,Sininen katettu
TID_TRAILER_HOTROD_LOBSTER,Keltainen katettu
TID_TRAILER_HOTROD_JOKER,Vihreä katettu
TID_TRAILER_HOTROD_VINTAGE,Valkoinen katettu
TID_TRAILER_WOODEN_FLATBED1,Vaalea avolava
TID_TRAILER_WOODEN_FLATBED2,Tumma avolava
TID_WHEELS_REDAND_GOLD_BLING_GREY,Harmaa hienostunut
TID_WHEELS_REDAND_GOLD_BLING_RUBBER,Keltainen hienostunut
TID_WHEELS_ORIGINAL_CHROME,Krominen alkuperäinen
TID_WHEELS_ORIGINAL_REF,Punainen pelkistetty
TID_WHEELS_ORIGINAL_GOLD,Kultainen pelkistetty
TID_WHEELS_ORIGINAL_BROWN,Vihreä pelkistetty
TID_WHEELS_ORIGINAL_DARK,Sininen pelkistetty
TID_WHEELS_HOTROD_RED,Punainen kaksivärinen
TID_WHEELS_HOTROD_BLACK,Musta kaksivärinen
TID_WHEELS_HOTROD_WHITE,Valkoinen kaksivärinen
TID_WHEELS_HOTROD_COPPER,Kuparinen kaksivärinen
TID_WHEELS_HOTROD_TEAL,Turkoosi kaksivärinen
TID_WHEELS_SPOKES_CHROME,Kromiset puolat
TID_WHEELS_SPOKES_GOLD,Kultaiset puolat
TID_WHEELS_SPOKES_JOKER,Violetit puolat
TID_WHEELS_SPOKES_TEAL,Turkoosit puolat
TID_WHEELS_SPOKES_BARBIE,Pinkit puolat
TID_WHEELS_SPOKES_WOODEN,Ruskeat puolat
TID_WHEELS_HOT_WHEELS,Leveät renkaat
TID_DECO_SHEEPTOY,Lammasjousikeinu
TID_DECO_PIGTOY,Possukeinulauta
TID_DECO_CARTOY,Traktorijousikeinu
TID_DECO_AGILITYTIRE,Agilityrengas
TID_DECO_SEASONTREE,Kausipuu
TID_DECO_ROCKINGUNICORN,Yksisarviskeinu
TID_DECO_ROUNDABOUT,Karuselli
TID_DECO_TRELLISFENCE,Ristikkoaita
TID_DECO_LOGPATH,Tukkipolku
TID_DECO_WHEELFENCE,Pyöräaita
TID_DECO_FLOWERPATH,Sininen kukkaispolku
TID_RENOVATION_CATALOG_TITLE,Valitse kuvasto
TID_RENOVATION_CATALOG_STYLE_GUIDE,Tyylikirja
TID_RENOVATION_CATALOG_STYLE_GUIDE_INFO,"Toteuta tyylejä, niin saat palkintoja!"
TID_RENOVATION_CATALOG_STICKER_BOOK,Kokoelmakirja
TID_RENOVATION_CATALOG_STICKER_BOOK_INFO,"Rakenna mitä tahansa, mitä olet ikinä asennuttanut!"
TID_STYLE_GUIDE_PAGE_COLLECT_BUTTON,Kerää
TID_POPUP_PROBABILITY_TITLE,Todennäköisyydet
TID_DECO_DOGBED,Koiran peti
TID_DECO_DOGPOOL,Koiran allas
TID_DECO_RABBITPOLE,Porkkanaeste
TID_DECO_ELEPHANTSLIDE,Norsuliukumäki
TID_BODY_FLAMEON_BLACK,Musta liekeillä
TID_ROOF_ORIGINAL_VIOLET,Violet
TID_ROOF_ATTIC_WINDOWS_BROWN,Ruskea ullakko
TID_ROOF_ATTIC_WINDOWS_PINK,Pinkki ullakko
TID_ROOF_ATTIC_WINDOWS_BABY_BLUE,Vaaleansininen ullakko
TID_ROOF_SPIKES_WHITE,Valkoinen piikikäs
TID_BODY_FASTER_STRIPES_RACING_GREEN,Vihreä raidallinen
TID_PORCH_OVERGROWN,Kivetys
TID_PERCENTAGE,<NUMBER> %
TID_ACCOUNT_DISABLED_TEXT,Tili poistettu käytöstä
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,"Tämä tili on poistettu käytöstä poistopyynnön vuoksi, eikä sitä voida enää palauttaa."
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,"Tämä tili on poistettu käytöstä inaktiivisuuden vuoksi, eikä sitä voida enää palauttaa."
TID_NATIVE_DIALOG_ACCOUNT_DISABLED_BUTTON,OK
TID_CUSTOMIZE_SEARCHING,Haetaan...
TID_STYLE_GUIDE_PAGE_COLLECTED,Valmis!
TID_FLOATER_COLLECT_STYLE_INCOMPLETE,Toteuta tämä tyyli kokonaan ennen lunastamista.
TID_ACCOUNT_DELETION_WARNING_TITLE,Varoitus tilin poistamisesta
TID_DECO_RAINBOWFLOWERPATH,Kukkaispolku
TID_RENOVATOR_COMING_SOON,Rakentaja avautuu tasolla <LEVEL>.
TID_RENOVATOR_COMING_SOON_ACHIEVEMENTS,Rakentaja avautuu <POINTS> saavutuksella.
TID_CUSTOMIZE_RENEWSTOCKTEXT,Varaston päivittymiseen
TID_CUSTOMIZE_ARRIVEINTEXT,Rakentajan saapumiseen
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_GIFT_DIAMONDS_V2,"Uusi päivitys on saatavilla App Storesta! Päivitä peli nyt, niin saat <NUMBER> timanttia.\n\nPäivityksen ilmestyminen App Storeen saattaa kestää tunnin verran.\nJos päivityspainike ei toimi, mene App Storessa päivityksiin ja päivitä sivu VETÄMÄLLÄ ALAS."
TID_RENOVATOR_TUTORIAL1,"Oletko koskaan haaveillut siitä, että voisit muokata farmiasi entistä enemmän? Tässä on rakentaja Maggie!\n\nHän on tuonut sinulle muutamia ilmaisia juttuja, joihin kannattaa tutustua."
TID_RENOVATOR_TUTORIAL2,Maggie saapuu farmille aina maanantaisin mukanaan uusi valikoima upeita vaihtoehtoja vaihtelevin hinnoin. Voit myös maksaa pienen summan nähdäksesi vielä enemmän vaihtoehtoja.\n\nKaipaatko muokkausehdotuksia? Tutustu hänen kuvastoihinsa!
TID_RENOVATOR_TUTORIAL3,"Muistathan, että hinnat koskevat Maggien palveluksia. Sinun täytyy siis maksaa kaikista muokkauksista, vaikka asennuttamasi vaihtoehto olisi ollut sinulla jo ennestään. Onhan hänen saatava työstään palkkaa!\n\nMukavia farmin muokkaushetkiä!"
TID_CUSTOMIZE_STYLEGUIDE_UNLOCKDESC,"Jos kaikki kolme osaa ovat asennettuina yhtä aikaa, saat palkintoja!"
TID_CUSTOMIZE_STYLEGUIDE_COMPLETE,Valmis
TID_RENOVATOR_TUTORIAL1_b,Napauta työpöytää ja aloita farmisi muokkaaminen!
TID_CUSTOMIZE_FREE_PART,Ilmainen!
TID_CUSTOMIZATION_CATEGORY1,Talon katto
TID_CUSTOMIZATION_CATEGORY2,Talon seinät
TID_CUSTOMIZATION_CATEGORY3,Talon kuisti
TID_CUSTOMIZATION_CATEGORY4,Rekan hytti
TID_CUSTOMIZATION_CATEGORY5,Rekan perävaunu
TID_CUSTOMIZATION_CATEGORY6,Rekan pyörät
TID_CUSTOMIZATION_CATEGORY7,Tienvarsikojun katos
TID_CUSTOMIZATION_CATEGORY8,Tienvarsikojun laatikot
TID_CUSTOMIZATION_CATEGORY9,Tienvarsikojun perusta
TID_DECO_SEASONTREE_DESC,Vaihtuu kauden mukaan
TID_STYLE_GUIDE_SETNAME_TRUCK1,Aurinkoinen tyyli
TID_STYLE_GUIDE_SETNAME_TRUCK2,Keskiyön tyyli
TID_STYLE_GUIDE_SETNAME_TRUCK3,Sateenkaarityyli
TID_STYLE_GUIDE_SETNAME_TRUCK4,Purkkatyyli
TID_STYLE_GUIDE_SETNAME_TRUCK5,Liekehtivä tyyli
TID_STYLE_GUIDE_SETNAME_HOUSE1,Sininen tyyli
TID_STYLE_GUIDE_SETNAME_HOUSE2,Mökkityyli
TID_STYLE_GUIDE_SETNAME_HOUSE3,Latotyyli
TID_STYLE_GUIDE_SETNAME_HOUSE4,Majatalotyyli
TID_STYLE_GUIDE_SETNAME_HOUSE5,Idyllinen tyyli
TID_DECO_FLOWERLOGPATH,Kukkaistukkipolku
TID_NOTIFICATIONS_SETTINGS_BUILDERS,Rakentajan ilmoitukset
TID_NOTIFICATION_BUILDER_ARRIVED,Rakentaja Maggie on saapunut! Tutustu hänen uuteen valikoimaansa ja muokkaa farmiasi!
TID_NOTIFICATION_BUILDER_LEAVING,Rakentaja Maggie lähtee pian! Voit yhä muokata farmiasi!
TID_BASE_ORIGINAL,Puinen alkuperäinen
TID_BASE_ORIGINAL_GREEN,Vihreä puinen
TID_BASE_ORIGINAL_PURPLE,Violetti puinen
TID_BASE_ORIGINAL_GREENBRIGHT,Oliivinvihreä puinen
TID_BASE_BUNTING_RED,Punainen lippunauha
TID_BASE_BUNTING_PINK,Pinkki lippunauha
TID_BASE_BUNTING_YELLOWNBLUE,Heleä lippunauha
TID_BASE_BUNTING_BLUE,Sininen lippunauha
TID_BASE_TILES02_CHECK_ORANGE,Oranssi ruudullinen
TID_BASE_TILES02_CHECK_BROWN,Ruskea ruudullinen
TID_BASE_TILES02_CHECK_DARKBLUE,Laivastonsininen ruudullinen
TID_BASE_TILES02_CHECK_BLUENWHITE,Sininen ruudullinen
TID_BASE_TILES02_CHECK_GREENNGREEN,Vihreä ruudullinen
TID_BASE_WOODNSTRAW_YELLOW,Keltainen olkikatto
