TID,KR
TID_DECO_WINTERFENCE,겨울 울타리
TID_FALL_DECO_DESC,가을 장식
TID_WINTER_DECO_DESC,겨울 장식
TID_DECO_SNOWKING,겨울 왕
TID_DECO_IGLOO,이글루
TID_DECO_KETTLE,모닥불 주전자
TID_DECO_CANVASTENT,캔버스 텐트
TID_DECO_WINTERTREE,크리스마스 트리
TID_ELEPHANT_CALF1,갈색 아기 코끼리
TID_ELEPHANT_CALF1_DESCRIPTION,먹이를 주고\n경험치 모으기
TID_ELEPHANT_CALF2,회색 아기 코끼리
TID_ELEPHANT_CALF2_DESCRIPTION,먹이를 주고\n경험치 모으기
TID_HIPPO_CALF1,갈색 아기 하마
TID_HIPPO_CALF1_DESCRIPTION,먹이를 주고\n경험치 모으기
TID_HIPPO_CALF2,회색 아기 하마
TID_HIPPO_CALF2_DESCRIPTION,먹이를 주고\n경험치 모으기
TID_GIRAFFE_CALF1,노란색 아기 기린
TID_GIRAFFE_CALF1_DESCRIPTION,먹이를 주고\n경험치 모으기
TID_GIRAFFE_CALF2,베이지색 아기 기린
TID_GIRAFFE_CALF2_DESCRIPTION,먹이를 주고\n경험치 모으기
TID_DERBY_MYSTERY_TASK_TIME_DURATION_TOOLTIP,이 시간 내에 작업을 완료하면 더비 점수를 받을 수 있습니다.
TID_NEIGHBORHOOD_TASK_TIME_MYSTERY_TEXT,???
TID_NEIGHBORHOOD_TASK_MYSTERY_TITLE,비밀 작업
TID_NEIGHBORHOOD_TASK_MYSTERY_DESCRIPTION,수락하지 않으면 알 수 없는 비밀 작업!
TID_BOOSTER_FASTER_BAIT_MAKER,미끼 생산 시간 단축
TID_BOOSTER_DESCRIPTION_FASTER_BAIT_MAKER,<PARAM1>의 생산 속도가 <TIME>시간 동안 <NUMBER>% 더 빨라집니다.
TID_BOOSTER_FASTER_FISHING_SPOT_COOLDOWN,낚시 포인트 대기 시간 단축
TID_BOOSTER_DESCRIPTION_FASTER_FISHING_SPOT_COOLDOWN,<TIME>시간 동안 낚시 포인트 재이용 대기 시간이 <NUMBER>% 단축됩니다.
TID_BOOSTER_FASTER_LOBSTERS,가재가 빠른갑제
TID_BOOSTER_DESCRIPTION_FASTER_LOBSTERS,<TIME>시간 동안 가재 낚시 및 회수 시간이 <NUMBER>% 단축됩니다.
TID_BOOSTER_FASTER_DUCKS,오리가 빨리오리
TID_BOOSTER_DESCRIPTION_FASTER_DUCKS,<TIME>시간 동안 오리 낚시 및 회수 시간이 <NUMBER>% 단축됩니다.
TID_NEIGHBORHOOD_TASK_MYSTERY_TOOLTIP_TITLE,비밀 작업
TID_NEIGHBORHOOD_TASK_MYSTERY_TOOLTIP_DESCRIPTION,수락하기 전까지 작업 내용은 비밀입니다!
TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TITLE,타운 건물 작업
TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_DESCRIPTION,<BUILDING>에서 타운 방문객 <NUMBER>명 서비스하기
TID_DERBY_TASKLIST_TOOLTIP_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TASK,<BUILDING>에서 타운 방문객을 서비스하고 선물을 받으세요.
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_REP_LEVEL_REQUIREMENTS,명성 레벨이 너무 낮아\n작업을 받을 수 없습니다!
TID_PERSONAL_TRAIN_VISITOR_INFO,한 번에 여러 타운을 방문할 수 있습니다!\n\n이웃의 승강장에서 방문객을 데려오세요!
TID_PERSONAL_TRAIN_VISITOR_CAPACITY,열차에 탄 방문객: <COUNT>/<CAPACITY>
TID_PERSONALTRAIN_FRIENDLIST_NO_VISITORS_TRAIN_READY,이웃 친구 타운에 태울 방문객이 없습니다. 열차가 마을로 돌아갈 준비가 되었습니다!
TID_BOOSTER_FASTER_TOWN_BUILDINGS,타운 서비스 시간 단축
TID_BOOSTER_DESCRIPTION_FASTER_TOWN_BUILDINGS,"<PARAM1>, <PARAM2> 및 <PARAM3>의 서비스 시간이 <TIME>시간 동안 <NUMBER>% 단축됩니다."
TID_BOOSTER_FASTER_PERSONAL_TRAIN,열차 정비 시간 단축
TID_BOOSTER_DESCRIPTION_FASTER_PERSONAL_TRAIN,전용 열차의 정비 시간이 <TIME>시간 동안 <NUMBER>% 단축됩니다.
TID_DECO_CANNON,낡은 대포
TID_DECO_ANCHOR,낡은 닻
TID_DECO_WHEEL,낡은 배 키
TID_DECO_CLOCK,괘종시계
TID_DECO_DOGSTATUE,개 조각상
TID_DECO_LANTERNFENCE,조명 울타리
TID_DECO_EASTERGATE,부활절 대문
TID_DECO_EASTEREGG,부활절 달걀
TID_DECO_EASTERHIDDENEGGS,숨겨진 달걀
TID_DECO_EASTERPOND,부활절 연못
TID_DECO_EASTERGNOME,부활절 요정
TID_DECO_EASTEREGGTREE,부활절 나무
TID_DECO_VALENTINESGATE,하트 대문
TID_DECO_XMASSWING,크리스마스 그네
TID_BOOSTER_FASTER_NET_MAKER,그물 생산 시간 단축
TID_BOOSTER_DESCRIPTION_FASTER_NET_MAKER,<PARAM1>의 생산 속도가 <TIME>시간 동안 <NUMBER>% 더 빨라집니다.
TID_DECO_LITTLETIGER,작은 호랑이 조각상
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_BOOSTER_LOCKED_REPUTATION,부스터를 활성화하려면 명성이 <LEVEL>레벨이어야 합니다!
TID_TOWN_HALL_TAB_ALL,전체
TID_TOWN_HALL_SECTION_EMPTY_ALL,타운에 방문객이 없습니다.
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_REPAIR_NET_MAKER,이 부스터를 활성화하기 전에 그물 제작소를 수리하세요!
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_REPAIR_LOBSTER_POOL,이 부스터를 활성화하기 전에 가재 수족관를 수리하세요!
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_REPAIR_DUCK_SALON,이 부스터를 활성화하기 전에 오리집을 수리하세요!
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_REPAIR_PERSONAL_TRAIN,이 부스터를 활성화하기 전에 전용 열차를 수리하세요!
TID_ROADSIDE_SHOP_NEW_SALE_MIN_BUTTON,최소
TID_ROADSIDE_SHOP_NEW_SALE_MAX_BUTTON,최대
TID_DECO_ELEPHANTEARS,베고니아
TID_DECO_BLOOMINGCACTUS,꽃 선인장
TID_DECO_ICEPLANTORANGE,주황색 채송화
TID_DECO_SAGOPALM,소철
TID_DECO_PRICKLYPEAR,백년초
TID_DECO_TERMITES,작은 흰개미 집
TID_DECO_CREOSOTE,크레오소트 덤불
TID_DECO_SAGUARO,사와로 선인장
TID_DECO_DRAGONBLOODTREE,용혈수
TID_DECO_ICEPLANTWHITE,흰색 채송화
TID_DECO_BARRELCACTUS,금호선인장
TID_DECO_SMALLACACIA,작은 아카시아 나무
TID_EVENT_BOAT_HELP_TITLE,화물선 도움 필요!
TID_EVENT_BOAT_HELP_TEXT,"다른 농부들과 협동할 때입니다! 제한 시간 안에 최대한 많은 화물선 상자를 채워보세요! 이번에는 자신의 화물선이 아닌, 다른 농부들의 화물선 상자를 채워주어야 합니다.\n\n개인 목표를 달성하면 큰 보상이 제공되고, 협동 목표에도 결과가 반영됩니다. 전 세계의 농부들과 함께 목표를 달성하면 참가자 모두 보상을 받습니다."
TID_EVENT_BOAT_HELP_NOTIFICATION,멋진 상품이 기다리는 이벤트가 지금 막 시작됐습니다! 확인해보세요!
TID_EVENT_BOAT_HELP_MASSGIFT_TITLE,화물선 도움 이벤트
TID_EVENT_BOOSTER_BOAT_TITLE,부스터 화물선 시즌!
TID_EVENT_BOOSTER_BOAT_TEXT,화물선 시즌을 맞이해 여행객들이 몰려들고 있습니다! 이벤트 기간 중 상자를 채우면 부스터 하나를 보상으로 받게 됩니다. 잊지 말고 친구를 찾아가 화물선에 짐 싣는 작업을 도와주세요!\n\n주의: 이벤트 시작 이후 농장에 도착한 화물선에만 추가 부스터 보상이 적용됩니다.
TID_EVENT_BOOSTER_BOAT_NOTIFICATION,기간 한정 부스터 화물선 이벤트가 시작되었습니다!
TID_EVENT_PUZZLE_BOAT_TITLE,퍼즐 화물선 시즌!
TID_EVENT_PUZZLE_BOAT_TEXT,화물선 시즌을 맞이해 여행객들이 몰려들고 있습니다! 이벤트 기간 중 화물선을 가득 채우면 퍼즐 조각을 하나 받을 수 있습니다. 퍼즐 조각은 최대 5개까지 받을 수 있습니다. 친구를 찾아가 화물선 채우기를 도와주는 것도 잊지 마세요!\n\n주의: 이벤트 시작 이후 농장에 도착한 화물선에만 추가 퍼즐 조각 보상이 적용됩니다.
TID_EVENT_PUZZLE_BOAT_NOTIFICATION,기간 한정 퍼즐 화물선 이벤트가 시작되었습니다!
TID_EVENT_BARN_SILO_TRUCKS_TITLE,풍성한 트럭 주문!
TID_EVENT_BARN_SILO_TRUCKS_TEXT,"타운에 물품이 부족합니다!!! 이벤트 기간 중 트럭 배달을 완료하면, 헛간 및 농작물 저장소 개조 재료를 특별 보상으로 받을 수 있습니다.\n\n열심히 물건을 생산해주세요. 타운 사람들에게 농부님의 도움이 필요합니다!"
TID_EVENT_BARN_SILO_TRUCKS_NOTIFICATION,특별한 보상을 받을 수 있는 기간 한정 트럭 이벤트가 시작되었습니다!
TID_EVENT_EXPANSION_TRUCKS_TITLE,풍성한 트럭 주문!
TID_EVENT_EXPANSION_TRUCKS_TEXT,"타운에 물품이 부족합니다!!! 이벤트 기간 중 트럭 배달을 완료하면, 무작위 확장 아이템을 특별 보상으로 받게 됩니다.\n\n열심히 물건을 생산해주세요. 타운 사람들에게 농부님의 도움이 필요합니다!"
TID_EVENT_EXPANSION_TRUCKS_NOTIFICATION,특별한 보상을 받을 수 있는 기간 한정 트럭 이벤트가 시작되었습니다!
TID_EVENT_REWARDS_TRUCKS_TITLE,풍성한 트럭 주문!
TID_EVENT_REWARDS_TRUCKS_TEXT,타운에 물품이 부족합니다!!! 이벤트 기간 중 트럭 배달을 완료하면 코인 말고도 추가로 특별 보상을 받을 수 있습니다! 열심히 물건을 생산해주세요. 타운 사람들에겐 도움이 절실합니다!
TID_EVENT_REWARDS_TRUCKS_NOTIFICATION,특별한 보상을 받을 수 있는 기간 한정 트럭 이벤트가 시작되었습니다!
TID_EVENT_PRODUCTION_BONANZA_TITLE,생산시설 스피드 업 이벤트!
TID_EVENT_PRODUCTION_BONANZA_TEXT,생산시설에 뭔가 음매~우 놀라운 일이 일어났나 봅니다! 이벤트 중에는 모든 생산품의 생산 시간이 20% 단축됩니다. 이벤트가 끝나기 전에 미친 듯이 생산해보자고요!
TID_EVENT_PRODUCTION_BONANZA_NOTIFICATION,기간 한정 생산시설 이벤트가 시작됐습니다! 모든 생산시설이 빨라집니다. 확인해보세요!
TID_EVENT_FASTER_PRODUCTION_TITLE,생산 시간 단축!
TID_EVENT_FASTER_PRODUCTION_TEXT,생산시설이 순조롭게 돌아가고 있습니다! 이벤트 중에는 무작위로 선택된 생산시설 3개가 더욱 빠르게 상품을 생산합니다! 이벤트 포스터를 확인해서 어떤 건물인지 확인하고 더욱 빠르게 상품을 생산해 보세요!
TID_EVENT_FASTER_PRODUCTION_NOTIFICATION,기간 한정 생산 이벤트가 시작됐습니다. 어떤 건물의 생산 속도가 빨라지는지 확인해 보세요!
TID_EVENT_FASTER_CROP_BONANZA_TITLE,빠른 농작물 수확!
TID_EVENT_FASTER_CROP_BONANZA_TEXT,농사짓기 딱 좋은 날씨네요! 이벤트 중에는 모든 농작물이 20% 빠르게 자랍니다! 열심히 재배해주세요!
TID_EVENT_FASTER_CROP_BONANZA_NOTIFICATION,기간 한정 수확 이벤트가 시작됐습니다! 모든 농작물이 더 빠르게 자랍니다. 지금 확인해 보세요!
TID_EVENT_FASTER_CROPS_TITLE,농작물 성장 시간 단축!
TID_EVENT_FASTER_CROPS_TEXT,농사짓기 딱 좋은 날씨네요! 이벤트 중에는 무작위 농작물 3가지가 50% 빠르게 자랍니다! 이벤트 포스터에서 어떤 농작물인지 확인하고 더욱 빠르게 농작물을 수확하세요!
TID_EVENT_FASTER_CROPS_NOTIFICATION,기간 한정 수확 이벤트가 시작됐습니다! 어떤 농작물이 더 빠르게 자라는지 확인해 보세요!
TID_EVENT_MORE_CROP_BONANZA_TITLE,풍요로운 농작물!
TID_EVENT_MORE_CROP_BONANZA_TEXT,수확의 계절이 왔습니다! 이벤트 중에는 2개씩 수확하던 모든 농작물을 3개씩 수확할 수 있습니다. 농작물을 심어보세요!
TID_EVENT_MORE_CROP_BONANZA_NOTIFICATION,기간 한정 수확 이벤트가 시작됐습니다! 모든 농작물 수확량이 늘어납니다. 지금 확인해 보세요!
TID_EVENT_MORE_CROPS_TITLE,더 많은 농작물!
TID_EVENT_MORE_CROPS_TEXT,수확의 계절이 왔습니다! 이벤트 중에는 2개씩 수확하던 무작위 농작물 3가지에서 3개씩 수확할 수 있습니다! 이벤트 포스터를 확인해서 어떤 농작물인지 확인하고 더욱 많이 농작물을 수확하세요!
TID_EVENT_MORE_CROPS_NOTIFICATION,기간 한정 수확 이벤트가 시작됐습니다! 어떤 농작물의 수확량이 늘었는지 확인해 보세요!
TID_EVENT_LAND_EXPANSION_TOWNIE_TITLE,타운 방문객은 사랑입니다
TID_EVENT_LAND_EXPANSION_TOWNIE_TEXT,타운 방문이 호황기를 맞았습니다! 이벤트 기간 중 2~3곳에 들르는 타운 방문객들은 떠날 때 토지 확장 아이템을 보상으로 줍니다.\n\n본 이벤트가 시작한 이후 도착한 방문객들만 해당합니다. 방문객 이름이 보라색인지를 확인해 보세요! 멋진 상품들을 만들어 방문객들을 행복하게 해주세요!
TID_EVENT_LAND_EXPANSION_TOWNIE_NOTIFICATION,기간 한정 타운 보상 이벤트가 방금 시작되었습니다!
TID_EVENT_VOUCHER_TOWNIE_TITLE,타운 방문객은 사랑입니다
TID_EVENT_VOUCHER_TOWNIE_TEXT,타운에 여행 바람이 불고 있습니다! 이벤트 기간 중에는 2곳 또는 3곳에 들르는 타운 방문객들이 떠날 때 쿠폰을 보상으로 줍니다.\n\n본 이벤트가 시작한 이후 도착한 방문객들만 해당합니다. 방문객 이름이 보라색인지를 확인하세요! 멋진 상품들을 만들어 방문객들을 행복하게 해주세요!
TID_EVENT_VOUCHER_TOWNIE_NOTIFICATION,기간 한정 타운 보상 이벤트가 방금 시작되었습니다!
TID_EVENT_BARN_SILO_TOWNIE_TITLE,타운 방문객은 사랑입니다
TID_EVENT_BARN_SILO_TOWNIE_TEXT,타운 방문이 호황기를 맞았습니다! 이벤트 기간 중 2~3곳에 들르는 타운 방문객들은 떠날 때 헛간 또는 농작물 저장소 아이템을 보상으로 줍니다.\n\n본 이벤트가 시작한 이후 도착한 방문객들만 해당합니다. 방문객 이름이 보라색인지를 확인해 보세요! 멋진 상품들을 만들어 방문객들을 행복하게 해주세요!
TID_EVENT_BARN_SILO_TOWNIE_NOTIFICATION,기간 한정 타운 이벤트가 지금 시작되었습니다!
TID_EVENT_NEW_YEAR2018_TITLE,신년 맞이 이벤트!
TID_EVENT_NEW_YEAR2018_TEXT,"2018년이 다가옵니다! 새해를 맞이해 트럭 주문이 밀려들고 있습니다. 작업을 시작해 볼까요? 운이 좋다면 낚시터에서 불꽃놀이를 볼 수 있을지도 몰라요.\n\n제한 시간 안에 트럭 주문을 최대한 많이 달성해보세요! 개인 목표를 달성하면 큰 보상이 제공되고, 협동 목표에도 결과가 반영됩니다. 전 세계의 농부들과 함께 목표를 달성하면 참여자 모두 보상을 받습니다."
TID_EVENT_NEW_YEAR2018_NOTIFICATION,신년 맞이 이벤트가 시작되었습니다! 멋진 보상을 획득하세요!
TID_EVENT_CHRISTMAS2017_TITLE,크리스마스 도움 시즌!
TID_EVENT_CHRISTMAS2017_TEXT,"올해도 크리스마스가 다가왔습니다! 다른 농부들과 함께 나눔과 도움이 가득한 크리스마스 농장을 즐겨보세요!\n\n제한 시간 안에 최대한 많은 나무와 덤불을 되살리고 화물선 상자를 채워보세요! 개인 목표를 달성하면 큰 보상이 제공되고, 협동 목표에도 결과가 반영됩니다. 전 세계의 농부들과 함께 목표를 달성하면 참가자 모두 보상을 받습니다."
TID_EVENT_CHRISTMAS2017_NOTIFICATION,멋진 보상으로 가득한 크리스마스 이벤트를 만나보세요!
TID_HALLOWEEN_OFFER1,할로윈 특별 상품 1
TID_HALLOWEEN_OFFER2,할로윈 특별 상품 2
TID_HALLOWEEN_OFFER3,할로윈 특별 상품 3
TID_WELCOME_BACK_OFFER,웰컴백 상품
TID_FALL_OFFER1,가을 특별 상품 1
TID_FALL_OFFER2,가을 특별 상품 2
TID_FALL_OFFER3,가을 특별 상품 3
TID_HOLIDAY_OFFER1,크리스마스 특별 상품 1
TID_HOLIDAY_OFFER2,크리스마스 특별 상품 2
TID_HOLIDAY_OFFER3,크리스마스 특별 상품 3
TID_EASTER_OFFER1,부활절 특별 상품 1
TID_EASTER_OFFER2,부활절 특별 상품 2
TID_EASTER_OFFER3,부활절 특별 상품 3
TID_SUMMER_OFFER1,여름 특별 상품 1
TID_SUMMER_OFFER2,여름 특별 상품 2
TID_SUMMER_OFFER3,여름 특별 상품 3
TID_TOWN_HALL_TAB_LEAVING,떠나는 중
TID_SANCTUARY_BOOK_LOCKED_FIRSTBABY_DESCRIPTION,같은 종의 어른 동물을\n모두 완성하면 해제됩니다.
TID_SANCTUARY_BOOK_LOCKED_SECONDBABY_DESCRIPTION,같은 종의 첫 번째 아기 동물을\n완성하면 해제됩니다.
TID_DECO_CATTREE,스크래쳐
TID_DERBY_RACETRACK_TROPHY_UNREACHABLE_TOOLTIP,이 말굽에 도달하려면 더 많은 이웃이 더비에 참가해야 합니다!
TID_CUSTOMIZE_TITLE,나만의 농장
TID_CUSTOMIZE_DESCRIPTION,원하는 대로 다양하게 꾸며드립니다!\n아이템과 가격을 확인하세요!
TID_CUSTOMIZE_TIMEPRETEXT,떠나기까지:
TID_CUSTOMIZE_AREYOUSURE,설치할까요?
TID_CUSTOMIZE_CONFIRMLINE1,매기가 다음 아이템을 설치합니다.
TID_CUSTOMIZE_CONFIRMLINE2,변경하면 원래대로 되돌릴 수 없습니다.
TID_CUSTOMIZE_SOLDOUTTITLE,설치됨
TID_CUSTOMIZE_SOLDOUTTEXT,새로워진 스타일!
TID_SUPERCELL_ID_LOGIN_BUTTON,Supercell ID로 로그인
TID_SUPERCELL_ID_NEW_GAME_BUTTON,Supercell ID 없이 플레이
TID_CUSTOMIZE_BTNREFRESH,더 보기
TID_CUSTOMIZE_BTNCATALOG,카탈로그
TID_CUSTOMIZE_BTNBUILD,설치
TID_CUSTOMIZE_BTNCANCEL,취소
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_TITLE,농장을 불러올까요?
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_TEXT,<NAME> 농장(<LEVEL>레벨)을 발견했습니다! Supercell ID로 로그인해 불러오세요!
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_NO,취소
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_YES,확인
TID_RENOVATOR_INFO_TITLE_1,꾸미기 장인 매기를 만나보세요!
TID_RENOVATOR_INFO_TITLE_2,꾸미기 장인 이용하기
TID_RENOVATOR_INFO_TITLE_3,카탈로그
TID_RENOVATOR_INFO_TITLE_4,카탈로그!
TID_RENOVATOR_INFO_TITLE_5,5 페이지
TID_RENOVATOR_INFO_TITLE_6,6 페이지
TID_RENOVATOR_INFO_TITLE_7,7 페이지
TID_RENOVATOR_INFO_TEXT_1,"매기는 트럭, 농장 집, 가판대를 꾸밀 수 있습니다."
TID_RENOVATOR_INFO_TEXT_2,매기는 매주 새로운 아이템을 가지고 농부님을 찾아옵니다. 다이아몬드를 사용해 더 많은 아이템을 볼 수 있습니다.
TID_RENOVATOR_INFO_TEXT_3,"제시된 가격은 아이템을 설치하는 비용입니다. 이전에 설치한 적이 있더라도, 매기가 직접 아이템을 다시 설치해야 하기 때문에 설치 비용을 내야 합니다."
TID_RENOVATOR_INFO_TEXT_4,"한 번 설치하면 취소할 수 없습니다. 설치한 아이템이 마음에 들지 않는다면, 다른 아이템을 선택해 매기에게 비용을 내고 다시 설치해야 합니다."
TID_RENOVATOR_INFO_TEXT_5,매기는 스타일 북과 컬렉션 북을 제공합니다. 두 가지 카탈로그를 확인해보세요!
TID_RENOVATOR_INFO_TEXT_6,스타일 북에서 매기가 직접 엄선한 스타일 조합을 확인할 수 있습니다. 제안된 스타일을 완성하면 특별한 보상을 받을 수 있습니다! 모든 스타일을 완성해 보세요!
TID_RENOVATOR_INFO_TEXT_7,컬렉션 북에서 이전에 설치한 적이 있는 아이템을 확인할 수 있습니다. 매기가 방문하면 해당 아이템을 다시 설치할 수 있습니다!
TID_SETTINGS_MUSIC_NEW,음악
TID_SETTINGS_SOUND_EFFECTS_NEW,소리
TID_SETTINGS_SCID_TITLE,Supercell ID
TID_SETTINGS_FACEBOOK_TITLE,Facebook
TID_SETTINGS_FACEBOOK_FRIENDS_TITLE,Facebook 친구
TID_SETTINGS_GOOGLE_PLAY_TITLE,Google Play
TID_SETTINGS_SCID_CONNECTED,연동됨
TID_SETTINGS_SCID_DISCONNECTED,연동되지 않음
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED_NEW,연동됨
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED_NEW,연동되지 않음
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING_NEW,연동 중
TID_PRODUCT_FLOWERPENDANT,꽃 펜던트
TID_PRODUCT_FLORALCANDLE,꽃 양초
TID_PRODUCT_SPICYSPAGHETTI,매콤한 파스타
TID_PRODUCT_ONIONMELT,양파 치즈 토스트
TID_PRODUCT_CARAMELLATTE,캐러멜 라떼
TID_PRODUCT_CANDYBOUQUET,사탕 꽃다발
TID_PRODUCT_COCOASMOOTHIE,코코아 스무디
TID_PRODUCT_BIGSUSHIROLL,큰 롤 초밥
TID_ADVANCE_SETTINGS_OFFERS_HEADER,맞춤 상품
TID_ADVANCE_SETTINGS_OFFERS_TEXT,맞춤 상품 활성화 및 알림 설정
TID_ORIGINAL_WHITE,기본 하얀색
TID_ORIGINAL_GRUE,청회색
TID_ORIGINAL_TEAL,청록색
TID_ORIGINAL_DARK,암자색
TID_ORIGINAL_YELEEN,황록색
TID_ORIGINAL_BORING,갈색
TID_BARN_RED,빨간색 헛간
TID_COUNTRY_GREY,컨트리(회색)
TID_COUNTRY_PINK,컨트리(분홍색)
TID_COUNTRY_RED,컨트리(빨간색)
TID_COUNTRY_YELLOW,컨트리(노란색)
TID_COUNTRY_WHITE,컨트리(하얀색)
TID_HALFNHALF_BLUE,파란색 투톤
TID_HALFNHALF_OLD,초록색 투톤
TID_HALFNHALF_RETIREMENT,보라색 투톤
TID_CUTE_BLUE,큐트(파란색)
TID_CUTE_PASTEL_PINK,큐트(분홍색)
TID_CUTE_GREEN,큐트(초록색)
TID_CUTE_GREY,큐트(회색)
TID_CUTE_PURPLE,큐트(보라색)
TID_CUTE_YELLOW,큐트(노란색)
TID_CUTE_RED,큐트(빨간색)
TID_GASTHOUSE,게스트하우스
TID_PLANKS_YELLOW,노란색 판자
TID_PLANKS2,청록색 판자
TID_PLANKS3,올드로즈 판자
TID_PLANKS4,초록색 판자
TID_PLANKS5,빨간색 판자
TID_RUSTIC,러스틱
TID_CABIN02_WHITE,하얀색 오두막집
TID_CABIN02_GREEN,초록색 오두막집
TID_PORCH_ORIGINAL,기본
TID_PORCH_COUNTRY,컨트리
TID_PORCH_BASIC_SHEEP,하얀색 울타리
TID_PORCH_BASIC_COW,헛간
TID_PORCH_CUTE,큐트
TID_PORCH_GUESTHOUSE,게스트하우스
TID_PORCH_ORIGINAL_EXTENDED,풀 발코니
TID_PORCH_POSH,팬시
TID_PORCH_RUSTIC,러스틱
TID_PORCH_BRIDGE_DITCH1,다리
TID_PORCH_STABLE1,마구간
TID_PORCH_BRIDGE_DITCH2,다리 배수로2
TID_PORTCH_DOC,부두
TID_PORCH_STABLE2,마구간2
TID_ROOF_ORIGINAL_BORING_BLACK,기본 검은색
TID_ROOF_ORIGINAL_KINDA_RED,빨간색
TID_ROOF_ORIGINAL_BLUE,파란색
TID_ROOF_ORIGINAL_SPOOKY_PURPLE,보라색
TID_ROOF_OPENGABLE_KINDA_RED,빨간색 기와
TID_ROOF_OPENGABLE_BLUE,파란색 기와
TID_ROOF_OPENGABLE_GREEN,초록색 기와
TID_ROOF_OPENGABLE_BLACK,검은색 기와
TID_ROOF_OPENGABLE_GOLD,금색 기와
TID_ROOF_OPENGABLE_SPOOKY_PURPLE,보라색 기와
TID_ROOF_OPENGABLE_BROWN,갈색 기와
TID_ROOF_OPENGABLE_PINK,분홍색 기와
TID_ROOF_ATTIC_WINDOWS_RED,빨간색 다락방
TID_ROOF_ATTIC_WINDOWS_BLUE,파란색 다락방
TID_ROOF_ATTIC_WINDOWS_GREEN,초록색 다락방
TID_ROOF_ATTIC_WINDOWS_BLACK,검은색 다락방
TID_ROOF_ATTIC_WINDOWS_ORANGE,주황색 다락방
TID_ROOF_ATTIC_WINDOWS_PURPLE,보라색 다락방
TID_ROOF_SPIKES_BLACK_AND_GOLD,뾰족 장식(검은색)
TID_ROOF_SPIKES_GREY_AND_CHROME,뾰족 장식(회색)
TID_ROOF_SPIKES_BLUE_AND_BLACK,뾰족 장식(파란색)
TID_ROOF_SPIKES_KINDA_RED,뾰족 장식(빨간색)
TID_ROOF_WOODEN_PLANKS_KINDA_RED,빨간색 판자
TID_ROOF_WOODEN_PLANKS_GREEN,초록색 판자
TID_ROOF_WOODEN_PLANKS_SPOOKY_PURPLE,보라색 판자
TID_ROOF_WOODEN_PLANKS_BLACK,검은색 판자
TID_ROOF_WOODEN_PLANKS_BLUE,파란색 판자
TID_ROOF_WOODEN_PLANKS_BROWN,갈색 판자
TID_ROOF_WOODEN_PLANKS_LIGHT_BROWN,연갈색 판자
TID_ROOF_METAL_BLACK,블랙 메탈
TID_ROOF_METAL_COPPER_NEW,구리색
TID_ROOF_METAL_COPPER_OLD,암녹색
TID_ROOF_METAL_BLUE,블루 메탈
TID_ROOF_METAL_CHROME,크롬
TID_ROOF_STRAW_YELLOW,노란색 밀짚
TID_ROOF_STRAW_DARKO,어두운 밀짚
TID_ROOF_STRAW_GREEN,초록색 밀짚
TID_ROOF_FLAT,옥상
TID_BODY_NUDE,기본 빨간색
TID_BODY_TAXI_YELLOW,밝은 노란색
TID_BODY_ICECREAM,바닐라색
TID_BODY_GREEN,밝은 초록색
TID_BODY_BAD_ASS_BLUE,강청색
TID_BODY_BARBIE,화사한 분홍색
TID_BODY_BLACKHOLE,블랙홀
TID_BODY_OLD_GREEN,빛바랜 초록색
TID_BODY_MAN_PURPLE,암자색
TID_BODY_HOTROD_RED,빨간색 투톤
TID_BODY_HOTROD_TEAL,청록색 투톤
TID_BODY_HOTROD_JOKER,초록색 투톤
TID_BODY_HOTROD_YELLOW,노란색 투톤
TID_BODY_HOTROD_VINTAGE_BLACK,검은색 투톤
TID_BODY_HOTROD_VINTAGE_WHITE,하얀색 투톤
TID_BODY_FADE_SUNRISE,빛바랜 해돋이
TID_BODY_FADE_DAY,빛바랜 햇빛
TID_BODY_FADE_SUNSET,빛바랜 해넘이
TID_BODY_FADE_NIGHT,빛바랜 저녁
TID_BODY_FASTER_STRIPES_TEAL,청록색 줄무늬
TID_BODY_FASTER_STRIPES_YELLOW,노란색 줄무늬
TID_BODY_FASTER_STRIPES_SALMON,연어색 줄무늬
TID_BODY_FASTER_STRIPES_ORANGE,주황색 줄무늬
TID_BODY_FLAMEON_PURPLE,불꽃(보라색)
TID_BODY_FLAMEON_ORANGE,불꽃(주황색)
