TID,DE
TID_COMBO_TASKS_CHILLY_TITLE,Eisige Aufgabe
TID_COMBO_TASKS_SWEETS_TITLE,Süßigkeitenaufgabe
TID_COMBO_TASKS_WARM_TITLE,Warme Aufgabe
TID_COMBO_TASKS_SPA_TITLE,Kurbadaufgabe
TID_COMBO_TASKS_CORNUCOPIA_TITLE,Füllhornaufgabe
TID_COMBO_TASKS_TOUGH_TITLE,Schwere Aufgabe
TID_COMBO_TASKS_TOWNIES_TITLE,Stadtbewohner-Aufgabe
TID_COMBO_TASKS_CRAFTS_TITLE,Handwerksaufgabe
TID_COMBO_TASKS_DAYTRIP_TITLE,Tagesausflug-Aufgabe
TID_COMBO_TASKS_MARKET_TITLE,Marktaufgabe
TID_COMBO_TASKS_VEGAN_TITLE,Vegane Aufgabe
TID_COMBO_TASKS_MUSCLES_TITLE,Muskelaufgabe
TID_COMBO_TASKS_NAME,Combo-Aufgabe
TID_BOOSTER_TUTORIAL_2_2,"Schübe kannst du als Belohnungen an verschiedenen Orten erhalten. Dazu gehört: das Derby, das Glücksrad und Geheimkisten."
TID_BOOSTERS_COMING_SOON,Schübe werden ab Level <LEVEL> freigeschaltet.
TID_FEATURE_BOOSTERS,Schübe
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_REPAIR_DOCS,"Repariere die Anlegestelle, bevor du diesen Schub aktivierst!"
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_LOCKED,"Erreiche Level <LEVEL> und schalte ,,<PARAM>\q frei, bevor du diesen Schub aktivierst!"
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_MISSING_BUILDING,"Baue eines der Produktionsgebäude, bevor du diesen Schub aktivierst!"
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_MISSING_ONE_BUILDING,"Baue das Produktionsgebäude, bevor du diesen Schub aktivierst!"
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_BOOSTER_LOCKED,"Erreiche Level <LEVEL>, um diesen Schub zu aktivieren!"
TID_FEATURE_SPECIAL_EXPANSIONS,Besondere Erweiterungen
TID_PUZZLE_PIECE_1,Puzzlestück
TID_PUZZLE_PIECE_1_DESCRIPTION,"Erhältst du beim Derby, von Schiffen und aus Geheimkisten."
TID_ELEPHANT_HOUSE,Elefantenhaus
TID_ELEPHANT_HOUSE_SHOP_DESCRIPTION,Zuhause für <CAPACITY> Elefanten
TID_ELEPHANT1,Grauer Elefant
TID_ELEPHANT1_DESCRIPTION,"Füttern, um Punkte zu sammeln"
TID_FLOATER_SANCTUARY_ANIMAL_HUNGRY,Füttere deine Reservattiere in ihrer Hütte.
TID_SANCTUARY_DECO_UNLOCK_TEXT,Schalte dieses Tier im Reservat frei: <ANIMAL>
TID_ELEPHANT2,Brauner Elefant
TID_ELEPHANT2_DESCRIPTION,"Füttern, um Punkte zu sammeln"
TID_HIPPO1,Braunes Nilpferd
TID_HIPPO1_DESCRIPTION,"Füttern, um Punkte zu sammeln"
TID_HIPPO2,Graues Nilpferd
TID_HIPPO2_DESCRIPTION,"Füttern, um Punkte zu sammeln"
TID_GIRAFFE1,Beige Giraffe
TID_GIRAFFE1_DESCRIPTION,"Füttern, um Punkte zu sammeln"
TID_GIRAFFE2,Gelbe Giraffe
TID_GIRAFFE2_DESCRIPTION,"Füttern, um Punkte zu sammeln"
TID_HIPPO_HOUSE,Nilpferdhaus
TID_HIPPO_HOUSE_SHOP_DESCRIPTION,Zuhause für <CAPACITY> Nilpferde
TID_GIRAFFE_HOUSE,Giraffenhaus
TID_GIRAFFE_HOUSE_SHOP_DESCRIPTION,Zuhause für <CAPACITY> Giraffen
TID_FLOATER_SANCTUARY_ANIMAL_HABITAT_NEEDED,Platziere erst ein Zuhause für das Tier!
TID_FLOATER_TYPE_SANCTUARY_ANIMAL_HABITAT_FULL,Kein Platz für weitere Tiere!
TID_REPAIR_SANCTUARY_BOOKSTAND_TEXT,Repariere den Bücherstand des Reservats
TID_REPAIR_SANCTUARY_BOOKSTAND_TITLE,Bücherstand des Reservats reparieren?
TID_REPAIR_SANCTUARY_BOOKSTAND_YES,Reparatur beginnen
TID_FLOATER_INVALID_OBJECT_POSITION_REPAIR_SANCTUARY_BOOK,"Repariere zuerst den Bücherstand des Reservats, um hier Gegenstände zu platzieren!"
TID_FLOATER_INVALID_OBJECT_POSITION_CANNOT_PLACE_IN_SANCTUARY,Dieser Gegenstand kann nicht im Reservat platziert werden.
TID_FLOATER_INVALID_OBJECT_POSITION_CANNOT_PLACE_IN_DECO_EVENT,Dieser Gegenstand kann nicht im Designfestival platziert werden.
TID_FLOATER_INVALID_OBJECT_POSITION_PLACE_ONLY_IN_SANCTUARY,Dieser Gegenstand kann nur im Reservat platziert werden.
TID_FLOATER_SANCTUARY_NATURAL_OBJECTS_COMING_SOON,"Repariere den Bücherstand des Reservats, um dieses Land freizuräumen!"
TID_SANCTUARY_BOOKSTAND,Bücherstand des Reservats
TID_NEWS_TODAY,Heute
TID_NEWS_YESTERDAY,Gestern
TID_NEWS_THIS_WEEK,Diese Woche
TID_NEWS_LAST_WEEK,Letzte Woche
TID_NEWS_OLDER,Älter
TID_SANCTUARY_BOOK_LOCKED_ANIMAL,Gesperrt
TID_SANCTUARY_BOOK_LOCKED_ANIMAL_DESCRIPTION,"Entsperrt, nachdem das erste Tier derselben Tierart vollständig ist"
TID_BOAT_SPECIAL_REWARD_TOOLTIP,"Schließe diese Schiffslieferung ab, um ein Reservat-Puzzlestück zu bekommen"
TID_SHOP_UNLOCK_ANIMAL_EXPANSION,"Schalte nahegelegene Erweiterungen frei, um den Bücherstand des Reservats zu erreichen"
TID_SHOP_REPAIR_BOOKSTAND,Repariere den Bücherstand des Reservats
TID_SHOP_COMPLETE_ANIMAL_PUZZLE,Sammle Puzzlestücke und vervollständige dieses Tier: <ANIMAL>
TID_UPDATE_NOTIFICATION_IAP_OFFERS_DECORATIONS,Besondere Diamantenpakete mit exklusiven Dekorationen jetzt erhältlich!
TID_UPDATE_NOTIFICATION_IAP_OFFERS_BOOSTERS,Besondere Diamantenpakete mit wertvollen Schüben jetzt erhältlich!
TID_PASSENGER_REWARD_ANIMAL_GREETING1,Vielen Dank. Ich freue mich jetzt auf den Besuch im Reservat!
TID_PASSENGER_REWARD_ANIMAL_GREETING2,Deine Stadt ist toll! Und es gibt sogar ein Reservat für Wildtiere? Das muss ich unbedingt sehen!
TID_PASSENGER_REWARD_ANIMAL_GREETING3,"Vielen Dank. Ich will mir nur kurz die Tiere ansehen, bevor ich gehe!"
TID_PASSENGER_REWARD_ANIMAL_GREETING4,"Was für eine tolle Stadt! Sind das Tiere da drüben? Oh, ich muss unbedingt mal schauen!"
TID_PASSENGER_REWARD_ANIMAL_GREETING5,Vielen Dank. Jetzt will ich die schönen Tiere im Reservat besuchen!
TID_SANCTUARY_ANIMAL_COMPLETE,<ANIMAL> vollständig!
TID_HERBIVORE_FOOD,Weizenbündel
TID_TOWN_HALL_PASSENGER_STATE_WALK_TO_SANCTUARY,Geht zum Reservat
TID_TOWN_HALL_PASSENGER_STATE_WAITING_AT_SANCTUARY,Sieht sich das Reservat an
TID_DECO_BLUECAKE,Blaue Torte
TID_SANCTUARY_BOOK_STICKER_FIRST_ANIMAL,"Platziere dies, um das Tier zu erhalten: <HABITAT>"
TID_SANCTUARY_BOOK_STICKER_OTHER_ANIMAL,"Verbessere Folgendes, um das Tier zu erhalten: <HABITAT>"
TID_FLOATER_SANCTUARY_ANIMAL_HABITAT_MAX_RANK,<PARAM> hat maximales Level erreicht!
TID_UPGRADE_SANCTUARY_ANIMAL_HABITAT_YES,Verbessern
TID_UPGRADE_SANCTUARY_ANIMAL_HABITAT_TITLE,Tierhaus verbessern?
TID_UPGRADE_SANCTUARY_ANIMAL_HABITAT_TEXT,"Verbesserungen bringen dir mehr Tiere. Je mehr Tiere dazukommen, desto mehr Spaß haben sie!"
TID_FLOATER_COMPLETE_NEXT_ANIMAL_REQUIRED,"Sammle Puzzlestücke und vervollständige das nächste Tier, um dies zu verbessern: <PARAM>!"
TID_BOAT_SPECIAL_REWARD,Extrabelohnungen
TID_DERBY_INFO_TITLE_7,Besondere Derbyregeln
TID_DERBY_INFO_7,Für das aktuelle Derby gibt es keine besonderen Regeln!
TID_SANCTUARY_VISITOR1,Die Tiere sind so groß!
TID_SANCTUARY_VISITOR2,Ich habe noch nie so eins gesehen!
TID_SANCTUARY_VISITOR3,"Oh wow, das ist unglaublich!"
TID_SANCTUARY_VISITOR4,Die sind so lustig!
TID_SANCTUARY_VISITOR5,Was für ein niedliches Gesicht!
TID_SANCTUARY_VISITOR_DROPOFF1,Viel Spaß damit!
TID_SANCTUARY_VISITOR_DROPOFF2,"Hier, bitte schön!"
TID_SANCTUARY_VISITOR_DROPOFF3,Vielen Dank!
TID_SANCTUARY_VISITOR_DROPOFF4,Das hat mich gefreut!
TID_SANCTUARY_VISITOR_DROPOFF5,Hoffentlich gefällt es dir!
TID_BOOSTER_PACK_1,Schübepaket 1
TID_BOOSTER_PACK_2,Schübepaket 2
TID_BOOSTER_PACK_3,Schübepaket 3
TID_SANCTUARY_TUTORIAL_1,"Sieh mal, das alte Reservat! Repariere die Plattform, dann können wir ein wundervolles Zuhause für viele Tiere schaffen!"
TID_SANCTUARY_TUTORIAL_2,"Wow, dieses Land ist wirklich noch gut gepflegt! Perfekt für ein paar Tiere in Not."
TID_SANCTUARY_TUTORIAL_3,Schauen wir mal im alten Logbuch nach.
TID_SANCTUARY_TUTORIAL_4,Platziere das freigeschaltete Tierhaus im Reservat.
TID_SANCTUARY_TUTORIAL_5,Da ist es schon!
TID_SANCTUARY_TUTORIAL_6,"Du kannst in der Futtermühle deiner Farm Futter für deine Reservattiere herstellen. Kümmere dich gut um sie, dann belohnen sie dich mit EP und tollen Extras!"
TID_SANCTUARY_TUTORIAL_7,"Die Stadtbesucher sehen sich die Tiere gern an. Sie kommen vorbei und lassen Belohnungen für dich da, wenn ihnen ein Tier gefällt!"
TID_SANCTUARY_TUTORIAL_8,"Sammle Puzzlestücke, um die anderen Tiere freizuschalten! Du kannst sie auf verschiedene Weise bekommen: über Derbys, den Farmpass, Geheimkisten, Ereignisse usw. Viel Spaß mit deinen Wildtieren!"
TID_SANCTUARY_COMING_SOON,"Schalte nahegelegene Erweiterungen frei, um das Reservat zu betreten!"
TID_DECO_BAOBABTREE,Affenbrotbaum
TID_DECO_TERMITEMOUND,Termitenhügel
TID_DECO_ELEPHANTGRASS,Hohes Gras
TID_DECO_MUDDYLOG,Trockener Baumstamm
TID_DECO_LALAPALM,Ilala-Palme
TID_DECO_ROCKFORMATION,Felsgruppe
TID_DECO_ACACIATREE,Akazie
TID_DECO_ICEPLANT,Gelbe Mittagsblume
TID_DECO_ROCKPOND,Teich mit Steinen
TID_DECO_SAVANNAHBUSH,Kleiner Busch
TID_DECO_PALMTREE,Palme
TID_DECO_ALOEPLANT,Aloe
TID_DECO_HUGSTATUE,Statue \qUmarmung\q
TID_SANCTUARY_INFO1,Willkommen im Reservat. Hier kannst du Wildtieren Schutz und ein schönes Leben bieten!
TID_SANCTUARY_INFO2,"Sammle Puzzlestücke, um Tiere in dein Reservat einzuladen. Für jedes Tier werden 36 Puzzlestücke benötigt."
TID_SANCTUARY_INFO3,"Puzzlestücke bekommst du von besonderen Schiffen, beim Derby und aus Geheimkisten!"
TID_SANCTUARY_INFO4,"Sobald du alle Puzzlestücke für ein Tier hast, kannst du sein Haus in deinem Reservat platzieren und es zieht ein!"
TID_SANCTUARY_INFO5,"Wenn du alle Puzzlestücke für ein zweites Tier derselben Tierart gesammelt hast, kannst du das Tierhaus verbessern. Das ist kostenlos und geht sofort!"
TID_SANCTUARY_INFO6,Tiere laufen frei in deinem Reservat herum.
TID_SANCTUARY_INFO7,Mahle mit der Futtermühle deiner Farm Pflanzenfresserfutter für deine Wildtiere!
TID_SANCTUARY_INFO8,Manchmal möchten Stadtbesucher ein Tier sehen.
TID_SANCTUARY_INFO9,"Falls sich das Tier in deinem Reservat befindet, geht der Besucher hin, nachdem du ihn bedient hast. Er lässt auch eine Belohnung zurück! Je mehr Tiere du hast, desto mehr Besucher kommen, um sie sich anzusehen!"
TID_SANCTUARY_INFO10,"Falls sich das gewünschte Tier noch nicht in deinem Reservat befindet, nimmt der Besucher einfach den nächsten Zug."
TID_DECO_HUGSTATUE_DESC,Dekoration zum 5. Geburtstag von Hay Day
TID_ADVANCED_EVENT_TITLE_5THBIRTHDAY,Ihr habt eine Umarmung verdient!
TID_EVENT_PAMFLET_5THBIRTHDAY,Das Baumfreund-Ereignis zum 5. Geburtstag von Hay Day ist da!
TID_ADVANCED_EVENT_TEXT_5THBIRTHDAY,"Es ist Hay Days 5. Geburtstag und wir möchten die Freude mit allen teilen. Belebe möglichst viele Bäume und Sträucher wieder, bevor die Zeit abläuft! Erreiche deine persönlichen Ziele, um tolle Belohnungen zu erhalten. Dein Ergebnis trägt auch zum globalen Community-Ziel bei. Erreiche das Ziel zusammen mit Farmern aus der ganzen Welt, dann erhältst du eine Belohnung."
TID_ADVANCED_EVENT_NOTIFICATION_5THBIRTHDAY,Ein besonderes Baumfreund-Ereignis zum 5. Geburtstag mit tollen Preisen hat gerade begonnen! Schau´s dir an!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_5THBIRTHDAY,Geburtstagsereignis
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_5THBIRTHDAY,Hi <NAME>! Vielen Dank an alle für die Beteiligung am besonderen Baumfreund-Ereignis zu unserem Geburtstag. Wir haben es gemeinsam geschafft! Es war ein Riesenerfolg! Nimm bitte diese Belohnung als Dankeschön für deinen Beitrag.
TID_SANCTUARYDECO_DESC,Dekoriere dein Reservat
TID_SANCTUARY_INFO_TITLE,Reservatinfos
TID_DERBY_THEME_MORE_INFO,Auf Seite 7 erfährst du mehr über das besondere Derbythema.
TID_ADVANCED_EVENT_SPECIAL_BOATS_UNAVAILABLE,"Repariere den Bücherstand des Reservats, um an diesem Ereignis teilzunehmen."
TID_CANNOT_PARTICIPATE_IN_EVENT_CUSTOM_TITLE,Ereignis gesperrt
TID_SANCTUARYBOOK_COMPLETED,Abgeschlossen!
TID_CALENDAR_EVENT_BOAT_ORDER_PUZZLEBONUS_TITLE,Schiff-Puzzlestück-Bonus
TID_CALENDAR_EVENT_BOAT_ORDER_PUZZLEBONUS_TEXT,Eine besondere Flussschiff-Saison hat begonnen! Bei diesem Ereignis gibt es für jedes komplett beladene Schiff ein Reservat-Puzzlestück! Besuche auch deine Freunde und hilf ihnen bei ihren Schiffen!
TID_CALENDAR_EVENT_PUZZLEBOAT_NOTIFICATION,Ein zeitlich begrenztes Ereignis mit Spezialbonus für Flussschiffe (Puzzlestücke) hat begonnen!
TID_MASSGIFT_5THBIRTHDAY_ANNOUNCEMENT_TEXT,"Hay Day wird fünf Jahre alt! Wir freuen uns darauf, das zusammen mit euch zu feiern! Mit Ereignissen und Umarmungen. Vielen Umarmungen! Halte Ausschau nach unseren verschiedenen Feierlichkeiten! Fangen wir mit 10 Diamanten an!"
TID_MASSGIFT_5THBIRTHDAY_CAKEGIFT_TEXT,Wir feiern fünf Jahre mit tollen Spielern wie euch und möchten euch dafür dieses besondere Geburtstagsgeschenk geben. Viel Spaß und vielen Dank!
TID_MASSGIFT_5THBIRTHDAY_100DIAMONDS_TEXT,"Danke, dass ihr so eine tolle Community seid und uns eure Storys erzählt habt. Ihr seid super! Als Dankeschön haben wir 100 Diamanten für euch. Ohne Spieler wie euch würde es Hay Day nicht geben!"
TID_MASSGIFT_5THBIRTHDAY_HEADER,Hay Days 5. Geburtstag
TID_BIRTHDAYCAKE_POSTMANPRESENT_NOTIFICATION,Ein ganz besonderes Geburtstagsgeschenk wartet auf dich. Schau´s dir gleich an!
TID_UPDATE_NOTIFICATION_IAP_OFFERS_DECORATIONS_TAKEDOWN,Besondere Diamantenpakete mit exklusiven Dekorationen werden bald entfernt. Hol sie dir jetzt!
TID_REQUIRES_SANCTUARY,Erfordert Reservattiere
TID_REQUIRES_HERBIVORE,Reservat-Pflanzenfresser benötigt
TID_REQUIRES_CARNIVORE,Reservat-Fleischfresser benötigt
TID_BOOSTER_MORE_XP_BONUS,Extra!
TID_DERBY_TASKS_TAB_DERBY,Derby
TID_DERBY_TASKS_TAB_BINGO,Bingotafel
TID_DERBY_TASKS_TAB_BINGO_INTRO_POINTS_TITLE,"Erledige die aufgeführten Derby-Aufgaben und vervollständige mindestens eine Bingoreihe, um zusätzliche Derbypunkte zu verdienen!"
TID_DERBY_TASKS_TAB_BINGO_INTRO_REWARDS_TITLE,"Erledige die aufgeführten Derby-Aufgaben und vervollständige mindestens eine Bingoreihe, um zusätzliche Belohnungen zu verdienen!"
TID_DERBY_TASKS_TAB_BINGO_INTRO_TITLE,Mach mit beim Derby!
TID_DERBY_TASKS_TAB_BINGO_INTRO_TEXT,Wähle eine Derby-Aufgabe und fang mit dem Bingo an!
TID_DERBY_TASKS_TAB_BINGO_COMPLETE_POINTS_TITLE,Du hast das Bingo-Derby für diese Woche abgeschlossen!
TID_DERBY_TASKS_TAB_BINGO_COMPLETE_POINTS_TEXT_1,Deine Gemeinschaft hat
TID_DERBY_TASKS_TAB_BINGO_COMPLETE_POINTS_TEXT_2,zusätzliche Bonuspunkte erhalten. Glückwunsch!
TID_DERBY_TASKS_TAB_BINGO_COMPLETE_REWARDS_TEXT_1,Du hast eine <COUNT>-fache Extrabelohnung erhalten! Du kannst sie am Ende des Derbys im Belohnungsreiter abholen.
TID_BINGO_TOOLTIP_DESCRIPTION,Schließe <COUNT> x eine <TASK> ab
TID_BINGO_TASK_AMOUNT,<COUNT>/<MAX>
TID_DERBY_TASKS_TAB_BINGO_INFO_POINTS_TITLE,Zusätzliche Derbypunkte:
TID_DERBY_TASKS_TAB_BINGO_INFO_POINTS_TEXT,1 x Bingo = <POINTS1>\n2 x Bingo = <POINTS2>\n3 x Bingo = <POINTS3>
TID_DERBY_TASKS_TAB_BINGO_INFO_REWARDS_TITLE,Extrabelohnungen:
TID_DERBY_TASKS_TAB_BINGO_INFO_REWARDS_TEXT,1 x Bingo = 1 Belohnung\n2 x Bingo = 2 Belohnungen\n3 x Bingo = 3 Belohnungen
TID_BINGO_TOOLTIP_DESCRIPTION_INCOMPLETE,<COUNT>/<MAX> abgeschlossen
TID_BINGO_TOOLTIP_DESCRIPTION_COMPLETE,Abgeschlossen!
TID_DERBY_TASK_LOG_BINGO_TITLE_NAME,Bingo-Belohnungen
TID_DERBY_TASK_LOG_BINGO_TITLE_LINES,Bingos
TID_DERBY_TASK_LOG_BINGO_TITLE_POINTS,Punkte
TID_NEIGHBORHOOD_DERBY_LOG_BINGO_LINES,<COUNT>
TID_NEIGHBORHOOD_DERBY_LOG_BINGO_POINTS,<POINTS>
TID_CANNOT_PARTICIPATE_IN_EVENT_REP_TOO_LOW,"Du musst Ruflevel <LEVEL> erreichen, um an diesem Ereignis teilzunehmen. Bediene weiter Stadtbesucher, um deinen Level zu verbessern."
TID_CANNOT_PARTICIPATE_IN_EVENT_REP_TOO_LOW_TITLE,Ruf zu gering
TID_DECO_CAT_ALL,Dekorationen
TID_DECO_CAT_COIN,Münzen
TID_DECO_CAT_DIAMONDS,Diamanten
TID_DECO_CAT_VOUCHERS,Gutscheine
TID_DECO_CAT_NATURE,Natur
TID_DECO_CAT_SPECIAL,Belohnungen
TID_DECO_CAT_FARMITEMS,Landwirtschaft
TID_DECO_CAT_FENCEPATHS,Zäune und Wege
TID_DECO_CAT_SANCTUARY,Reservat
TID_DECO_CAT_SEASONAL,Saisonal
TID_DECO_CAT_STATUES,Verzierungen
TID_DECO_CAT_STORAGE,Lager
TID_SHOP_CAT_HABITATS,Zuhause für Tiere
TID_SHOP_CAT_ANIMALS,Tiere
TID_SHOP_CAT_BUILDINGS,Produktionsgebäude
TID_SHOP_CAT_FRUIT_TREES,Bäume und Sträucher
TID_SHOP_CAT_DECOS,Dekorationen
TID_SHOP_CAT_SERVICE_BUILDINGS,Gebäude
TID_SHOP_CAT_SANCTUARY_HABITATS,Zuhause für Tiere
TID_DECO_CAT_DISCOUNT,Rabatt
TID_SHOP_EMPTY_CAT_GENERAL,"Spiel weiter, um Gegenstände hier freizuschalten"
TID_SHOP_EMPTY_CAT_STORAGE,Gelagerte Gegenstände erscheinen hier
TID_SHOP_EMPTY_CAT_SEASONAL,Verfügbare saisonale Gegenstände erscheinen hier
TID_SHOP_EMPTY_CAT_DISCOUNT,"Reduzierte Gegenstände werden hier angezeigt, wenn sie verfügbar sind."
TID_SHARE_DIALOG_TITLE,Teilen
TID_SHARE_DIALOG_COPY_ALERT_MESSAGE,Link in Zwischenablage kopiert
TID_SHARE_DIALOG_COPY_ALERT_BUTTON,O. K.
TID_COPIED_TO_DEVICE_CLIPBOARD_GENERIC,In die Zwischenablage des Geräts kopiert!
TID_FLOATER_BINGO_TASK_NOT_MEETING_LEVEL_REQUIREMENTS,"Dein Level ist zu niedrig, um diese Aufgabe abzuschließen!"
TID_INBOX_NEIGHBORHOOD_DERBY_AUTO_OPT_OUT_OLD,"Du wurdest vom Derby abgemeldet, da du seit über einem Monat nicht gespielt hast. Am Derbystand kannst du dich wieder anmelden."
TID_INBOX_NEIGHBORHOOD_DERBY_AUTO_OPT_OUT,"Du wurdest vom Derby abgemeldet, da du seit über zwei Wochen nicht gespielt hast. Am Derbystand kannst du dich wieder anmelden."
TID_BOOSTER_SLOT_PURCHASED_SLOTS,<COUNT> gekauft
TID_ACHIEVEMENT_SANCTUARY_ANIMALS,Savannenreservat
TID_ACHIEVEMENT_SANCTUARY_ANIMALS_DESCRIPTION,Sammle <NUMBER> Savannentiere in deinem Reservat
TID_ACHIEVEMENT_SANCTUARY_ANIMALS_CALFS,Savannenbabys
TID_ACHIEVEMENT_SANCTUARY_ANIMALS_CALFS_DESCRIPTION,Sammle <NUMBER> Savannen-Tierbabys in deinem Reservat
TID_ACHIEVEMENT_SANCTUARY_ANIMALS_FED,Großer Appetit
TID_ACHIEVEMENT_SANCTUARY_ANIMALS_FED_DESCRIPTION,Füttere Reservattiere <NUMBER>-mal
TID_ACHIEVEMENT_DERBY_BINGO_LINES,Bingo-Bombe
TID_ACHIEVEMENT_DERBY_BINGO_LINES_DESCRIPTION,Vervollständige <NUMBER> Zeilen in Bingo-Derbys
TID_BINGO_REWARD_PROMPT_TEXT,"Schließe das Bingo ab, um Extra-\nbelohnungen zu bekommen!"
TID_BINGO_REWARD_THRESHOLD_LINES,Bingo!
TID_DERBY_BINGO_OVER_REWARDS_KEYS_HEADER,<COUNT> Bingoreihen! <NUMBER> Belohnung(en) verdient!
TID_DERBY_BINGO_REWARDS_KEYS_HEADER,<COUNT> Bingoreihen! Du wirst <NUMBER> Belohnung(en) bekommen!
TID_TOWN_HALL_TAB_IDLE,Untätig
TID_TOWN_HALL_TAB_WAITING,Wartet
TID_TOWN_HALL_TAB_SERVING,Wird bedient
TID_TOWN_HALL_TAB_READY,Bereit
TID_TOWN_HALL_PASSENGER_ACTION_SEE,Besucher anzeigen
TID_TOWN_HALL_PASSENGER_ACTION_FINISH,Fertig bedienen
TID_TOWN_HALL_PASSENGER_ACTION_LEAVE,Wegschicken
TID_ANDROID_NOTIFICATION_CHANNEL_FARM,Farm
TID_ANDROID_NOTIFICATION_CHANNEL_FRIENDS,Freunde
TID_ANDROID_NOTIFICATION_CHANNEL_BOAT,Schiff
TID_ANDROID_NOTIFICATION_CHANNEL_FISHING,Fischen
TID_ANDROID_NOTIFICATION_CHANNEL_TOWN,Stadt
TID_ANDROID_NOTIFICATION_CHANNEL_DERBY,Derby
TID_ANDROID_NOTIFICATION_CHANNEL_HELPERS,Helfer
TID_TOWN_HALL_PASSENGER_ACTION_COLLECT,Belohnung abholen
TID_TOWN_HALL_SEND_ALL_AWAY,Alle wegschicken
TID_CROP_PEONY,Pfingstrose
TID_CROP_SUNFLOWER,Sonnenblume
TID_PRODUCT_PASTACARBONARA,Nudeln alla carbonara
TID_PRODUCT_OLIVEDIP,Olivendip
TID_PRODUCT_FLOWERSHAWL,Blumenschal
TID_PRODUCT_FLOWERCROWN,Blumenkrone
TID_PRODUCT_RUSTICBOUQUET,Rustikaler Strauß
TID_PRODUCT_SOFTBOUQUET,Zarter Strauß
TID_PRODUCT_BRIGHTBOUQUET,Strahlender Strauß
TID_PRODUCT_SUMMERROLLS,Sommerrollen
TID_FLOWERSHOP,Blumenladen
TID_DECO_MAUSOLEUM,Mausoleum
TID_DECO_MRPLANT,Herr Pflanze
TID_DECO_HALLOWEENLANTERN,Friedhofslampe
TID_DECO_CALLALILY,Weiße Lilien
TID_DECO_REDLILY,Rote Lilien
TID_FLOWERSHOP_PRODUCT_DESCRIPTION,Im Blumenladen produzieren
TID_DECO_GNOMEHOUSE,Zwergenhaus
TID_DECO_GNOMEWITCH,Zwerghexe
TID_DECO_HALLOWEENGATE,Friedhofstor
TID_FLOWERSHOP_DESCRIPTION,Produziert Blumensträuße
TID_TOWN_HALL_SECTION_EMPTY_IDLE,Derzeit sind keine Besucher untätig
TID_TOWN_HALL_SECTION_EMPTY_WAITING,Derzeit warten keine Besucher
TID_TOWN_HALL_SECTION_EMPTY_SERVING,Derzeit werden keine Besucher bedient
TID_TOWN_HALL_SECTION_EMPTY_READY,Derzeit sind keine Besucher bereit
TID_TOWN_HALL_SECTION_EMPTY_LEAVING,Derzeit verlassen keine Besucher das Rathaus
TID_EVENT_REWARD_COUNT,<COUNT>/<MAX> Belohnungen verdient
TID_DIAMOND_PACK_SPECIAL_OFFER,Sonderangebot
TID_STREAM_EVENT_DERBY_BINGO_COMPLETE_POINTS1,Bingo! Du hast das Bingo für diese Woche abgeschlossen!
TID_STREAM_EVENT_DERBY_BINGO_COMPLETE_REWARDS1,Bingo! Am Ende des Derbys gibt es für alle noch mehr Belohnungen!
TID_STREAM_EVENT_DERBY_BINGO_COMPLETE_POINTS2,Bingo! Du hast das Bingo für diese Woche abgeschlossen!
TID_STREAM_EVENT_DERBY_BINGO_COMPLETE_REWARDS2,Bingo! Am Ende des Derbys gibt es für alle noch mehr Belohnungen!
TID_STREAM_EVENT_DERBY_BINGO_COMPLETE_POINTS3,Bingo! Du hast das Bingo für diese Woche abgeschlossen!
TID_STREAM_EVENT_DERBY_BINGO_COMPLETE_REWARDS3,Bingo! Am Ende des Derbys gibt es für alle noch mehr Belohnungen!
TID_DERBY_TASKS_TAB_BINGO_INFO_POINTS_COMPLETE1_TITLE,Bingo abgeschlossen!
TID_DERBY_TASKS_TAB_BINGO_INFO_POINTS_COMPLETE1_TEXT,Verdiene beim nächsten Mal noch mehr Punkte!
TID_DERBY_TASKS_TAB_BINGO_INFO_REWARDS_COMPLETE1_TITLE,Bingo ist vorbei!
TID_DERBY_TASKS_TAB_BINGO_INFO_REWARDS_COMPLETE1_TEXT,Verdiene beim nächsten Mal noch mehr Belohnungen!
TID_DERBY_TASKS_TAB_BINGO_INFO_POINTS_COMPLETE2_TITLE,Bingo abgeschlossen!
TID_DERBY_TASKS_TAB_BINGO_INFO_POINTS_COMPLETE2_TEXT,Verdiene beim nächsten Mal noch mehr Punkte!
TID_DERBY_TASKS_TAB_BINGO_INFO_REWARDS_COMPLETE2_TITLE,Bingo ist vorbei!
TID_DERBY_TASKS_TAB_BINGO_INFO_REWARDS_COMPLETE2_TEXT,Verdiene beim nächsten Mal noch mehr Belohnungen!
TID_DERBY_TASKS_TAB_BINGO_INFO_POINTS_COMPLETE3_TITLE,Bingo abgeschlossen!
TID_DERBY_TASKS_TAB_BINGO_INFO_POINTS_COMPLETE3_TEXT,Verdiene beim nächsten Mal noch mehr Punkte!
