Name,TaskType,FarmPoints,Good,Amount,Probability,TID,IconFileName,IconExportName,Tags,DerbyTaskTags,MinXPLevelForSpawn,MinRepLevelForSpawn,MaxXPLevelForSpawn,TimeLimitMinutes,RenewDiamondCost,MaxTimesPerDay
BirthdayTask_Grilled_Onion,CollectProduction,110,Grilled Onion,3,26,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_grilled_onion,produce,,68,,,210,10,
BirthdayTask_BananaPancakes,CollectProduction,190,BananaPancakes,3,15,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_banana_pancakes,produce,,94,,,210,10,
BirthdayTask_Grilled_Eggplant,CollectProduction,180,Grilled Eggplant,3,16,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_grilled_eggplant,produce,,90,,,150,10,
BirthdayTask_FishSkewer,CollectProduction,100,FishSkewer,3,27,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_fish_skewer,produce,,96,,,120,10,
BirthdayTask_Roast_veggies,CollectProduction,120,Roast veggies,3,24,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_roasted_veg,produce,,72,,,105,10,
BirthdayTask_Garlic_bread,CollectProduction,110,Garlic bread,3,26,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_garlic_bread,produce,,60,,,75,10,
BirthdayTask_Stuffed_Bellpeppers,CollectProduction,190,Stuffed Bellpeppers,3,15,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_stuffed_bellpeppers,produce,,80,,,90,10,
BirthdayTask_Grilled_Asparagus,CollectProduction,110,Grilled Asparagus,3,26,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_grilled_asparagus,produce,,67,,,75,10,
BirthdayTask_Bread,CollectProduction,50,Bread,8,100,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_bread,produce,,2,,,70,10,
BirthdayTask_Cookie,CollectProduction,80,Cookie,4,43,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_cookie,produce,,10,,,270,10,
BirthdayTask_Corn_Bread,CollectProduction,50,Corn Bread,4,63,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_corn_bread,produce,,7,,,150,10,
BirthdayTask_Pizza,CollectProduction,100,Pizza,3,28,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_pizza,produce,,33,,,75,10,
BirthdayTask_Spicy_Pizza,CollectProduction,120,Spicy Pizza,3,23,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_spicy_pizza,produce,,37,,,75,10,
BirthdayTask_Raspberry_Muffin,CollectProduction,80,Raspberry Muffin,3,33,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_raspberry_muffin,produce,,19,,,165,10,
BirthdayTask_Blackberry_Muffin,CollectProduction,130,Blackberry Muffin,3,21,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_blackberry_muffin,produce,,26,,,165,10,
BirthdayTask_Potato_Bread,CollectProduction,160,Potato Bread,3,16,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_potato_bread,produce,,39,,,165,10,
BirthdayTask_Frutti_di_Mare_Pizza,CollectProduction,170,Frutti di Mare Pizza,3,17,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_pizza_frutti_di_mare,produce,,45,,,75,10,
BirthdayTask_BananaBread,CollectProduction,220,BananaBread,3,13,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_banana_bread,produce,,91,,,120,10,
BirthdayTask_Gingerbread_Cookie,CollectProduction,160,Gingerbread Cookie,3,18,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_gingerbread_cookie,produce,,86,,,120,10,
BirthdayTask_Macaroon,CollectProduction,230,Macaroon,3,13,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_macaroon,produce,,101,,,120,10,
BirthdayTask_Plain_Waffles,CollectProduction,110,Plain Waffles,3,24,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_plainwaffles,produce,,114,,,105,10,
BirthdayTask_Breakfast_Waffles,CollectProduction,150,Breakfast Waffles,3,18,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_breakfastwaffles,produce,,119,,,750,10,
BirthdayTask_Berry_Waffles,CollectProduction,350,Berry Waffles,3,8,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_berrywaffles,produce,,114,,,135,10,
BirthdayTask_Chocolate_Waffles,CollectProduction,360,Chocolate Waffles,3,8,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_chocolatewaffles,produce,,117,,,150,10,
BirthdayTask_Colorful_omelet,CollectProduction,260,Colorful omelet,3,11,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_omelette_colorful,produce,,77,,,270,10,
BirthdayTask_Spring_omelet,CollectProduction,290,Spring omelet,3,10,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_omelette_spring,produce,,77,,,330,10,
BirthdayTask_Rice_omelet,CollectProduction,290,Rice omelet,3,10,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_omelette_rice,produce,,83,,,390,10,
BirthdayTask_Cheese_omelet,CollectProduction,230,Cheese omelet,3,12,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_omelette_cheese,produce,,83,,,480,10,
BirthdayTask_Potato_omelet,CollectProduction,320,Potato omelet,3,9,TID_GENERIC_COLLECTION_TASK,sc/icons.sc,recipe_omelette_potato,produce,,87,,,300,10,
