TID,JP
TID_ROOF_ATTIC_WINDOWS_BABY_BLUE,ライトブルー屋根裏
TID_ROOF_SPIKES_WHITE,とげとげホワイト
TID_BODY_FASTER_STRIPES_RACING_GREEN,ストライプグリーン
TID_PORCH_OVERGROWN,ストーン
TID_PERCENTAGE,<NUMBER>％
TID_ACCOUNT_DISABLED_TEXT,アカウントが無効になっています
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,このアカウントは削除依頼にもとづいて無効化されました。以降、復旧することはできません。
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,このアカウントは長期間アクセスが確認できなかったため無効化されました。以降、復旧することはできません。
TID_NATIVE_DIALOG_ACCOUNT_DISABLED_BUTTON,OK
TID_CUSTOMIZE_SEARCHING,検索中...
TID_STYLE_GUIDE_PAGE_COLLECTED,完成！
TID_FLOATER_COLLECT_STYLE_INCOMPLETE,回収する前に、このスタイルを完成させましょう
TID_ACCOUNT_DELETION_WARNING_TITLE,アカウント削除の警告
TID_DECO_RAINBOWFLOWERPATH,花の道
TID_RENOVATOR_COMING_SOON,大工はレベル<LEVEL>で登場します
TID_RENOVATOR_COMING_SOON_ACHIEVEMENTS,大工はチャレンジを<POINTS>個達成すると登場します
TID_CUSTOMIZE_RENEWSTOCKTEXT,在庫の更新まで：
TID_CUSTOMIZE_ARRIVEINTEXT,大工の訪問まで：
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_GIFT_DIAMONDS_V2,App Storeから新しいアップデートをダウンロードできます！今すぐアップデートすれば、ダイヤモンドを<NUMBER>個もらえます。\n\nなおアップデートがストアに追加されるまで、1時間ほどかかる場合があります。\nアップデートボタンが押せない場合は「App Store」内の「アップデート」を開き、画面を下にドラッグして更新してください。
TID_RENOVATOR_TUTORIAL1,農場をもっとカスタマイズしたいと思ったことはありませんか？ そんな皆さんに、大工のマギーをご紹介します！\n\n彼女は無料のアイテムも提供してくれますよ！詳しく見てみましょう。
TID_RENOVATOR_TUTORIAL2,マギーは毎週月曜日に、さまざまな価格のモー最高なサービスメニューを持って、農場にやってきます。ちょっとした手数料を支払えば、さらにたくさんのメニューを見せてくれますよ。\n\nおススメの改装プランを見てみたい方は、彼女のカタログをご覧ください！
TID_RENOVATOR_TUTORIAL3,なお、大工の料金はあくまで工賃です。以前に改装したものに再改装するような場合でも、工賃を支払う必要があります。それが彼女のお仕事ですからね！\n\nそれでは、農場のカスタマイズをお楽しみください！
TID_CUSTOMIZE_STYLEGUIDE_UNLOCKDESC,3つのパーツをすべて完ペキに揃えると、報酬をもらえます！
TID_CUSTOMIZE_STYLEGUIDE_COMPLETE,完成
TID_RENOVATOR_TUTORIAL1_b,作業台をタップして、農場のカスタマイズを始めましょう！
TID_CUSTOMIZE_FREE_PART,無料！
TID_CUSTOMIZATION_CATEGORY1,家の屋根
TID_CUSTOMIZATION_CATEGORY2,家の壁
TID_CUSTOMIZATION_CATEGORY3,家のポーチ
TID_CUSTOMIZATION_CATEGORY4,トラックの車体
TID_CUSTOMIZATION_CATEGORY5,トラックの荷台
TID_CUSTOMIZATION_CATEGORY6,トラックの車輪
TID_CUSTOMIZATION_CATEGORY7,売店の天幕
TID_CUSTOMIZATION_CATEGORY8,売店の箱
TID_CUSTOMIZATION_CATEGORY9,売店の土台
TID_DECO_SEASONTREE_DESC,季節によって変わります
TID_STYLE_GUIDE_SETNAME_TRUCK1,サニースタイル
TID_STYLE_GUIDE_SETNAME_TRUCK2,ミッドナイトスタイル
TID_STYLE_GUIDE_SETNAME_TRUCK3,レインボースタイル
TID_STYLE_GUIDE_SETNAME_TRUCK4,バブルガムスタイル
TID_STYLE_GUIDE_SETNAME_TRUCK5,ファイアスタイル
TID_STYLE_GUIDE_SETNAME_HOUSE1,ブルースタイル
TID_STYLE_GUIDE_SETNAME_HOUSE2,キャビンスタイル
TID_STYLE_GUIDE_SETNAME_HOUSE3,納屋スタイル
TID_STYLE_GUIDE_SETNAME_HOUSE4,ゲストハウススタイル
TID_STYLE_GUIDE_SETNAME_HOUSE5,レトロスタイル
TID_DECO_FLOWERLOGPATH,花と丸太の道
TID_NOTIFICATIONS_SETTINGS_BUILDERS,大工の通知
TID_NOTIFICATION_BUILDER_ARRIVED,大工のマギーが農場にやって来ました！ 彼女のカタログを見ながら農場をカスタマイズしましょう！
TID_NOTIFICATION_BUILDER_LEAVING,大工のマギーは間もなく農場から立ち去ります！ 今のうちに農場をカスタマイズしましょう！
TID_BASE_ORIGINAL,オリジナルウッド
TID_BASE_ORIGINAL_GREEN,グリーンウッド
TID_BASE_ORIGINAL_PURPLE,パープルウッド
TID_BASE_ORIGINAL_GREENBRIGHT,オリーブウッド
TID_BASE_BUNTING_RED,レッドフラッグ
TID_BASE_BUNTING_PINK,ピンクフラッグ
TID_BASE_BUNTING_YELLOWNBLUE,ブライトフラッグ
TID_BASE_BUNTING_BLUE,ブルーフラッグ
TID_BASE_TILES02_CHECK_ORANGE,チェック柄オレンジ
TID_BASE_TILES02_CHECK_BROWN,チェック柄ブラウン
TID_BASE_TILES02_CHECK_DARKBLUE,チェック柄ネイビー
TID_BASE_TILES02_CHECK_BLUENWHITE,チェック柄ブルー
TID_BASE_TILES02_CHECK_GREENNGREEN,チェック柄グリーン
TID_BASE_WOODNSTRAW_YELLOW,イエロー藁
TID_BASE_WOODNSTRAW_DARK,暗色の藁
TID_BASE_WOODNSTRAW_GREEN,フレッシュ藁
TID_BASE_TILES03_STONES_ORIGINAL,ストーン
TID_BASE_TILES01_PLAIN_PURPLE,マルーンタイル
TID_BASE_TILES01_PLAIN_WHITE,ホワイトタイル
TID_BASE_TILES01_PLAIN_MOODYBLUE,ブルータイル
TID_BASE_TILES01_PLAIN_KINDAGREEN,オリーブタイル
TID_BASE_SANCTUARY,茂み
TID_CRATES_ORIGINAL,オリジナルウッド
TID_CRATES_STRIPED_ORANGE,ストライプオレンジ
TID_CRATES_STRIPED_BLUE,ストライプブルー
TID_CRATES_STRIPED_GREEN,ストライプグリーン
TID_CRATES_STRIPED_PINKWHITE,ストライプピンク
TID_CRATES_RAINBOW,レインボーフェンス
TID_CRATES_WOOD03_LOGS_BROWN,ブラウン厚板
TID_CRATES_WOOD03_LOGS_PINK,ピンク厚板
TID_CRATES_WOOD03_LOGS_BLUE,ブルー厚板
TID_CRATES_WOOD04_FENCE_WHITE,ホワイトフェンス
TID_CRATES_WOOD04_FENCE_OLDGREEN,グリーンフェンス
TID_CRATES_WOOD04_FENCE_PURPLE,パープルフェンス
TID_CRATES_WOOD04_FENCE_LIGHTBROWN,ブラウンフェンス
TID_CRATES_CHUNKYPLASTIC_RED,レッド太枠
TID_CRATES_CHUNKYPLASTIC_BLUEP,ブルー太枠
TID_CRATES_CHUNKYPLASTIC_BRIGHT,ブライト太枠
TID_CRATES_CHUNKYPLASTIC_OLDGREEN,グリーン太枠
TID_CRATES_CHUNKYPLASTIC_BARBIE,ピンク太枠
TID_CRATES_CHUNKYPLASTIC_WHITE,ブラウン太枠
TID_CRATES_CHUNKYPLASTIC_GARDEN,ミント太枠
TID_CRATES_CHUNKYPLASTIC_BLUE,ホワイト太枠
TID_CRATES_BUNTING_YELLOW,イエロー布巻き
TID_CRATES_BUNTING_PINK,ピンク布巻き
TID_CRATES_BUNTING_GREEN,グリーン布巻き
TID_CRATES_BUNTING_BLUE,ブルー布巻き
TID_CRATES_WOOD05_TARP_YELLOW,イエローフレーム
TID_CRATES_WOOD05_TARP_SALMON,オレンジフレーム
TID_CRATES_WOOD05_TARP_GREEN,グリーンフレーム
TID_CRATES_WOOD05_TARP_VINTAGE,パステルフレーム
TID_CRATES_WOOD05_TARP_OLIVE,オリーブフレーム
TID_CRATES_ORIGINAL_GREEN,グリーンウッド
TID_CRATES_ORIGINAL_BLUEDARK,ダークウッド
TID_CRATES_ORIGINAL_PURPLE,パープルウッド
TID_MARQUEES_ORIGINAL_PINKYELLOW,ストライプブライト
TID_MARQUEES_ORIGINAL_BLUEYELLOW,ストライプイエロー
TID_MARQUEES_ORIGINAL_ORANGEWHITE,ストライプオレンジ
TID_MARQUEES_ORIGINAL_PURPLEBLUE,ストライプダーク
TID_MARQUEES_ORIGINAL_GREENS,ストライプグリーン
TID_MARQUEES_ORIGINAL_REDWHITE,ストライプオリジナル
TID_MARQUEES_RAINBOW,レインボー
TID_MARQUEES_RAINBOW02,ダークレインボー
TID_MARQUEES_STRAW_YELLOW,イエロー藁
TID_MARQUEES_STRAW1_PINK,ピンク藁
TID_MARQUEES_STRAW1_GREEN,暗色の藁
TID_MARQUEES_STRAW1_DARK,フレッシュ藁
TID_MARQUEES_TILES_BLACK,スムースブラック
TID_MARQUEES_TILES01_PURPLE,スムースパープル
TID_MARQUEES_TILES01_KINDARED,スムースレッド
TID_MARQUEES_TILES01_GREEN,スムースグリーン
TID_MARQUEES_TILES01_BLUE,スムースブルー
TID_MARQUEES_UMBRELLA01_RED,レッドパラソル
TID_MARQUEES_UMBRELLA01_BLUE,ブルーパラソル
TID_MARQUEES_UMBRELLA01_GREEN,グリーンパラソル
TID_MARQUEES_UMBRELLA01_BLUPLE,パープルパラソル
TID_MARQUEES_UMBRELLA01_BRIGHT,ブライトパラソル
TID_MARQUEES_UMBRELLA01_YELLOW,イエローパラソル
TID_MARQUEES_UMBRELLA01_BARBIE,ピンクパラソル
TID_MARQUEES_WOOD02_PLANKS_KINDARED,レッドウッド
TID_MARQUEES_WOOD02_PLANKS_GREEN,グリーンウッド
TID_MARQUEES_WOOD02_PLANKS_SPOOKY_PURPLE,パープルウッド
TID_MARQUEES_WOOD02_PLANKS_BLACK,ブラックウッド
TID_MARQUEES_WOOD02_PLANKS_BLUE,ブルーウッド
TID_MARQUEES_WOOD02_PLANKS_BROWN,ブラウンウッド
TID_MARQUEES_WOOD02_PLANKS_LIGHT_BROWN,ライトウッド
TID_MARQUEES_WOOD01_PLANKS_DARK,暗色厚板
TID_MARQUEES_WOOD01_BROWN,厚板
TID_MARQUEES_SANCTUARY_YELLOW,イエローキャンバス
TID_MARQUEES_SANCTUARY_PINK,ピンクキャンバス
TID_MARQUEES_SANCTUARY_VINTAGE,パステルキャンバス
TID_MARQUEES_SANCTUARY_OLIVE,オリーブキャンバス
TID_MARQUEES_BUNTING_RED,レッドフラッグ
TID_MARQUEES_BUNTING_PINK,ピンクフラッグ
TID_MARQUEES_BUNTING_YELLOWBLUE,イエローフラッグ
TID_MARQUEES_BUNTING_BLUE,ブルーフラッグ
TID_FEATURE_BUILDER,大工
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CONTACT_PS,サポートに連絡する
TID_ERROR_POP_UP_ACCOUNT_LOCKED_BUTTON_CANCEL,キャンセル
TID_ERROR_POP_UP_BANNED_BUTTON_CANCEL,キャンセル
TID_STYLE_GUIDE_SETNAME_ROADSIDE1,フェスティバルスタイル
TID_STYLE_GUIDE_SETNAME_ROADSIDE2,ナチュラルスタイル
TID_STYLE_GUIDE_SETNAME_ROADSIDE3,レインボースタイル
TID_STYLE_GUIDE_SETNAME_ROADSIDE4,パステルスタイル
TID_STYLE_GUIDE_SETNAME_ROADSIDE5,マーケットスタイル
TID_FRUIT_TREE_HUD_HELP_ALREADY_REQUESTED,ヘルプサインを設置しました。フレンドに手入れを頼みましょう！
TID_CUSTOMIZE_TITLE_VISITING,カスタマイズ
TID_TOWNHALL_SETTINGS_TITLE,並べ替え設定
TID_TOWNHALL_SORTING_SETTINGS_ALL_TAB,「全て」タブ
TID_TOWNHALL_SORTING_SETTINGS_IDLE_TAB,「案内待ち」タブ
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TAB,「サービス中」タブ
TID_TOWNHALL_SORTING_SETTINGS_READY_TAB,「サービス完了」タブ
TID_TOWNHALL_SORTING_SETTINGS_WAITING_TAB,「サービス待ち」タブ
TID_TOWNHALL_SORTING_SETTINGS_SERVING_TIME_LEFT,サービスの残り時間
TID_TOWNHALL_SORTING_SETTINGS_NUMBER_OF_BUILDINGS_LEFT,残りの施設数
TID_TOWNHALL_SORTING_SETTINGS_BUILDING_TYPE,施設タイプ
TID_TOWNHALL_SORTING_SETTINGS_PASSENGER_TYPE,訪問客タイプ
TID_FLOATER_COMPLETE_TASK_AND_CLAIM_REWARDS_AFTER_DERBY,ダービー終了後に賞品をもらうには、お仕事を最低1つクリアする必要があります！
TID_DERBY_REWARDS_BUTTON_DISMISS,OK
TID_DERBY_OVER_REWARDS_KEYS_TEXT_COMPLETE_MORE_TASKS,賞品をもらうには、ダービーのお仕事を最低1つクリアする必要があります！
TID_DERBY_OVER_TEXT_PRIZE_COMPLETE_MORE_TASKS,コミュニティがトップ3に入りました！コミュ仲間の皆さんは素敵な賞品を受け取っています。次のダービーではお仕事を最低1つクリアして、あなたも豪華な賞品をもらいましょう！
TID_DERBY_OVER_BUTTON_COMPLETE_MORE_TASKS,OK
TID_TACKLE_BOX_FULL_DESCRIPTION_AT_HOME_FARM,ルアーボックスが一杯です！ 釣りエリアでルアーボックスをアップグレードして、容量を増やしましょう。
TID_TACKLE_BOX_FULL_BUTTON,OK
TID_NEIGHBORHOOD_EDIT_TAGS,タグ編集
TID_NHSEARCH_TAGCOUNT,<SELECTED>／<MAX>のタグを選択中
TID_NHSEARCH_EDIT_TAGS_BUTTON_ADD,OK
TID_NHRECOMMENDED_TITLE,コミュニティに\n参加しましょう
TID_NHRECOMMENDED_INFO1,チャットやアイテム交換、ダービー等々...
TID_NHRECOMMENDED_DESC,最高の農場生活がここに！
TID_NHEDIT_TITLEMOTTO,説明：
TID_NHEDIT_MOTODESC,コミュニティの情報タブや「おすすめ」でのみ表示されます
TID_NHEDIT_TITLEDESC,追加情報：
TID_NHEDIT_DESCDESC,コミュニティの情報タブでのみ表示されます
TID_NHEDIT_TAGTITLE,コミュニティのタグ：
TID_NH_TAGCLOUD_TITLE,タグの選択
TID_NH_TAGCLOUD_DESC,コミュニティが検索で見つかりやすいよう、タグを追加しましょう！
TID_NHSEARCH_MEMBERS,メンバー
TID_NAME_YOUR_PET,ペットに名前をつける
TID_NAME_YOUR_PET_FAILED,無効な名前です！
TID_NHPAGE_TITLE_DESC,追加情報：
TID_NHSEARCH_JOINTYPE,コミュのタイプ
TID_NHSEARCH_LANGUAGE,チャット言語
TID_NHSEARCH_DERBYLEAGUE,ダービーリーグ
TID_NHSEARCH_TAGS,タグ
TID_ADVANCED_SEARCH,詳細オプション
TID_NH_INFO_MEMBERS,メンバー
TID_NH_INFO_TYPE,参加タイプ
TID_NH_INFO_REQUIRED_LEVEL,必要レベル
TID_NH_INFO_LANGUAGE,言語
TID_NH_INFO_DERBYLOG,ダービーログ
TID_NH_INFO_DERBYLEAGUE,ダービーリーグ
TID_POPUPCATALOG_BUYBACK_TITLE,<PART>を改装しますか？
TID_POPUPCATALOG_BUYBACK_DESC,<NAME>
TID_POPUPCATALOG_BUYBACK_BUTTON_BUILD_AGAIN,再改装する
TID_CATALOG_BUYBACK,再改装する
TID_FLOATER_STICKER_BOOK_ITEM_ALREADY_INSTALLED,<PARAM>は改装済みです！
TID_FLOATER_BUILDER_ARRIVES_IN,大工の到着まで <TIME>
TID_LEAGUE_ANY,すべて
TID_LANGUAGE_ANY,すべて
TID_JOINTYPE_ANY,すべて
TID_NEIGHBORHOOD_TAB_INFO,情報
TID_NEIGHBORHOOD_TAB_SEARCH,検索
TID_NEIGHBORHOOD_TAB_CREATE,作成
TID_NEIGHBORHOOD_TAB_TROPHIES,トロフィー
TID_NEIGHBORHOOD_TAB_MEMBERS,メンバー
TID_NEIGHBORHOOD_TAB_RECOMMENDED,おすすめ
TID_NHSEARCH_PROMPT,コミュニティ名もしくはタグで検索しましょう
TID_NHTAG_CHATTY,おしゃべり
TID_NHTAG_QUIET,静か
TID_NHTAG_INTERNATIONAL,国際的
TID_NHTAG_DERBYFOCUSED,ダービー狂
TID_NHTAG_DERBYCASUAL,のんびり\nダービー
TID_NHTAG_DERBY320,ダービー：\n320P限定
TID_NHTAG_LOVESTOWN,町自慢
TID_NHTAG_HELPERS,お手伝い
TID_NHTAG_TRADERS,アイテム交換
TID_ACCOUNT_DELETION_WARNING_TEXT,このアカウントの削除依頼を承りました。削除をキャンセルできるのは、あと<TIME>です。
TID_NEIGHBORHOOD_SEARCH_ADVANCED_OPTIONS_INFO,詳細オプションを選んで、言語、ダービーリーグ、タグで絞り込みましょう
TID_JOINTYPE_ONLY_JOINABLE,参加できるコミュのみ
TID_NHTAG_DERBYANY,ダービー：\n全てのお仕事
TID_NHTAG_FUN,楽しい
TID_NHTAG_ACTIVE,活動的
TID_NHTAG_COMPETITIVE,負けず嫌い
TID_MINT,ミント
TID_WATERMELON,スイカ
TID_BELLPEPPER,パプリカ
TID_PLUMTREE,梅の木
TID_PLUM,梅の実
TID_PRODUCT_VEGGIEDIPS,野菜盛り合わせ
TID_PRODUCT_MINTICECREAM,ミントアイス
TID_PRODUCT_PEPPERSOUP,パプリカスープ
TID_PRODUCT_MINTTEA,ミントティー
TID_PRODUCT_WATERMELONLEMONADE,スイカジュース
TID_PRODUCT_PLUMJAM,梅ジャム
TID_PRODUCT_PLUMSMOOTHIE,梅スムージー
TID_NEIGHBORHOOD_PROFANITIES_IN_MOTTO,無効なテキストです！
TID_DECO_AXESTUMP,まき割り場
TID_DECO_WITCHCAT,魔女猫の像
TID_DECO_PRODUCECRATES,収穫物の箱
TID_DECO_RAKE,クマデ
TID_DECO_LEAFPILE,落ち葉の山
TID_DECO_MUSHROOMPATH,キノコの道
TID_DECO_BEACHSIGN,ビーチの道案内
TID_DECO_COOLER,クーラーボックス
TID_DECO_FISHFLOATIE,魚の浮き輪
TID_DECO_SANDPATH,砂の道
TID_DECO_SURFBOARDFENCE,サーフボードの柵
TID_DECO_PINWHEEL,風車
TID_DECO_DECOH,「H」の像
TID_DECO_DECOA,「A」の像
TID_DECO_DECOY,「Y」の像
TID_DECO_DECOD,「D」の像
TID_DERBY_BLOSSOM_TASK_TITLE,花のお仕事
TID_DERBY_BLOSSOM_TASK_DESC,このお仕事をクリアすると、追加のダービーポイントがもらえます！
TID_ADD_MORE_NH_MEMBERS_DETAILS,他の農場主を招待したら、彼らが見つけやすいように\nコミュニティのタグを更新しましょう！
TID_ADD_NH_MEMBERS_PROMPT,仲間が増えるとコミュはもっと楽しくなります！
TID_NHINFO_TAGTITLE,コミュニティのタグ：
TID_HELPSHIFT_REQUIRES_OPTIONAL_UPDATE,サポートに連絡するにはヘイ・デイをアップデートしてください
TID_CATALOG_BUYBACK_INSTALLED,現在インストール済み
TID_PLUM_TREE_FB_HELP_TEXT,梅の木に急いで水をやらないと。お願いできませんか？
TID_PRODUCT_PLUM_DESCRIPTION,梅の木から収穫できます
TID_TREE_PLUMTREE_DESCRIPTION,3回まで収穫できます
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_TEXT_ALREADY_PICKED_ONCE,このお仕事はすでに選択済みです。コミュ仲間にクリアしてもらうよう頼みましょう！
TID_CUSTOMIZE_BTN_STYLE_INFO_TOOLTIP,このパーツはスタイルの一部です。詳しくはスタイルブックを見てみましょう！
TID_NH_INFO_TYPE_SHORT,タイプ
TID_BOOSTER_MORE_CASH,コイン増量
TID_BOOSTER_DESCRIPTION_MORE_CASH,農場の訪問客、トラック、船、町の注文からもらえるコインが<TIME>時間にわたって<NUMBER>％増加します。
TID_BOOSTER_HEAVIER_FISH,魚重量化
TID_BOOSTER_DESCRIPTION_HEAVIER_FISH,釣り場で釣れる魚の重量が<TIME>時間にわたって<NUMBER>％増加します。
TID_BOOSTER_MINING_MORE_ORES,鉱石増量
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_MULTIPLE,各道具で採掘できる鉱石が<TIME>分間にわたって<NUMBER>個増加します。
TID_CALENDAR_EVENT_PEOPLE_SPECIAL_REQUEST_TITLE,フリーマーケット開催！
TID_CALENDAR_EVENT_PEOPLE_ORDER_SPECIAL_REQUEST_TEXT,農場を大掃除！このイベント中は、農場の訪問客がデコレーションを買いにきます。いらないデコレーションは倉庫へ入れて、販売してしまいましょう！
TID_NOTIFICATIONS_SETTINGS_LIVE_SHOP_OFFERS,ショップの通知
TID_NEIGHBORHOOD_DERBY,コミュニティダービー
TID_NEIGHBORHOOD_ONLINE_MEMBER_COUNT,オンラインのコミュメンバー：<ONLINE>/<MAX>
TID_VISITOR_HELP_RECEIVED_FROM_FRIEND,<PARAM>さんが訪問客をおもてなししてくれました！
TID_VISITOR_HELP_RECEIVED_FROM_ANONYMOUS,誰かが訪問客をおもてなししてくれました！
TID_STREAM_EVENT_VISITOR_HELP_REQUESTED,町を手伝ってください！
TID_BOOSTER_DESCRIPTION_MINING_MORE_ORES_SINGLE,各道具で採掘できる鉱石が<TIME>分間にわたって<NUMBER>個増加します。
TID_BODY_RUSTY_YELLOW,ラスティイエロー
TID_BODY_RUSTY_RED,ラスティレッド
TID_BODY_RUSTY_BLUE,ラスティブルー
TID_BODY_RUSTY_PINK,ラスティピンク
TID_CANNOT_OPEN_CALENDAR_EVENT_GIFT_BOX,あと<NUMBER>日でギフトを開封できます。後日確認しましょう！
TID_CALENDAR_EVENT_GIFT_BOX_ALREADY_OPENED,このギフトボックスはすでに開封ずみです！
TID_STYLE_GUIDE_SETNAME_HOUSE6,キュートスタイル
TID_STYLE_GUIDE_SETNAME_HOUSE7,釣り小屋スタイル
TID_STYLE_GUIDE_SETNAME_TRUCK6,レトロスタイル
TID_STYLE_GUIDE_SETNAME_TRUCK7,レッドスタイル
TID_STYLE_GUIDE_SETNAME_ROADSIDE6,サマースタイル
TID_STYLE_GUIDE_SETNAME_ROADSIDE7,ブルースタイル
TID_STREAM_EVENT_TRUCK_ORDER_HELP_REQUESTED,トラックのお仕事を手伝ってください！
TID_TRUCK_ORDER_HELP_RECEIVED_FROM_FRIEND,<PARAM>さんがトラックのお仕事を手伝ってくれました！
TID_TRUCK_ORDER_HELP_RECEIVED_FROM_ANONYMOUS,誰かがトラックのお仕事を手伝ってくれました！
TID_ORDER_TABLE_WAITING_TEXT_REQUEST_HELP,この注文のお手伝いは現在必要ないようです
TID_TRUCK_ORDER_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,コミュに参加して、もっともっとお手伝いしましょう！
TID_TRUCK_ORDER_EXTRA_HELP_INVITE_NEIGHBORHOOD,<PARAM>さんをあなたのコミュに招待して、もっとトラックのお仕事をお手伝いしましょう！
TID_TRUCK_ORDER_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,この農場主のコミュに参加して、もっとお手伝いしましょう！
TID_VISITOR_HELP_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,コミュに参加して、船の注文を追加で手伝ってあげましょう！
TID_VISITOR_HELP_EXTRA_HELP_INVITE_NEIGHBORHOOD,<PARAM>さんをあなたのコミュに招待して、もっと訪問客のお手伝いをしましょう！
TID_VISITOR_HELP_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,この農場主のコミュに参加して、もっとお手伝いしましょう！
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,OK
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,追加の手伝い
TID_VISITOR_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,コミュに参加して、仲間に訪問客のおもてなしを手伝ってもらいましょう！
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_CONFIRM_BUTTON_OK,OK
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,追加の手伝い
TID_TRUCK_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,コミュに参加して、仲間にトラックのお仕事を手伝ってもらいましょう！
TID_DECO_GNOMEELF,サンタノーム
TID_DECO_GNOMEFIREFIGHTER,消防士ノーム
TID_DECO_GNOMEANGLER,釣り人ノーム
TID_DECO_GNOMEFLOWER,花屋ノーム
TID_DECO_GNOMEMUSICIAN,ギタリストノーム
TID_DECO_GNOMEPAINTER,絵描きノーム
TID_DECO_GNOMEPOLICE,警察官ノーム
TID_DECO_GNOMESKI,スキーノーム
TID_DECO_SLOPE,雪の滑り台
TID_DECO_ICYFISHPOND,穴釣り場
TID_DECO_GINGERTRAIN,クッキートレイン
TID_DECO_ICESHEEP,ヒツジの氷像
TID_TRUCK_ORDER_REWARDS_SENT_TO_FRIEND,<PARAM>さんにトラックのお仕事のお礼を送りました！
TID_TRUCK_ORDER_REWARDS_SENT_TO_ANONYMOUS,トラックのお仕事のお礼を送りました！
TID_SETTINGS_NEW_FACEBOOK,農場を保存して複数のデバイスでプレイするには、Facebookにログインしてください。
TID_SETTINGS_NEW_SUPERCELLID,農場を保存して複数のデバイスでプレイするには、Supercell IDにログインしてください。
TID_SETTINGS_NEW_GOOGLEPLAY,農場を保存して複数のデバイスでプレイするには、Google Playにログインしてください。
TID_SETTINGS_NEW_FB_SCID,農場を保存して複数のデバイスでプレイするには、Supercell IDまたはFacebookにログインしてください。
TID_SETTINGS_NEW_FB_GP,農場を保存して複数のデバイスでプレイするには、Google PlayまたはFacebookにログインしてください。
TID_SETTINGS_NEW_SCID_GP,農場を保存して複数のデバイスでプレイするには、Google PlayまたはSupercell IDにログインしてください。
TID_SETTINGS_NEW_FB_SCID_GP,農場を保存して複数のデバイスでプレイするには、Google Play、Supercell IDまたはFacebookにログインしてください。
TID_HELP_REQUEST_LIMIT_REACHED,次のお手伝いを依頼するには明日まで待ちましょう！
TID_FARM_LIKED_SHORT,農場を「いいね！」しました
TID_FARM_ALREADY_LIKED_SHORT,すでに「いいね！」しています
TID_VISITOR_HELP_REWARDS_SENT_TO_FRIEND,<PARAM>さんに訪問客のお仕事のお礼を送りました！
TID_VISITOR_HELP_REWARDS_SENT_TO_ANONYMOUS,訪問客のお仕事のお礼を送りました！
TID_TRUCK_HELP_FAILED_LEVEL_REQUIREMENTS,レベル<LEVEL>に到達すると<ITEM>をアンロックできます！
TID_BUY_DIAMONDS_UPCOMING_OFFER_TIMER,<TIME>後に利用可能
TID_CUCUMBER,キュウリ
TID_PINEAPPLE,パイナップル
TID_EGGPLANT,ナス
TID_BROCCOLI,ブロッコリー
TID_PINEAPPLE_CAKE,パイナップルケーキ
TID_PRODUCT_EGGPLANT_PARMESAN,ナスのパルミジャーナ
TID_GRILLED_EGGPLANT,焼きナス
TID_PINEAPPLE_JUICE,パイナップルジュース
TID_PRODUCT_BROCCOLISOUP,ブロッコリースープ
TID_PRODUCT_CUCUMBERSANDWICH,キュウリサンドイッチ
TID_PRODUCT_CUCUMBERSMOOTHIE,キュウリスムージー
TID_PRODUCT_BROCCOLIMAC,ブロッコリーパスタ
TID_FEATURE_POPUP_TIMER,終了まで：<TIME>
TID_FEATURE_POPUP_PREPARATION_TIMER,開始まで：<TIME>
TID_FEATURE_POPUP_EVENT_FINISHED,イベント終了！
TID_DEFAULT_NEIGHBORHOOD_NAME,コミュニティ
TID_DECO_BEACHTOYS,ビーチグッズ
TID_DECO_SCUBAGEAR,ダイビングセット
TID_DECO_BASKETBALLHOOP,バスケットゴール
TID_DECO_GOALPOST,サッカーゴール
TID_DECO_MAPLEBONSAI,楓の盆栽
TID_DECO_PINEBONSAI,松の盆栽
TID_DECO_COLUMNPOT,柱台の鉢植え
TID_DECO_LARGEPOT,サボテンの鉢植え
TID_DECO_RUSTICPOT,優雅な鉢植え
TID_DECO_BIGDRUM,大太鼓
TID_DECO_GONG,どら
TID_DECO_PIGSTATUE,ブタの像
TID_DECO_FIREWORKSCART,花火カート
TID_DECO_STARRYARCH,星のアーチ
TID_DECO_PIANO,ピアノ
TID_DECO_LOVELYBRIDGE,可愛い橋
TID_DECO_LOVELYBENCH,可愛いベンチ
TID_DECO_REDFENCE,中国の柵
