TID,SV
TID_EVENT_EXPANSION_TRUCKS_NOTIFICATION,Ett tidsbegränsat varubilsevenemang med exklusiva belöningar har nyss börjat!
TID_EVENT_REWARDS_TRUCKS_TITLE,Generösa varubilsbeställningar!
TID_EVENT_REWARDS_TRUCKS_TEXT,Det är varubrist i byn! Vissa varubilsleveranser som slutförs under det här evenemanget kommer att ge dig speciella belöningar utöver de vanliga mynten. Så sätt igång med att producera varor - byborna behöver din hjälp!
TID_EVENT_REWARDS_TRUCKS_NOTIFICATION,Ett tidsbegränsat varubilsevenemang med exklusiva belöningar har nyss börjat!
TID_EVENT_PRODUCTION_BONANZA_TITLE,Massvis med produktionsbyggnader!
TID_EVENT_PRODUCTION_BONANZA_TEXT,"Wow, produktionsmaskinerna är helt KOtroligt effektiva! Under det här evenemanget går det 20 % snabbare för alla maskiner att producera alla varor. Sätt igång att producera innan det här galna evenemanget tar slut!"
TID_EVENT_PRODUCTION_BONANZA_NOTIFICATION,Ett tidsbegränsat produktionsbyggnadsevenemang har börjat. Missa det inte - alla byggnader är boostade!
TID_EVENT_FASTER_PRODUCTION_TITLE,Snabbare produktion!
TID_EVENT_FASTER_PRODUCTION_TEXT,Dina produktionsbyggnader är väloljade! Tre slumpmässiga byggnader kommer att producera snabbare under det här evenemanget. Du kan se byggnaderna på evenemangsaffischen. Sätt igång att producera!
TID_EVENT_FASTER_PRODUCTION_NOTIFICATION,Ett tidsbegränsat produktionsevenemang har börjat. Kolla in vilka byggnader som är boostade för dig!
TID_EVENT_FASTER_CROP_BONANZA_TITLE,Snabbare grödor!
TID_EVENT_FASTER_CROP_BONANZA_TEXT,"Wow, vilket perfekt jordbruksväder! Under det här evenemanget kommer alla grödor att växa 20 % snabbare. Sätt igång att plantera!"
TID_EVENT_FASTER_CROP_BONANZA_NOTIFICATION,Ett tidsbegränsat skördeevenemang har börjat. Alla grödor växer snabbare! Kom och kolla!
TID_EVENT_FASTER_CROPS_TITLE,Snabbare grödor!
TID_EVENT_FASTER_CROPS_TEXT,"Wow, vilket perfekt jordbruksväder! Under det här evenemanget kommer tre slumpmässiga grödor att växa 50 % snabbare. Du kan se grödorna på evenemangsaffischen. Sätt igång att plantera!"
TID_EVENT_FASTER_CROPS_NOTIFICATION,Ett tidsbegränsat skördeevenemang har börjat. Kolla in vilka grödor som växer snabbare för dig!
TID_EVENT_MORE_CROP_BONANZA_TITLE,Grödor i massor!
TID_EVENT_MORE_CROP_BONANZA_TEXT,"Wow, vilket perfekt jordbruksväder! Under det här evenemanget får du tre i skörd istället för två från alla grödor. Nu sätter vi igång att plantera!"
TID_EVENT_MORE_CROP_BONANZA_NOTIFICATION,Ett tidsbegränsat skördeevenemang har börjat. Alla grödor är boostade! Kom och kolla!
TID_EVENT_MORE_CROPS_TITLE,Fler grödor!
TID_EVENT_MORE_CROPS_TEXT,"Wow, vilket perfekt jordbruksväder! Under det här evenemanget kommer tre slumpmässiga grödor att ge tre i skörd istället för två. Du kan se grödorna på evenemangsaffischen. Sätt igång att plantera!"
TID_EVENT_MORE_CROPS_NOTIFICATION,Ett tidsbegränsat skördeevenemang har börjat. Kolla in vilka grödor som är boostade för dig!
TID_EVENT_LAND_EXPANSION_TOWNIE_TITLE,Generösa bybesökare!
TID_EVENT_LAND_EXPANSION_TOWNIE_TEXT,Turismen blomstrar i din by! Under det här evenemanget kommer de bybesökare som besöker två eller tre byggnader att belöna dig med landexpansionsföremål efter sin vistelse.\n\nDetta gäller dock endast besökare som kommer efter det att evenemanget har börjat (se om deras namn är skrivet med lila text). Så börja producera varor och se till att göra dina bybesökare nöjda!
TID_EVENT_LAND_EXPANSION_TOWNIE_NOTIFICATION,Ett tidsbegränsat evenemang med bybelöningar har börjat!
TID_EVENT_VOUCHER_TOWNIE_TITLE,Generösa bybesökare!
TID_EVENT_VOUCHER_TOWNIE_TEXT,Turismen blomstrar i din by! Under det här evenemanget kommer de bybesökare som besöker två eller tre byggnader att belöna dig med slumpmässiga kuponger efter sin vistelse.\n\nDetta gäller dock endast besökare som kommer efter det att evenemanget har börjat (se om deras namn är skrivet med lila text). Så börja producera varor och se till att göra dina bybesökare nöjda!
TID_EVENT_VOUCHER_TOWNIE_NOTIFICATION,Ett tidsbegränsat evenemang med bybelöningar har börjat!
TID_EVENT_BARN_SILO_TOWNIE_TITLE,Generösa bybesökare!
TID_EVENT_BARN_SILO_TOWNIE_TEXT,Turismen blomstrar i din by! Under det här evenemanget kommer de bybesökare som besöker två eller tre byggnader att belöna dig med ladu- eller siloföremål efter sin vistelse.\n\nDetta gäller dock endast besökare som kommer efter det att evenemanget har börjat (se om deras namn är skrivet med lila text). Så börja producera varor och se till att göra dina bybesökare nöjda!
TID_EVENT_BARN_SILO_TOWNIE_NOTIFICATION,Ett tidsbegränsat byevenemang har börjat!
TID_EVENT_NEW_YEAR2018_TITLE,Nyårsevenemang!
TID_EVENT_NEW_YEAR2018_TEXT,"Wow, 2018 närmar sig med stormsteg! Alla gör sig redo att fira det nya året och varuleveranserna strömmar in, så det är bara att sätta igång! Med lite tur kanske du till och med ser fyrverkerier i fiskeområdet.\n\nFyll så många varubilsleveranser som möjligt innan tiden går ut! Nå dina personliga mål för att få stora belöningar. Dina resultat läggs även till det globala communitymålet. Nå det globala målet tillsammans med jordbrukare över hela världen så blir ni alla belönade."
TID_EVENT_NEW_YEAR2018_NOTIFICATION,Nyårsevenemanget har börjat! Vinn fina belöningar nu!
TID_EVENT_CHRISTMAS2017_TITLE,Sprid julstämning!
TID_EVENT_CHRISTMAS2017_TEXT,"Julen är äntligen här igen, så sprid julstämning genom att hjälpa andra bönder!\n\nÅteruppliva så många träd och buskar som möjligt och fyll så många flodbåtslårar åt de andra bönderna som du bara kan innan tiden går ut! Nå dina personliga mål för att få stora belöningar. Dina resultat läggs även till det globala communitymålet. Nå det globala målet tillsammans med jordbrukare över hela världen så blir ni alla belönade!"
TID_EVENT_CHRISTMAS2017_NOTIFICATION,Spana in julevenemanget med fina belöningar!
TID_HALLOWEEN_OFFER1,Halloweenerbjudande 1
TID_HALLOWEEN_OFFER2,Halloweenerbjudande 2
TID_HALLOWEEN_OFFER3,Halloweenerbjudande 3
TID_WELCOME_BACK_OFFER,Välkomsterbjudande
TID_FALL_OFFER1,Hösterbjudande 1
TID_FALL_OFFER2,Hösterbjudande 2
TID_FALL_OFFER3,Hösterbjudande 3
TID_HOLIDAY_OFFER1,Julerbjudande 1
TID_HOLIDAY_OFFER2,Julerbjudande 2
TID_HOLIDAY_OFFER3,Julerbjudande 3
TID_EASTER_OFFER1,Påskerbjudande 1
TID_EASTER_OFFER2,Påskerbjudande 2
TID_EASTER_OFFER3,Påskerbjudande 3
TID_SUMMER_OFFER1,Sommarerbjudande 1
TID_SUMMER_OFFER2,Sommarerbjudande 2
TID_SUMMER_OFFER3,Sommarerbjudande 3
TID_TOWN_HALL_TAB_LEAVING,Lämnar byn
TID_SANCTUARY_BOOK_LOCKED_FIRSTBABY_DESCRIPTION,Låses upp när de två fullvuxna djuren av samma art är kompletta
TID_SANCTUARY_BOOK_LOCKED_SECONDBABY_DESCRIPTION,Låses upp när den första ungen av samma art är komplett
TID_DECO_CATTREE,Klösbräda
TID_DERBY_RACETRACK_TROPHY_UNREACHABLE_TOOLTIP,Det krävs fler derbyspelare för att nå den här hästskon!
TID_CUSTOMIZE_TITLE,Gör om din gård
TID_CUSTOMIZE_DESCRIPTION,Jag kan göra om många olika saker! Det här är mina nuvarande varor och priser.
TID_CUSTOMIZE_TIMEPRETEXT,Ger sig av om:
TID_CUSTOMIZE_AREYOUSURE,Är du säker?
TID_CUSTOMIZE_CONFIRMLINE1,Maggie kommer att installera delarna nedan:
TID_CUSTOMIZE_CONFIRMLINE2,Du kommer inte att kunna ångra den här ändringen.
TID_CUSTOMIZE_SOLDOUTTITLE,Har installerats
TID_CUSTOMIZE_SOLDOUTTEXT,Hoppas att du ska gilla förändringen!
TID_SUPERCELL_ID_LOGIN_BUTTON,Logga in med Supercell ID
TID_SUPERCELL_ID_NEW_GAME_BUTTON,Spela utan Supercell ID
TID_CUSTOMIZE_BTNREFRESH,Fyll på lager
TID_CUSTOMIZE_BTNCATALOG,Katalog
TID_CUSTOMIZE_BTNBUILD,Bygg
TID_CUSTOMIZE_BTNCANCEL,Avbryt
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_TITLE,Ladda bondgården?
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_TEXT,Din bondgård <NAME> på nivå <LEVEL> har hittats! Ladda den genom att logga in med ditt Supercell ID.
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_NO,Avbryt
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_YES,OK
TID_RENOVATOR_INFO_TITLE_1,Det här är byggarbetaren Maggie!
TID_RENOVATOR_INFO_TITLE_2,Använda hennes tjänster
TID_RENOVATOR_INFO_TITLE_3,Katalogerna!
TID_RENOVATOR_INFO_TITLE_4,Katalogerna!
TID_RENOVATOR_INFO_TITLE_5,Sida 5
TID_RENOVATOR_INFO_TITLE_6,Sida 6
TID_RENOVATOR_INFO_TITLE_7,Sida 7
TID_RENOVATOR_INFO_TEXT_1,"Maggie kan göra om din varubil, din bondgård och din vägbutik."
TID_RENOVATOR_INFO_TEXT_2,Varje vecka har hon med sig nyheter som du kan kolla in. Du kan även låsa upp fler alternativ genom att spendera diamanter.
TID_RENOVATOR_INFO_TEXT_3,"Priserna som visas är hennes arvoden. Du måste alltid betala arvodet, även om hon installerar en del som du har haft tidigare, eftersom du anlitar hennes tjänster!"
TID_RENOVATOR_INFO_TEXT_4,Tänk på att du inte kan ångra en installation. För att ändra den måste du välja en annan del och betala Maggies arvode.
TID_RENOVATOR_INFO_TEXT_5,Maggie ger dig två kataloger: stilboken och samlingsboken. De är riktigt användbara!
TID_RENOVATOR_INFO_TEXT_6,Stilboken innehåller förslag på olika stilar som du kan prova. Kom tillbaka när du är helt klar med en stil så får du fina belöningar! Kan du bli klar med alla stilar?
TID_RENOVATOR_INFO_TEXT_7,Samlingsboken visar alla saker som du någonsin har installerat. När Maggie kommer på besök kan du trycka på föremålen för att installera dem igen!
TID_SETTINGS_MUSIC_NEW,Musik
TID_SETTINGS_SOUND_EFFECTS_NEW,Ljud
TID_SETTINGS_SCID_TITLE,Supercell ID
TID_SETTINGS_FACEBOOK_TITLE,Facebook
TID_SETTINGS_FACEBOOK_FRIENDS_TITLE,Facebookvänner
TID_SETTINGS_GOOGLE_PLAY_TITLE,Google Play
TID_SETTINGS_SCID_CONNECTED,Ansluten
TID_SETTINGS_SCID_DISCONNECTED,Frånkopplad
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED_NEW,Ansluten
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED_NEW,Frånkopplad
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING_NEW,Ansluter
TID_PRODUCT_FLOWERPENDANT,Blomhängsmycke
TID_PRODUCT_FLORALCANDLE,Blomljus
TID_PRODUCT_SPICYSPAGHETTI,Het pasta
TID_PRODUCT_ONIONMELT,Varm macka med lök
TID_PRODUCT_CARAMELLATTE,Latte med kolasmak
TID_PRODUCT_CANDYBOUQUET,Godisbukett
TID_PRODUCT_COCOASMOOTHIE,Chokladsmoothie
TID_PRODUCT_BIGSUSHIROLL,Stor sushirulle
TID_ADVANCE_SETTINGS_OFFERS_HEADER,Personliga erbjudanden
TID_ADVANCE_SETTINGS_OFFERS_TEXT,Ta emot personliga butikserbjudanden och aviseringar
TID_ORIGINAL_WHITE,Originalvit
TID_ORIGINAL_GRUE,Blågrå
TID_ORIGINAL_TEAL,Blågrön
TID_ORIGINAL_DARK,Mörklila
TID_ORIGINAL_YELEEN,Olivgrön
TID_ORIGINAL_BORING,Brun
TID_BARN_RED,Faluröd
TID_COUNTRY_GREY,Lantligt grå
TID_COUNTRY_PINK,Lantligt rosa
TID_COUNTRY_RED,Lantligt röd
TID_COUNTRY_YELLOW,Lantligt gul
TID_COUNTRY_WHITE,Lantligt vit
TID_HALFNHALF_BLUE,Blå (tvåton)
TID_HALFNHALF_OLD,Grön (tvåton)
TID_HALFNHALF_RETIREMENT,Lila (tvåton)
TID_CUTE_BLUE,Gulligt blå
TID_CUTE_PASTEL_PINK,Gulligt rosa
TID_CUTE_GREEN,Gulligt grön
TID_CUTE_GREY,Gulligt grå
TID_CUTE_PURPLE,Gulligt lila
TID_CUTE_YELLOW,Gulligt gul
TID_CUTE_RED,Gulligt röd
TID_GASTHOUSE,Gäststuga
TID_PLANKS_YELLOW,Gula plankor
TID_PLANKS2,Blågröna plankor
TID_PLANKS3,Gammelrosa plankor
TID_PLANKS4,Gröna plankor
TID_PLANKS5,Röda plankor
TID_RUSTIC,Rustik
TID_CABIN02_WHITE,Vit stuga
TID_CABIN02_GREEN,Grön stuga
TID_PORCH_ORIGINAL,Original
TID_PORCH_COUNTRY,Lantlig
TID_PORCH_BASIC_SHEEP,Vitt staket
TID_PORCH_BASIC_COW,Lada
TID_PORCH_CUTE,Gullig
TID_PORCH_GUESTHOUSE,Gäststuga
TID_PORCH_ORIGINAL_EXTENDED,Fullstor balkong
TID_PORCH_POSH,Elegant
TID_PORCH_RUSTIC,Rustik
TID_PORCH_BRIDGE_DITCH1,Bro
TID_PORCH_STABLE1,Stall
TID_PORCH_BRIDGE_DITCH2,Brodike 2
TID_PORTCH_DOC,Lastkaj
TID_PORCH_STABLE2,Stall 2
TID_ROOF_ORIGINAL_BORING_BLACK,Originalsvart
TID_ROOF_ORIGINAL_KINDA_RED,Rött
TID_ROOF_ORIGINAL_BLUE,Blått
TID_ROOF_ORIGINAL_SPOOKY_PURPLE,Lila
TID_ROOF_OPENGABLE_KINDA_RED,Röd öppen gavel
TID_ROOF_OPENGABLE_BLUE,Blå öppen gavel
TID_ROOF_OPENGABLE_GREEN,Grön öppen gavel
TID_ROOF_OPENGABLE_BLACK,Svart öppen gavel
TID_ROOF_OPENGABLE_GOLD,Guldfärgad öppen gavel
TID_ROOF_OPENGABLE_SPOOKY_PURPLE,Lila öppen gavel
TID_ROOF_OPENGABLE_BROWN,Brun öppen gavel
TID_ROOF_OPENGABLE_PINK,Rosa öppen gavel
TID_ROOF_ATTIC_WINDOWS_RED,Röd vind
TID_ROOF_ATTIC_WINDOWS_BLUE,Blå vind
TID_ROOF_ATTIC_WINDOWS_GREEN,Grön vind
TID_ROOF_ATTIC_WINDOWS_BLACK,Svart vind
TID_ROOF_ATTIC_WINDOWS_ORANGE,Orange vind
TID_ROOF_ATTIC_WINDOWS_PURPLE,Lila vind
TID_ROOF_SPIKES_BLACK_AND_GOLD,Spetsigt svart
TID_ROOF_SPIKES_GREY_AND_CHROME,Spetsigt grått
TID_ROOF_SPIKES_BLUE_AND_BLACK,Spetsigt blått
TID_ROOF_SPIKES_KINDA_RED,Spetsigt rött
TID_ROOF_WOODEN_PLANKS_KINDA_RED,Röda plankor
TID_ROOF_WOODEN_PLANKS_GREEN,Gröna plankor
TID_ROOF_WOODEN_PLANKS_SPOOKY_PURPLE,Lila plankor
TID_ROOF_WOODEN_PLANKS_BLACK,Svarta plankor
TID_ROOF_WOODEN_PLANKS_BLUE,Blå plankor
TID_ROOF_WOODEN_PLANKS_BROWN,Bruna plankor
TID_ROOF_WOODEN_PLANKS_LIGHT_BROWN,Ljusbruna plankor
TID_ROOF_METAL_BLACK,Svart metall
TID_ROOF_METAL_COPPER_NEW,Koppar
TID_ROOF_METAL_COPPER_OLD,Ärgad koppar
TID_ROOF_METAL_BLUE,Blå metall
TID_ROOF_METAL_CHROME,Krom
TID_ROOF_STRAW_YELLOW,Gult hö
TID_ROOF_STRAW_DARKO,Mörkt hö
TID_ROOF_STRAW_GREEN,Nyslaget hö
TID_ROOF_FLAT,Platt
TID_BODY_NUDE,Originalröd
TID_BODY_TAXI_YELLOW,Klargul
TID_BODY_ICECREAM,Glass
TID_BODY_GREEN,Klargrön
TID_BODY_BAD_ASS_BLUE,Elektriskt blå
TID_BODY_BARBIE,Klarrosa
TID_BODY_BLACKHOLE,Svart hål
TID_BODY_OLD_GREEN,Bleknande grön
TID_BODY_MAN_PURPLE,Mörklila
TID_BODY_HOTROD_RED,Röd (tvåton)
TID_BODY_HOTROD_TEAL,Blågrön (tvåton)
TID_BODY_HOTROD_JOKER,Grön (tvåton)
TID_BODY_HOTROD_YELLOW,Gul (tvåton)
TID_BODY_HOTROD_VINTAGE_BLACK,Svart (tvåton)
TID_BODY_HOTROD_VINTAGE_WHITE,Vit (tvåton)
TID_BODY_FADE_SUNRISE,Bleknande soluppgång
TID_BODY_FADE_DAY,Bleknande dagsljus
TID_BODY_FADE_SUNSET,Bleknande solnedgång
TID_BODY_FADE_NIGHT,Bleknande natt
TID_BODY_FASTER_STRIPES_TEAL,Blågröna ränder
TID_BODY_FASTER_STRIPES_YELLOW,Gula ränder
TID_BODY_FASTER_STRIPES_SALMON,Laxrosa ränder
TID_BODY_FASTER_STRIPES_ORANGE,Orange ränder
TID_BODY_FLAMEON_PURPLE,Lila med flammor
TID_BODY_FLAMEON_ORANGE,Orange med flammor
TID_BODY_FLAMEON_GREEN,Grön med flammor
TID_TRAILER_ORIGINAL_WHITE,Vitt trä
TID_TRAILER_ORIGINAL_GREEN,Originalgrön
TID_TRAILER_ORIGINAL_BLUE,Blått trä
TID_TRAILER_ORIGINAL_SEA_FOAM,Havsskumfärgat trä
TID_TRAILER_ORIGINAL_BROWN,Brunt trä
TID_TRAILER_ORIGINAL_PURPLE,Lila trä
TID_TRAILER_HOTROD_RED,Öppen röd
TID_TRAILER_HOTROD_YELLOW,Öppen gul
TID_TRAILER_HOTROD_GREEN,Öppen grön
TID_TRAILER_HOTROD_BLACK,Öppen svart
TID_TRAILER_HOTROD_MAN_PURPLE,Öppen lila
TID_TRAILER_HOTROD_RAINBOW,Öppen regnbågsfärgad
TID_TRAILER_HOTROD_ROOF,Stängd blå
TID_TRAILER_HOTROD_LOBSTER,Stängd gul
TID_TRAILER_HOTROD_JOKER,Stängd grön
TID_TRAILER_HOTROD_VINTAGE,Stängd vit
TID_TRAILER_WOODEN_FLATBED1,Ljust flak
TID_TRAILER_WOODEN_FLATBED2,Mörkt flak
TID_WHEELS_REDAND_GOLD_BLING_GREY,Elegant grått
TID_WHEELS_REDAND_GOLD_BLING_RUBBER,Elegant gult
TID_WHEELS_ORIGINAL_CHROME,Originalkrom
TID_WHEELS_ORIGINAL_REF,Enkla röda
TID_WHEELS_ORIGINAL_GOLD,Enkla guldfärgade
TID_WHEELS_ORIGINAL_BROWN,Enkla gröna
TID_WHEELS_ORIGINAL_DARK,Enkla blå
TID_WHEELS_HOTROD_RED,Röd (tvåton)
TID_WHEELS_HOTROD_BLACK,Svart (tvåton)
TID_WHEELS_HOTROD_WHITE,Vit (tvåton)
TID_WHEELS_HOTROD_COPPER,Koppar (tvåton)
TID_WHEELS_HOTROD_TEAL,Blågrön (tvåton)
TID_WHEELS_SPOKES_CHROME,Kromfälgar
TID_WHEELS_SPOKES_GOLD,Guldfälgar
TID_WHEELS_SPOKES_JOKER,Lila fälgar
TID_WHEELS_SPOKES_TEAL,Blågröna fälgar
TID_WHEELS_SPOKES_BARBIE,Rosa fälgar
TID_WHEELS_SPOKES_WOODEN,Bruna fälgar
TID_WHEELS_HOT_WHEELS,Breda
TID_DECO_SHEEPTOY,Fårleksak
TID_DECO_PIGTOY,Grisgungbräda
TID_DECO_CARTOY,Traktorleksak
TID_DECO_AGILITYTIRE,Agilitydäck
TID_DECO_SEASONTREE,Säsongens träd
TID_DECO_ROCKINGUNICORN,Gungenhörning
TID_DECO_ROUNDABOUT,Rondell
TID_DECO_TRELLISFENCE,Spaljéstaket
TID_DECO_LOGPATH,Stig med stockar
TID_DECO_WHEELFENCE,Hjulstaket
TID_DECO_FLOWERPATH,Stig med blå blommor
TID_RENOVATION_CATALOG_TITLE,Välj en katalog
TID_RENOVATION_CATALOG_STYLE_GUIDE,Stilbok
TID_RENOVATION_CATALOG_STYLE_GUIDE_INFO,Gör klart stilar och få belöningar!
TID_RENOVATION_CATALOG_STICKER_BOOK,Samlingsbok
TID_RENOVATION_CATALOG_STICKER_BOOK_INFO,Bygg allt som du någonsin har installerat!
TID_STYLE_GUIDE_PAGE_COLLECT_BUTTON,Samla
TID_POPUP_PROBABILITY_TITLE,Sannolikhet
TID_DECO_DOGBED,Hundsäng
TID_DECO_DOGPOOL,Hundbassäng
TID_DECO_RABBITPOLE,Morotshinder
TID_DECO_ELEPHANTSLIDE,Elefantrutschkana
TID_BODY_FLAMEON_BLACK,Svart med flammor
TID_ROOF_ORIGINAL_VIOLET,Violett
TID_ROOF_ATTIC_WINDOWS_BROWN,Brun vind
TID_ROOF_ATTIC_WINDOWS_PINK,Rosa vind
TID_ROOF_ATTIC_WINDOWS_BABY_BLUE,Ljusblå vind
TID_ROOF_SPIKES_WHITE,Spetsigt vitt
TID_BODY_FASTER_STRIPES_RACING_GREEN,Gröna ränder
TID_PORCH_OVERGROWN,Sten
TID_PERCENTAGE,<NUMBER> %
TID_ACCOUNT_DISABLED_TEXT,Konto avaktiverat
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,Det här kontot har avaktiverats efter en borttagningsbegäran och kan inte längre återställas.
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,Det här kontot har avaktiverats på grund av inaktivitet och kan inte längre återställas.
TID_NATIVE_DIALOG_ACCOUNT_DISABLED_BUTTON,OK
TID_CUSTOMIZE_SEARCHING,Söker...
TID_STYLE_GUIDE_PAGE_COLLECTED,Klar!
TID_FLOATER_COLLECT_STYLE_INCOMPLETE,Gör klart den här stilen innan du samlar
TID_ACCOUNT_DELETION_WARNING_TITLE,Varning för borttagning av konto
TID_DECO_RAINBOWFLOWERPATH,Stig med blommor
TID_RENOVATOR_COMING_SOON,Byggarbetaren låses upp på nivå <LEVEL>!
TID_RENOVATOR_COMING_SOON_ACHIEVEMENTS,Byggarbetaren låses upp med <POINTS> utmärkelser
TID_CUSTOMIZE_RENEWSTOCKTEXT,Lagret fylls på om:
TID_CUSTOMIZE_ARRIVEINTEXT,Kommer om:
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_GIFT_DIAMONDS_V2,Ny uppdatering tillgänglig i App Store! Uppdatera nu och få <NUMBER> diamanter.\n\nDet kan ta upp till en timme innan uppdateringen dyker upp i butiken.\nOm uppdateringsknappen inte fungerar så går du till App Store > Uppdateringar och DRAR NEDÅT för att uppdatera sidan.
TID_RENOVATOR_TUTORIAL1,"Har du drömt om att skräddarsy din gård ännu mer? Nu kan du det, för nu är nämligen byggarbetaren Maggie här!\n\nHon har till och med tagit med sig några gratissaker åt dig. Kom och kolla in dem!"
TID_RENOVATOR_TUTORIAL2,Varje måndag kommer Maggie med nya fantastiska varor i olika prisklasser. Du kan även betala en liten avgift för att få ännu fler valmöjligheter.\n\nSugen på några heta tips? Kolla in hennes kataloger!
TID_RENOVATOR_TUTORIAL3,"Obs! Priserna som visas är för Maggies tjänster, vilket innebär att du måste betala för alla förändringar du gör - även om du har haft saken i fråga tidigare! Hon kan ju inte jobba gratis!\n\nHa det så kul med att fixa till gården!"
TID_CUSTOMIZE_STYLEGUIDE_UNLOCKDESC,Du får belöningar om du har alla tre delar samtidigt!
TID_CUSTOMIZE_STYLEGUIDE_COMPLETE,Klar
TID_RENOVATOR_TUTORIAL1_b,Tryck på arbetsbänken för att börja göra om din gård!
TID_CUSTOMIZE_FREE_PART,Gratis!
TID_CUSTOMIZATION_CATEGORY1,Hustak
TID_CUSTOMIZATION_CATEGORY2,Husväggar
TID_CUSTOMIZATION_CATEGORY3,Husveranda
TID_CUSTOMIZATION_CATEGORY4,Varubilshytt
TID_CUSTOMIZATION_CATEGORY5,Varubilssläp
TID_CUSTOMIZATION_CATEGORY6,Varubilshjul
TID_CUSTOMIZATION_CATEGORY7,Vägbutiksmarkis
TID_CUSTOMIZATION_CATEGORY8,Vägbutikslådor
TID_CUSTOMIZATION_CATEGORY9,Vägbutiksgrund
TID_DECO_SEASONTREE_DESC,Förändras med årstiderna
TID_STYLE_GUIDE_SETNAME_TRUCK1,Solig stil
TID_STYLE_GUIDE_SETNAME_TRUCK2,Midnattsstil
TID_STYLE_GUIDE_SETNAME_TRUCK3,Regnbågsstil
TID_STYLE_GUIDE_SETNAME_TRUCK4,Tuggummistil
TID_STYLE_GUIDE_SETNAME_TRUCK5,Eldig stil
TID_STYLE_GUIDE_SETNAME_HOUSE1,Blå stil
TID_STYLE_GUIDE_SETNAME_HOUSE2,Stugstil
TID_STYLE_GUIDE_SETNAME_HOUSE3,Ladugårdsstil
TID_STYLE_GUIDE_SETNAME_HOUSE4,Gäststugestil
TID_STYLE_GUIDE_SETNAME_HOUSE5,Gullig stil
TID_DECO_FLOWERLOGPATH,Stig med blommor och stockar
TID_NOTIFICATIONS_SETTINGS_BUILDERS,Notiser för byggarbetaren
TID_NOTIFICATION_BUILDER_ARRIVED,Byggarbetaren Maggie är här! Kolla in hennes nya utbud och sätt igång att göra om din gård!
TID_NOTIFICATION_BUILDER_LEAVING,Byggarbetaren Maggie ger sig snart av! Du kan fortfarande göra om din gård!
TID_BASE_ORIGINAL,Originalträ
TID_BASE_ORIGINAL_GREEN,Grönt trä
TID_BASE_ORIGINAL_PURPLE,Lila trä
TID_BASE_ORIGINAL_GREENBRIGHT,Olivgrönt trä
TID_BASE_BUNTING_RED,Röda vimplar
TID_BASE_BUNTING_PINK,Rosa vimplar
TID_BASE_BUNTING_YELLOWNBLUE,Färggranna vimplar
TID_BASE_BUNTING_BLUE,Blå vimplar
TID_BASE_TILES02_CHECK_ORANGE,Orange rutor
TID_BASE_TILES02_CHECK_BROWN,Bruna rutor
TID_BASE_TILES02_CHECK_DARKBLUE,Marinblå rutor
TID_BASE_TILES02_CHECK_BLUENWHITE,Blå rutor
TID_BASE_TILES02_CHECK_GREENNGREEN,Gröna rutor
TID_BASE_WOODNSTRAW_YELLOW,Gult hö
TID_BASE_WOODNSTRAW_DARK,Mörkt hö
TID_BASE_WOODNSTRAW_GREEN,Nyslaget hö
TID_BASE_TILES03_STONES_ORIGINAL,Sten
TID_BASE_TILES01_PLAIN_PURPLE,Rödbruna plattor
TID_BASE_TILES01_PLAIN_WHITE,Vita plattor
TID_BASE_TILES01_PLAIN_MOODYBLUE,Blå plattor
TID_BASE_TILES01_PLAIN_KINDAGREEN,Olivgröna plattor
TID_BASE_SANCTUARY,Igenvuxet
TID_CRATES_ORIGINAL,Originalträ
TID_CRATES_STRIPED_ORANGE,Orange ränder
TID_CRATES_STRIPED_BLUE,Blå ränder
TID_CRATES_STRIPED_GREEN,Gröna ränder
TID_CRATES_STRIPED_PINKWHITE,Rosa ränder
TID_CRATES_RAINBOW,Regnbågsfärgad
TID_CRATES_WOOD03_LOGS_BROWN,Bruna plankor
TID_CRATES_WOOD03_LOGS_PINK,Rosa plankor
TID_CRATES_WOOD03_LOGS_BLUE,Blå plankor
TID_CRATES_WOOD04_FENCE_WHITE,Vitt staket
TID_CRATES_WOOD04_FENCE_OLDGREEN,Grönt staket
TID_CRATES_WOOD04_FENCE_PURPLE,Lila staket
TID_CRATES_WOOD04_FENCE_LIGHTBROWN,Brunt staket
TID_CRATES_CHUNKYPLASTIC_RED,Rejäla röda
TID_CRATES_CHUNKYPLASTIC_BLUEP,Rejäla blå
TID_CRATES_CHUNKYPLASTIC_BRIGHT,Rejäla färggranna
TID_CRATES_CHUNKYPLASTIC_OLDGREEN,Rejäla gröna
TID_CRATES_CHUNKYPLASTIC_BARBIE,Rejäla rosa
TID_CRATES_CHUNKYPLASTIC_WHITE,Rejäl brun
