TID,PT
TID_STREAM_EVENT_DERBY_BINGO_COMPLETE_POINTS3,Bingo! O bingo desta semana acabou!
TID_STREAM_EVENT_DERBY_BINGO_COMPLETE_REWARDS3,Bingo! Você receberá mais recompensas quando a corrida acabar!
TID_DERBY_TASKS_TAB_BINGO_INFO_POINTS_COMPLETE1_TITLE,Bingo concluído!
TID_DERBY_TASKS_TAB_BINGO_INFO_POINTS_COMPLETE1_TEXT,Ganhe ainda mais pontos da próxima vez!
TID_DERBY_TASKS_TAB_BINGO_INFO_REWARDS_COMPLETE1_TITLE,O bingo acabou!
TID_DERBY_TASKS_TAB_BINGO_INFO_REWARDS_COMPLETE1_TEXT,Ganhe ainda mais prêmios da próxima vez.
TID_DERBY_TASKS_TAB_BINGO_INFO_POINTS_COMPLETE2_TITLE,Bingo concluído!
TID_DERBY_TASKS_TAB_BINGO_INFO_POINTS_COMPLETE2_TEXT,Ganhe ainda mais pontos da próxima vez!
TID_DERBY_TASKS_TAB_BINGO_INFO_REWARDS_COMPLETE2_TITLE,O bingo acabou!
TID_DERBY_TASKS_TAB_BINGO_INFO_REWARDS_COMPLETE2_TEXT,Ganhe ainda mais prêmios da próxima vez.
TID_DERBY_TASKS_TAB_BINGO_INFO_POINTS_COMPLETE3_TITLE,Bingo concluído!
TID_DERBY_TASKS_TAB_BINGO_INFO_POINTS_COMPLETE3_TEXT,Ganhe ainda mais pontos da próxima vez!
TID_DERBY_TASKS_TAB_BINGO_INFO_REWARDS_COMPLETE3_TITLE,O bingo acabou!
TID_DERBY_TASKS_TAB_BINGO_INFO_REWARDS_COMPLETE3_TEXT,Aproveite suas recompensas!
TID_NEIGHBORHOOD_MENU_DELETE_PUBLIC_MESSAGE_BUTTON,Excluir
TID_NEIGHBORHOOD_MENU_REPORT_PUBLIC_MESSAGE_BUTTON,Denunciar
TID_CONFIRM_POPUP_REPORT_NEIGHBORHOOD_PUBLIC_MESSAGE_TITLE,Denunciar jogador
TID_CONFIRM_POPUP_REPORT_NEIGHBORHOOD_PUBLIC_MESSAGE_TEXT,Tem certeza de que deseja denunciar <NAME> por comportamento impróprio?
TID_CONFIRM_POPUP_REPORT_NEIGHBORHOOD_PUBLIC_MESSAGE_BUTTON_CONFIRM,Confirmar
TID_CONFIRM_POPUP_REPORT_NEIGHBORHOOD_PUBLIC_MESSAGE_BUTTON_CANCEL,Cancelar
TID_CONFIRM_POPUP_DELETE_NEIGHBORHOOD_PUBLIC_MESSAGE_TITLE,Excluir mensagem
TID_CONFIRM_POPUP_DELETE_NEIGHBORHOOD_PUBLIC_MESSAGE_TEXT,Quer mesmo excluir esta mensagem?
TID_CONFIRM_POPUP_DELETE_NEIGHBORHOOD_PUBLIC_MESSAGE_BUTTON_CONFIRM,Confirmar
TID_CONFIRM_POPUP_DELETE_NEIGHBORHOOD_PUBLIC_MESSAGE_BUTTON_CANCEL,Cancelar
TID_STREAM_PUBLIC_MESSAGE_SENDER_YOU,Sua mensagem (<FARM>)
TID_STREAM_PUBLIC_MESSAGE_SENDER,Mensagem de <FARM>
TID_FLOATER_NEIGHBORHOOD_TOO_MANY_PUBLIC_MESSAGES,"É possível fixar até <COUNT> mensagens públicas. Para publicar uma nova, basta excluir a antiga."
TID_STREAM_EVENT_NEIGHBORHOOD_PUBLIC_MESSAGE_REPORTED,A mensagem de <NAME> foi denunciada.
TID_NEIGHBORHOOD_PUBLIC_MESSAGE_REPORTED,A mensagem foi denunciada!
TID_NEIGHBORHOOD_PUBLIC_MESSAGE_ALREADY_REPORTED,Você já denunciou esta mensagem.
TID_ABOUT_REDDIT,Acesse o Reddit do Hay Day (não oficial).
TID_NEIGHBORHOOD_POST_PUBLIC_MESSAGE_BUTTON,Publicar mensagem
TID_DECO_FALLFENCE,Casa senhorial
TID_DECO_WINTERFENCE,Cerca de inverno
TID_FALL_DECO_DESC,Decoração de outono.
TID_WINTER_DECO_DESC,Decoração de inverno.
TID_DECO_SNOWKING,Realeza de neve
TID_DECO_IGLOO,Iglu
TID_DECO_KETTLE,Chaleira de viagem
TID_DECO_CANVASTENT,Barraca de lona
TID_DECO_WINTERTREE,Vaso de pinheiro
TID_ELEPHANT_CALF1,Filhote de elefante marrom
TID_ELEPHANT_CALF1_DESCRIPTION,Alimente para coletar pontos.
TID_ELEPHANT_CALF2,Filhote de elefante cinza
TID_ELEPHANT_CALF2_DESCRIPTION,Alimente para coletar pontos.
TID_HIPPO_CALF1,Filhote de hipopótamo marrom
TID_HIPPO_CALF1_DESCRIPTION,Alimente para coletar pontos.
TID_HIPPO_CALF2,Filhote de hipopótamo cinza
TID_HIPPO_CALF2_DESCRIPTION,Alimente para coletar pontos.
TID_GIRAFFE_CALF1,Filhote de girafa amarela
TID_GIRAFFE_CALF1_DESCRIPTION,Alimente para coletar pontos.
TID_GIRAFFE_CALF2,Filhote de girafa bege
TID_GIRAFFE_CALF2_DESCRIPTION,Alimente para coletar pontos.
TID_DERBY_MYSTERY_TASK_TIME_DURATION_TOOLTIP,Complete a tarefa neste prazo para ganhar pontos da corrida.
TID_NEIGHBORHOOD_TASK_TIME_MYSTERY_TEXT,???
TID_NEIGHBORHOOD_TASK_MYSTERY_TITLE,Tarefa misteriosa
TID_NEIGHBORHOOD_TASK_MYSTERY_DESCRIPTION,Pegue a tarefa e revele o mistério!
TID_BOOSTER_FASTER_BAIT_MAKER,iscas mais rápidas
TID_BOOSTER_DESCRIPTION_FASTER_BAIT_MAKER,<PARAM1> produz itens <NUMBER>% mais rápido por <TIME> horas.
TID_BOOSTER_FASTER_FISHING_SPOT_COOLDOWN,pontos de pesca mais rápidos
TID_BOOSTER_DESCRIPTION_FASTER_FISHING_SPOT_COOLDOWN,Pontos de pesca ficam prontos para o uso <NUMBER>% mais rápido por <TIME> horas.
TID_BOOSTER_FASTER_LOBSTERS,aceleração das lagostas
TID_BOOSTER_DESCRIPTION_FASTER_LOBSTERS,Lagostas são pescadas e preparadas <NUMBER>% mais rápido por <TIME> horas.
TID_BOOSTER_FASTER_DUCKS,aceleração dos patos
TID_BOOSTER_DESCRIPTION_FASTER_DUCKS,Patos são pescados e suas penas ficam prontas <NUMBER>% mais rápido por <TIME> horas.
TID_NEIGHBORHOOD_TASK_MYSTERY_TOOLTIP_TITLE,Tarefa misteriosa
TID_NEIGHBORHOOD_TASK_MYSTERY_TOOLTIP_DESCRIPTION,Pegue a tarefa e revele o mistério!
TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TITLE,Tarefa dos prédios da cidade
TID_NEIGHBORHOOD_TASK_USE_SPECIFIC_TOWN_SERVICE_BUILDING_DESCRIPTION,Sirva <NUMBER> visitantes da cidade em <BUILDING>.
TID_DERBY_TASKLIST_TOOLTIP_USE_SPECIFIC_TOWN_SERVICE_BUILDING_TASK,Sirva os visitantes da cidade em <BUILDING> e receba presentes deles.
TID_NEIGHBORHOOD_TASK_RESERVE_FAILED_REP_LEVEL_REQUIREMENTS,Seu nível de reputação é insuficiente para esta tarefa!
TID_PERSONAL_TRAIN_VISITOR_INFO,Você pode visitar várias cidades com uma viagem!\n\nVisite seus amigos da vizinhança para apanhar visitantes da plataforma deles.
TID_PERSONAL_TRAIN_VISITOR_CAPACITY,Visitantes no trem: <COUNT>/<CAPACITY>
TID_PERSONALTRAIN_FRIENDLIST_NO_VISITORS_TRAIN_READY,Seus vizinhos não têm visitantes para serem apanhados. O trem está pronto para voltar à sua cidade!
TID_BOOSTER_FASTER_TOWN_BUILDINGS,aceleração do serviço da cidade
TID_BOOSTER_DESCRIPTION_FASTER_TOWN_BUILDINGS,"<PARAM1>, <PARAM2> e <PARAM3> servirão visitantes <NUMBER>% mais rápido por <TIME> horas."
TID_BOOSTER_FASTER_PERSONAL_TRAIN,manutenção do trem mais rápida
TID_BOOSTER_DESCRIPTION_FASTER_PERSONAL_TRAIN,A manutenção do seu trem será <NUMBER>% mais rápida por <TIME> horas.
TID_DECO_CANNON,Canhão velho
TID_DECO_ANCHOR,Âncora velha
TID_DECO_WHEEL,Timão velho
TID_DECO_CLOCK,Relógio de coluna
TID_DECO_DOGSTATUE,Estátua de cão
TID_DECO_LANTERNFENCE,Cerca com lanterna
TID_DECO_EASTERGATE,Portão de Páscoa
TID_DECO_EASTEREGG,Ovo de Páscoa
TID_DECO_EASTERHIDDENEGGS,Cesta de ovos
TID_DECO_EASTERPOND,Lago de Páscoa
TID_DECO_EASTERGNOME,Gnomo de Páscoa
TID_DECO_EASTEREGGTREE,Árvore de ovos
TID_DECO_VALENTINESGATE,Portão de coração
TID_DECO_XMASSWING,Balanço festivo
TID_BOOSTER_FASTER_NET_MAKER,aceleração das redes
TID_BOOSTER_DESCRIPTION_FASTER_NET_MAKER,<PARAM1> produz itens <NUMBER>% mais rápido por <TIME> horas.
TID_DECO_LITTLETIGER,Estátua de tigrezinho
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_BOOSTER_LOCKED_REPUTATION,Atinja o nível <LEVEL> de reputação para ativar este acelerador!
TID_TOWN_HALL_TAB_ALL,Todos
TID_TOWN_HALL_SECTION_EMPTY_ALL,Não há visitantes na sua cidade no momento.
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_REPAIR_NET_MAKER,Conserte o redeiro antes de ativar este acelerador.
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_REPAIR_LOBSTER_POOL,Conserte o tanque de lagostas antes de ativar este acelerador.
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_REPAIR_DUCK_SALON,Conserte o salão dos patos antes de ativar este acelerador.
TID_FLOATER_BOOSTER_ACTIVATION_FAILED_REPAIR_PERSONAL_TRAIN,Conserte seu trem pessoal antes de ativar este acelerador.
TID_ROADSIDE_SHOP_NEW_SALE_MIN_BUTTON,Mín.
TID_ROADSIDE_SHOP_NEW_SALE_MAX_BUTTON,Máx.
TID_DECO_ELEPHANTEARS,Planta orelha de elefante
TID_DECO_BLOOMINGCACTUS,Flor de cacto
TID_DECO_ICEPLANTORANGE,Suculenta laranja
TID_DECO_SAGOPALM,Sagu-de-jardim
TID_DECO_PRICKLYPEAR,Pera espinhosa
TID_DECO_TERMITES,Cupinzeiro pequeno
TID_DECO_CREOSOTE,Arbusto de creosoto
TID_DECO_SAGUARO,Cacto saguaro
TID_DECO_DRAGONBLOODTREE,Dragoeiro
TID_DECO_ICEPLANTWHITE,Suculenta branca
TID_DECO_BARRELCACTUS,Cacto redondo
TID_DECO_SMALLACACIA,Acácia pequena
TID_EVENT_BOAT_HELP_TITLE,É hora de ajudar com o barco!
TID_EVENT_BOAT_HELP_TEXT,"É hora de ajudar outros fazendeiros e também de receber uma forcinha com a sua fazenda! Carregue o máximo de caixas do barco de outros fazendeiros que conseguir antes que o tempo acabe! O objetivo é ajudar outros fazendeiros com as caixas deles, e não com as caixas do seu próprio barco.\n\nAtinja suas metas pessoais para ganhar grandes recompensas. O seu resultado também contribui para a meta global da comunidade e, ao atingi-la com fazendeiros do mundo inteiro, todos serão recompensados."
TID_EVENT_BOAT_HELP_NOTIFICATION,Começou um evento com grandes prêmios! Dê uma olhada!
TID_EVENT_BOAT_HELP_MASSGIFT_TITLE,Evento de ajudar com o barco
TID_EVENT_BOOSTER_BOAT_TITLE,Temporada de barcos de aceleradores!
TID_EVENT_BOOSTER_BOAT_TEXT,"Começou a temporada de barcos, e o turismo está bombando! Durante este evento, cada barco completo renderá um acelerador! Não se esqueça de visitar os amigos e ajudá-los com os barcos deles também.\n\nAtenção: a recompensa de acelerador acima só vale para barcos que chegarem em sua fazenda após o início do evento."
TID_EVENT_BOOSTER_BOAT_NOTIFICATION,Um evento de barcos de aceleradores começou! Aproveite antes que acabe!
TID_EVENT_PUZZLE_BOAT_TITLE,Barcos de quebra-cabeça!
TID_EVENT_PUZZLE_BOAT_TEXT,"Começou a temporada de barcos, e o turismo está bombando! Durante este evento, você pode ganhar até 5 peças de quebra-cabeça ao completar barcos! Não se esqueça de visitar os amigos e ajudá-los com seus barcos também.\n\nAtenção: a recompensa de peça de quebra-cabeça acima só vale para barcos que chegarem em sua fazenda após o início do evento."
TID_EVENT_PUZZLE_BOAT_NOTIFICATION,Um evento de barcos de quebra-cabeça começou. Aproveite antes que acabe!
TID_EVENT_BARN_SILO_TRUCKS_TITLE,Pedidos do caminhão generosos!
TID_EVENT_BARN_SILO_TRUCKS_TEXT,"Faltam suprimentos na cidade! Durante este evento, algumas das entregas do caminhão darão como recompensa especial materiais para melhoria do silo e do celeiro.\n\nComece já a produzir esses suprimentos: os visitantes da cidade precisam muito de você!"
TID_EVENT_BARN_SILO_TRUCKS_NOTIFICATION,Começou um evento do caminhão especial. Aproveite antes que acabe!
TID_EVENT_EXPANSION_TRUCKS_TITLE,Pedidos do caminhão com generosidade!
TID_EVENT_EXPANSION_TRUCKS_TEXT,"Faltam suprimentos na cidade! Durante este evento, algumas das entregas do caminhão darão como recompensa especial itens de expansão aleatórios.\n\nComece já a produzir esses suprimentos: os visitantes da cidade precisam muito de você!"
TID_EVENT_EXPANSION_TRUCKS_NOTIFICATION,Começou um evento do caminhão especial. Aproveite antes que acabe!
TID_EVENT_REWARDS_TRUCKS_TITLE,Pedidos do caminhão com generosidade!
TID_EVENT_REWARDS_TRUCKS_TEXT,"Faltam suprimentos na cidade! Algumas entregas de caminhão realizadas durante este evento darão a você, além de moedas, recompensas especiais. Comece já a produzir esses suprimentos: os visitantes da cidade precisam muito de você!"
TID_EVENT_REWARDS_TRUCKS_NOTIFICATION,Começou um evento do caminhão especial. Aproveite antes que acabe!
TID_EVENT_PRODUCTION_BONANZA_TITLE,Produções prósperas!
TID_EVENT_PRODUCTION_BONANZA_TEXT,"Algo MUUUito legal está acontecendo com todas as máquinas de produção! Durante este evento, todas as máquinas produzirão todos seus produtos 20% mais rápido. Corra antes que este evento maluco acabe!"
TID_EVENT_PRODUCTION_BONANZA_NOTIFICATION,"Começou um evento de produção, e todos os edifícios de produção foram acelerados! Aproveite antes que acabe!"
TID_EVENT_FASTER_PRODUCTION_TITLE,Produção mais rápida!
TID_EVENT_FASTER_PRODUCTION_TEXT,"Os seus edifícios de produção estão a todo vapor! Durante este evento, a produção de três edifícios aleatórios será mais rápida. Confira o poster do evento para ver quais são os edifícios e corra para fazer seus produtos!"
TID_EVENT_FASTER_PRODUCTION_NOTIFICATION,Começou evento de produção Confira quais dos seus edifícios de produção foram acelerados e aproveite antes que acabe!
TID_EVENT_FASTER_CROP_BONANZA_TITLE,Plantações prósperas!
TID_EVENT_FASTER_CROP_BONANZA_TEXT,"Uau! Os ventos estão a favor da agricultura! Durante este evento, todas as plantações crescerão 20% mais rápido. Comece a plantar já!"
TID_EVENT_FASTER_CROP_BONANZA_NOTIFICATION,"Começou um evento de plantações, e todas as plantações crescerão mais rápido! Aproveite antes que acabe!"
TID_EVENT_FASTER_CROPS_TITLE,Plantações mais rápidas!
TID_EVENT_FASTER_CROPS_TEXT,"Uau! Os ventos estão a favor da agricultura! Durante este evento, três plantações aleatórias crescerão 50% mais rápido. Confira o poster do evento para ver quais são as plantações e comece a plantar!"
TID_EVENT_FASTER_CROPS_NOTIFICATION,Um evento de plantações começou! Confira quais das plantações estão mais rápidas e aproveite antes que acabe!
TID_EVENT_MORE_CROP_BONANZA_TITLE,Plantações prósperas!
TID_EVENT_MORE_CROP_BONANZA_TEXT,"Uau! Os ventos estão a favor da agricultura! Durante este evento, três plantações aleatórias renderão 3 plantações em vez de 2, como de costume. Vamos aproveitar!"
TID_EVENT_MORE_CROP_BONANZA_NOTIFICATION,Começou um evento de plantações começou e todas as plantações foram aceleradas! Aproveite antes que acabe!
TID_EVENT_MORE_CROPS_TITLE,Mais plantações!
TID_EVENT_MORE_CROPS_TEXT,"Uau! Os ventos estão a favor da agricultura! Durante este evento, três plantações aleatórias renderão 3 plantações em vez de 2, como de costume. Confira o poster do evento para ver quais são as plantações e comece a plantar!"
TID_EVENT_MORE_CROPS_NOTIFICATION,Um evento de plantações começou. Confira quais das suas plantações foram aceleradas e aproveite antes que acabe!
TID_EVENT_LAND_EXPANSION_TOWNIE_TITLE,Visitantes da cidade generosos!
TID_EVENT_LAND_EXPANSION_TOWNIE_TEXT,"É alta temporada do turismo! Durante este evento, os visitantes da cidade que forem servidos em 2 ou 3 edifícios darão a você itens de expansão de terra antes de partirem.\n\nMas só vale para os visitantes que chegarem na cidade após o início do evento (veja se o nome deles aparece em roxo). Produza itens e deixe seus visitantes felizes da vida!"
TID_EVENT_LAND_EXPANSION_TOWNIE_NOTIFICATION,Começou um evento especial da cidade!
TID_EVENT_VOUCHER_TOWNIE_TITLE,Visitantes da cidade generosos!
TID_EVENT_VOUCHER_TOWNIE_TEXT,"É alta temporada do turismo! Durante este evento, os visitantes da cidade que forem servidos em 2 ou 3 edifícios darão a você vales aleatórios antes de partirem.\n\nMas só vale para os visitantes que chegarem na cidade após o início do evento (veja se o nome deles aparece em roxo). Produza itens e deixe seus visitantes felizes da vida!"
TID_EVENT_VOUCHER_TOWNIE_NOTIFICATION,Começou um evento especial da cidade!
TID_EVENT_BARN_SILO_TOWNIE_TITLE,Visitantes da cidade generosos!
TID_EVENT_BARN_SILO_TOWNIE_TEXT,"É alta temporada do turismo! Durante este evento, os visitantes da cidade que forem servidos em 2 ou 3 edifícios darão a você itens de expansão do celeiro ou do silo antes de partirem.\n\nMas só vale para os visitantes que chegarem na cidade após o início do evento (veja se o nome deles aparece em roxo). Produza itens e deixe seus visitantes felizes da vida!"
TID_EVENT_BARN_SILO_TOWNIE_NOTIFICATION,Começou um evento especial da cidade!
TID_EVENT_NEW_YEAR2018_TITLE,Evento de Ano-Novo!
TID_EVENT_NEW_YEAR2018_TEXT,"O tempo está voando, e 2018 está quase aí! Todos estão se preparando para as comemorações, e os caminhões das fazendas estão a todo vapor. Vamos arregaçar as mangas! Se tiver sorte, você até verá fogos de artifício na área de pesca.\n\nComplete o máximo de pedidos do caminhão que conseguir antes que o tempo acabe! Atinja suas metas pessoais para ganhar grandes recompensas. O seu resultado também contribui para a meta global da comunidade e, ao atingi-la com fazendeiros do mundo inteiro, todos serão recompensados."
TID_EVENT_NEW_YEAR2018_NOTIFICATION,O evento de Ano-Novo começou! Ganhe grandes recompensas já!
TID_EVENT_CHRISTMAS2017_TITLE,Tempos generosos!
TID_EVENT_CHRISTMAS2017_TEXT,"O espírito festivo chegou! Cultive aquele sentimento de generosidade e ajude outros fazendeiros!\n\nAjude outros fazendeiros revivendo o máximo de árvores e arbustos e também completando quantas caixas do barco deles conseguir antes que o evento acabe! Atinja suas metas pessoais para ganhar grandes recompensas. O seu resultado também contribui para a meta global da comunidade e, ao atingi-la com fazendeiros do mundo inteiro, todos serão recompensados."
TID_EVENT_CHRISTMAS2017_NOTIFICATION,Confira o evento de fim de ano. As recompensas são incríveis!
TID_HALLOWEEN_OFFER1,Oferta de Halloween 1
TID_HALLOWEEN_OFFER2,Oferta de Halloween 2
TID_HALLOWEEN_OFFER3,Oferta de Halloween 3
TID_WELCOME_BACK_OFFER,Oferta de Bom Retorno
TID_FALL_OFFER1,Oferta especial 1
TID_FALL_OFFER2,Oferta especial 2
TID_FALL_OFFER3,Oferta especial 3
TID_HOLIDAY_OFFER1,Oferta festiva 1
TID_HOLIDAY_OFFER2,Oferta festiva 2
TID_HOLIDAY_OFFER3,Oferta festiva 3
TID_EASTER_OFFER1,Oferta de Páscoa 1
TID_EASTER_OFFER2,Oferta de Páscoa 2
TID_EASTER_OFFER3,Oferta de Páscoa 3
TID_SUMMER_OFFER1,Oferta Especial 1
TID_SUMMER_OFFER2,Oferta Especial 2
TID_SUMMER_OFFER3,Oferta Especial 3
TID_TOWN_HALL_TAB_LEAVING,Partindo
TID_SANCTUARY_BOOK_LOCKED_FIRSTBABY_DESCRIPTION,Desbloqueia após a conclusão dos dois animais adultos desta espécie.
TID_SANCTUARY_BOOK_LOCKED_SECONDBABY_DESCRIPTION,Desbloqueia após a conclusão do primeiro filhote desta espécie.
TID_DECO_CATTREE,Arranhador
TID_DERBY_RACETRACK_TROPHY_UNREACHABLE_TOOLTIP,É preciso de mais jogadores na corrida para alcançar a ferradura.
TID_CUSTOMIZE_TITLE,Personalize sua fazenda
TID_CUSTOMIZE_DESCRIPTION,Posso fazer grandes transformações! Veja aqui o meu estoque atual e os preços do meu serviço.
TID_CUSTOMIZE_TIMEPRETEXT,A decoradora parte em:
TID_CUSTOMIZE_AREYOUSURE,Tem certeza?
TID_CUSTOMIZE_CONFIRMLINE1,A Maggie instalará as partes mostradas abaixo:
TID_CUSTOMIZE_CONFIRMLINE2,Não será possível reverter esta alteração.
TID_CUSTOMIZE_SOLDOUTTITLE,Instalado
TID_CUSTOMIZE_SOLDOUTTEXT,Ficou lindo!
TID_SUPERCELL_ID_LOGIN_BUTTON,Iniciar sessão com Supercell ID
TID_SUPERCELL_ID_NEW_GAME_BUTTON,Jogar sem Supercell ID
TID_CUSTOMIZE_BTNREFRESH,Reabastecer
TID_CUSTOMIZE_BTNCATALOG,Catálogo
TID_CUSTOMIZE_BTNBUILD,Decorar
TID_CUSTOMIZE_BTNCANCEL,Cancelar
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_TITLE,Carregar a fazenda?
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_TEXT,"Sua fazenda, <NAME> de nível <LEVEL>, foi encontrada! Acesse o seu Supercell ID para carregá-la."
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_NO,Cancelar
TID_LOAD_SUPERCELL_ID_ACCOUNT_CONFIRM_YES,OK
TID_RENOVATOR_INFO_TITLE_1,"Conheça Maggie, a nossa decoradora!"
TID_RENOVATOR_INFO_TITLE_2,Como a decoradora trabalha
TID_RENOVATOR_INFO_TITLE_3,Os catálogos!
TID_RENOVATOR_INFO_TITLE_4,Os catálogos
TID_RENOVATOR_INFO_TITLE_5,Página 5
TID_RENOVATOR_INFO_TITLE_6,Página 6
TID_RENOVATOR_INFO_TITLE_7,Página 7
TID_RENOVATOR_INFO_TEXT_1,"A Maggie pode personalizar seu caminhão, a casa da fazenda e a loja de beira de estrada."
TID_RENOVATOR_INFO_TEXT_2,Ela aparecerá toda semana trazendo novas seleções de decoração. Você também pode usar diamantes para ver mais opções!
TID_RENOVATOR_INFO_TEXT_3,"Os preços mostrados são da mão de obra dela. Mesmo que já tenha instalado uma certa decoração em outra ocasião, ainda assim terá de efetuar o pagamento, já que ele corresponde ao serviço!"
TID_RENOVATOR_INFO_TEXT_4,"A decoração instalada não pode ser desfeita. Para alterá-la, é preciso escolher outra peça e pagar pela mão de obra da Maggie."
TID_RENOVATOR_INFO_TEXT_5,A Maggie tem dois catálogos: o de estilo e o de coleção. Eles são bem úteis!
TID_RENOVATOR_INFO_TEXT_6,O catálogo de estilos traz ótimas sugestões de decoração para você. Consulte-o novamente ao completar um estilo para ganhar grandes recompensas! Será que consegue completá-lo?
TID_RENOVATOR_INFO_TEXT_7,"O catálogo de coleção mostra todos os itens que você já instalou, tanto os atuais quanto os mais antigos. Para instalar um item novamente, toque nele quando a Maggie estiver visitando!"
TID_SETTINGS_MUSIC_NEW,Música
TID_SETTINGS_SOUND_EFFECTS_NEW,Sons
TID_SETTINGS_SCID_TITLE,Supercell ID
TID_SETTINGS_FACEBOOK_TITLE,Facebook
TID_SETTINGS_FACEBOOK_FRIENDS_TITLE,Amigos do Facebook
TID_SETTINGS_GOOGLE_PLAY_TITLE,Google Play
TID_SETTINGS_SCID_CONNECTED,Conectado
TID_SETTINGS_SCID_DISCONNECTED,Desconectado
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED_NEW,Conectado
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED_NEW,Desconectado
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING_NEW,Conectando
TID_PRODUCT_FLOWERPENDANT,Pingente de flor
TID_PRODUCT_FLORALCANDLE,Vela de flores
TID_PRODUCT_SPICYSPAGHETTI,Massa apimentada
TID_PRODUCT_ONIONMELT,Sanduíche de cebola
TID_PRODUCT_CARAMELLATTE,Latte de caramelo
TID_PRODUCT_CANDYBOUQUET,Buquê de doces
TID_PRODUCT_COCOASMOOTHIE,Vitamina de cacau
TID_PRODUCT_BIGSUSHIROLL,Futomaki
TID_ADVANCE_SETTINGS_OFFERS_HEADER,Ofertas personalizadas
TID_ADVANCE_SETTINGS_OFFERS_TEXT,Ativar notificações e ofertas da loja personalizadas.
TID_ORIGINAL_WHITE,Branco original
TID_ORIGINAL_GRUE,Azul-acinzentado
TID_ORIGINAL_TEAL,Verde-azulado
TID_ORIGINAL_DARK,Roxo escuro
TID_ORIGINAL_YELEEN,Verde-oliva
TID_ORIGINAL_BORING,Marrom
TID_BARN_RED,Vermelho-celeiro
TID_COUNTRY_GREY,Cinza do campo
TID_COUNTRY_PINK,Rosa do campo
TID_COUNTRY_RED,Vermelho do campo
TID_COUNTRY_YELLOW,Amarelo do campo
TID_COUNTRY_WHITE,Branco do campo
TID_HALFNHALF_BLUE,Bicolor azul
TID_HALFNHALF_OLD,Bicolor verde
TID_HALFNHALF_RETIREMENT,Bicolor roxo
TID_CUTE_BLUE,Azul gracinha
TID_CUTE_PASTEL_PINK,Rosa gracinha
TID_CUTE_GREEN,Verde gracinha
TID_CUTE_GREY,Cinza gracinha
TID_CUTE_PURPLE,Roxo gracinha
TID_CUTE_YELLOW,Amarelo gracinha
TID_CUTE_RED,Vermelho gracinha
TID_GASTHOUSE,Casa de hóspedes
TID_PLANKS_YELLOW,Tábuas amarelas
TID_PLANKS2,Tábuas verde-azuladas
TID_PLANKS3,Tábuas rosas envelhecidas
TID_PLANKS4,Tábuas verdes
TID_PLANKS5,Tábuas vermelhas
TID_RUSTIC,Rústico
TID_CABIN02_WHITE,Cabine branca
TID_CABIN02_GREEN,Cabine verde
TID_PORCH_ORIGINAL,Original
TID_PORCH_COUNTRY,Campo
TID_PORCH_BASIC_SHEEP,Cerca branca
TID_PORCH_BASIC_COW,Celeiro
TID_PORCH_CUTE,Gracinha
TID_PORCH_GUESTHOUSE,Casa de hóspedes
TID_PORCH_ORIGINAL_EXTENDED,Sacada completa
TID_PORCH_POSH,Chique
TID_PORCH_RUSTIC,Rústico
TID_PORCH_BRIDGE_DITCH1,Rampa
TID_PORCH_STABLE1,Estábulo
TID_PORCH_BRIDGE_DITCH2,Rampa da valeta2
TID_PORTCH_DOC,Doca
TID_PORCH_STABLE2,Estábulo2
TID_ROOF_ORIGINAL_BORING_BLACK,Preto original
TID_ROOF_ORIGINAL_KINDA_RED,Vermelho
TID_ROOF_ORIGINAL_BLUE,Azul
TID_ROOF_ORIGINAL_SPOOKY_PURPLE,Roxo
TID_ROOF_OPENGABLE_KINDA_RED,Telhado aberto vermelho
TID_ROOF_OPENGABLE_BLUE,Telhado aberto azul
TID_ROOF_OPENGABLE_GREEN,Telhado aberto verde
TID_ROOF_OPENGABLE_BLACK,Telhado aberto preto
TID_ROOF_OPENGABLE_GOLD,Telhado aberto dourado
TID_ROOF_OPENGABLE_SPOOKY_PURPLE,Telhado aberto roxo
TID_ROOF_OPENGABLE_BROWN,Telhado aberto marrom
TID_ROOF_OPENGABLE_PINK,Telhado aberto rosa
TID_ROOF_ATTIC_WINDOWS_RED,Sótão vermelho
TID_ROOF_ATTIC_WINDOWS_BLUE,Sótão azul
TID_ROOF_ATTIC_WINDOWS_GREEN,Sótão verde
TID_ROOF_ATTIC_WINDOWS_BLACK,Sótão preto
TID_ROOF_ATTIC_WINDOWS_ORANGE,Sótão laranja
TID_ROOF_ATTIC_WINDOWS_PURPLE,Sótão roxo
TID_ROOF_SPIKES_BLACK_AND_GOLD,Preto com lanças
TID_ROOF_SPIKES_GREY_AND_CHROME,Cinza com lanças
