Name,Category,TaskType,FarmPoints,Good,Amount,Probability,TID,IconFileName,IconExportName,Tags,DerbyTaskTags,MinXPLevelForSpawn,MinRepLevelForSpawn,MaxXPLevelForSpawn
Harvest_Chickpea_Lv80,,HarvestField,50,Chickpea,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_chickpea,harvest,,95,,
DailyProduction_Stew_Pot2,Daily,StartBuilding,3,Stew_Pot,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,106,,
Collect_Stew_Pot15,,CollectBuilding,50,Stew_Pot,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,106,,
DailyPlant_Clay_Lv45,Daily,PlantField,3,Clay,50,1,TID_FARM_PASS_TASK_PLANT_CROP,sc/nature_new.sc,crop_clay,plant,,94,,
Harvest_Clay_Lv80,,HarvestField,50,Clay,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_clay,harvest,,94,,
DailyPlant_PassionFruit_Lv45,Daily,PlantField,3,PassionFruit,50,1,TID_FARM_PASS_TASK_PLANT_CROP,sc/nature_new.sc,crop_passionfruit,plant,,88,,
Harvest_PassionFruit_Lv80,,HarvestField,50,PassionFruit,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_passionfruit,harvest,,88,,
DailyProduction_Donut_Maker2,Daily,StartBuilding,3,Donut_Maker,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,76,,
Collect_Donut_Maker15,,CollectBuilding,50,Donut_Maker,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,76,,
DailyProduction_Preservation_Station2,Daily,StartBuilding,3,Preservation_Station,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,91,,
Collect_Preservation_Station15,,CollectBuilding,50,Preservation_Station,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,91,,
DailyProduction_Pottery_Studio2,Daily,StartBuilding,3,Pottery_Studio,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,94,,
Collect_Pottery_Studio15,,CollectBuilding,50,Pottery_Studio,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,94,,
DailyProduction_Cupcake_Maker2,Daily,StartBuilding,3,Cupcake_Maker,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,109,,
Collect_Cupcake_Maker15,,CollectBuilding,50,Cupcake_Maker,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,109,,
DailyProduction_Waffle_Maker2,Daily,StartBuilding,3,Waffle_Maker,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,114,,
Collect_Waffle_Maker15,,CollectBuilding,50,Waffle_Maker,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,114,,
DailyPlant_Asparagus_Lv45,Daily,PlantField,3,Asparagus,50,1,TID_FARM_PASS_TASK_PLANT_CROP,sc/nature_new.sc,crop_asparagus,plant,,49,,
Harvest_Asparagus_Lv80,,HarvestField,50,Asparagus,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_asparagus,harvest,,49,,
DailyProduction_Omelet_Maker2,Daily,StartBuilding,3,Omelet_Maker,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,77,,
Collect_Omelet_Maker15,,CollectBuilding,50,Omelet_Maker,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,77,,
DailyPlant_Oats_Lv45,Daily,PlantField,3,Oats,50,1,TID_FARM_PASS_TASK_PLANT_CROP,sc/nature_new.sc,crop_oat,plant,,119,,
Harvest_Oats_Lv80,,HarvestField,50,Oats,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_oat,harvest,,119,,
DailyProduction_Porridge_Bar2,Daily,StartBuilding,3,Porridge_Bar,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,119,,
Collect_Porridge_Bar15,,CollectBuilding,50,Porridge_Bar,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,119,,
DailyProduction_Milkshake_Bar2,Daily,StartBuilding,3,Milkshake_Bar,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,124,,
Collect_Milkshake_Bar15,,CollectBuilding,50,Milkshake_Bar,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,124,,
DailyPlant_Chamomile_Lv45,Daily,PlantField,3,Chamomile,50,1,TID_FARM_PASS_TASK_PLANT_CROP,sc/nature_new.sc,crop_chamomile,plant,,45,,
Harvest_Chamomile_Lv45,,HarvestField,50,Chamomile,360,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_chamomile,harvest,,45,,
DailyProduction_Perfumerie2,Daily,StartBuilding,3,Perfumerie,2,1,TID_FARM_PASS_TASK_PRODUCE_BUILDING,,,produce,,110,,
Collect_Perfumerie15,,CollectBuilding,50,Perfumerie,15,1,TID_FARM_PASS_TASK_COLLECT_BUILDING,,,produce,,110,,
